Asset,Model,Model Family,Feature Set,Input Type,Feature Type,Strategy Mode,Cumulative Return no_cost,Cumulative Return with_cost,Number of Trades no_cost,Number of Trades with_cost,Test Avg Return no_cost,Test Avg Return with_cost,Test Sharpe no_cost,Test Sharpe with_cost,Turnover no_cost,Turnover with_cost,Sharpe Cost Drag,Avg Return Cost Drag,Cumulative Return Cost Drag
BTC,GRU,ML,candle_extended,candle,extended,long_only,0.22791532332684783,0.01429466198926499,546.0,546.0,0.0004889498888981247,0.00027179079798903385,0.07775276833359161,0.03949721604759232,546.0,546.0,0.03825555228599929,0.00021715909090909088,0.21362066133758284
BTC,GRU,ML,candle_extended,candle,extended,long_short,0.24903276787599182,0.06032525090154883,468.0,468.0,0.0006560544458802611,0.00042003139112521806,0.13064137955805422,0.0789724963973245,468.0,468.0,0.05166888316072972,0.00023602305475504303,0.188707516974443
BTC,GRU,ML,candle_extended,candle,extended,short_only,0.20813653017939893,0.031357466409671186,452.0,452.0,0.0005740897302314036,0.00034006606159235045,0.11397211928015329,0.06351763833370702,452.0,452.0,0.050454480946446265,0.00023402366863905317,0.17677906376972774
BTC,GRU,ML,candle_raw,candle,raw,long_only,0.4881554465081823,-0.15819195863863866,1628.0,1628.0,0.00019053089283410565,7.206935437256725e-05,0.02857805958464891,0.006991860809924461,1628.0,1628.0,0.02158619877472445,0.0001184615384615384,0.646347405146821
BTC,GRU,ML,candle_raw,candle,raw,long_short,0.5839921895032785,-0.22485927516947457,1922.0,1922.0,0.00019971112142550085,4.7112726316597556e-05,0.03224782727182699,0.003457030784861927,2042.0,2042.0,0.028790796486965066,0.0001525983951089033,0.808851464672753
BTC,GRU,ML,candle_raw,candle,raw,short_only,1.074633056808855,-0.4028110880944824,3558.0,3558.0,0.0002066303940670686,3.655391223150459e-05,0.07693994467813019,0.008110549549214445,3558.0,3558.0,0.06882939512891574,0.000170076481835564,1.4774441449033373
BTC,GRU,ML,ohlc_extended,ohlc,extended,long_only,0.005286865954154951,0.004585138051070858,2.0,2.0,0.0052868659541549,0.0049368659541549,,,2.0,2.0,,0.0003499999999999996,0.0007017279030840928
BTC,GRU,ML,ohlc_extended,ohlc,extended,long_short,0.11844089191328644,-0.4626624729967621,2094.0,2094.0,3.994065007958896e-05,-6.493914385286667e-05,0.008526868776717692,-0.016156818026386736,2094.0,2094.0,0.024683686803104427,0.00010487979393245564,0.5811033649100485
BTC,GRU,ML,ohlc_extended,ohlc,extended,short_only,0.2912650532536596,-0.3327526531574464,1886.0,1886.0,9.914450245269466e-05,-1.9450538869619362e-05,0.02740249708371738,-0.006742156934456274,1886.0,1886.0,0.034144654018173654,0.00011859504132231402,0.624017706411106
BTC,GRU,ML,ohlc_raw,ohlc,raw,long_only,0.07461124792915186,0.05451295940671996,54.0,54.0,0.0010142721290915602,0.0008830221290915603,0.1920330637080478,0.16713331125356887,54.0,54.0,0.024899752454478924,0.00013124999999999996,0.020098288522431895
