Asset,Model,Model Family,Feature Set,Input Type,Feature Type,Strategy Mode,Strategy Label,Cost Regime,Long Threshold,Short Threshold,Threshold Feasible,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Validation Trades,Validation Signal Ratio,Test Sharpe,Test Precision,Test Recall,Test Avg Return,Cumulative Return,Maximum Drawdown,Turnover,Number of Trades,Annualized Sharpe,Model Params,Log Path,Feasibility Bucket
BTC,GRU,ML,candle_extended,candle,extended,long_only,long,no_cost,0.6100000000000001,,True,0.23377943649312624,0.6341463414634146,0.03265745558944913,0.0015061864908448542,432,0.02626521460602178,0.07775276833359161,0.5795454545454546,0.045954225986664266,0.0004889498888981247,0.22791532332684783,-0.13601555300446921,546.0,546.0,1.3762568522449414,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/btc""}",data/trading_logs/no_cost/long_only/gru/candle_extended/btc/trading_log.csv,feasible
BTC,GRU,ML,candle_extended,candle,extended,long_only,long,with_cost,0.6100000000000001,,True,0.18445384219879948,0.6341463414634146,0.03265745558944913,0.0012427718566985128,432,0.02626521460602178,0.03949721604759232,0.5795454545454546,0.045954225986664266,0.00027179079798903385,0.01429466198926499,-0.16960961454513013,546.0,546.0,0.15360282504242861,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/btc""}",data/trading_logs/with_cost/long_only/gru/candle_extended/btc/trading_log.csv,feasible
BTC,Logistic Regression,ML,ohlc_extended,ohlc,extended,long_short,long_short,no_cost,0.6500000000000001,0.5900000000000001,True,0.046064309833419415,0.821875,0.019381171088590176,0.00022929334397592274,520,0.029406392694063928,0.035073843106281276,0.5818589743589744,0.03122205712154366,0.00015548755369577957,0.09366690375996001,-0.06549418527386464,788.0,788.0,0.7904277408606658,"{""model_dir"": ""models/logistic_regression/ohlc_extended/btc""}",data/trading_logs/no_cost/long_short/logistic_regression/ohlc_extended/btc/trading_log.csv,feasible
BTC,Logistic Regression,ML,ohlc_extended,ohlc,extended,long_short,long_short,with_cost,0.6500000000000001,0.5900000000000001,True,-0.013206049790061992,0.821875,0.019381171088590176,-5.331535167625109e-05,520,0.029406392694063928,-0.017680551216346978,0.5818589743589744,0.03122205712154366,-6.947166326996257e-05,-0.1699615747352764,-0.19181566426671937,788.0,788.0,-1.4948222744000432,"{""model_dir"": ""models/logistic_regression/ohlc_extended/btc""}",data/trading_logs/with_cost/long_short/logistic_regression/ohlc_extended/btc/trading_log.csv,feasible
BTC,Logistic Regression,ML,ohlc_extended,ohlc,extended,short_only,short,no_cost,,0.5900000000000001,True,0.03451834291789973,0.64375,0.038404175988068605,0.00017301287734626227,516,0.029223744292237442,0.029074928446890858,0.5483333333333333,0.061005006489894306,0.00012252318569364447,0.07098574053639006,-0.0667335045460059,762.0,762.0,0.6598634835727432,"{""model_dir"": ""models/logistic_regression/ohlc_extended/btc""}",data/trading_logs/no_cost/short_only/logistic_regression/ohlc_extended/btc/trading_log.csv,feasible
BTC,Logistic Regression,ML,ohlc_extended,ohlc,extended,short_only,short,with_cost,,0.5900000000000001,True,-0.02463680511613414,0.64375,0.038404175988068605,-0.0001091746226537377,516,0.029223744292237442,-0.025688126603020837,0.5483333333333333,0.061005006489894306,-9.97268143063555e-05,-0.17974945331442982,-0.19662369894976894,762.0,762.0,-1.7304444915992636,"{""model_dir"": ""models/logistic_regression/ohlc_extended/btc""}",data/trading_logs/with_cost/short_only/logistic_regression/ohlc_extended/btc/trading_log.csv,feasible
ETH,GRU,ML,ohlc_extended,ohlc,extended,long_only,long,no_cost,0.6200000000000001,,True,0.03608317707452961,0.6074766355140186,0.011728617827499097,0.0002632647043436009,136,0.009792257710258991,0.0756316116114567,0.46875,0.0026954177897574125,0.0002446032886145107,0.0076991131095967,-0.00810962026492279,50.0,50.0,0.3944288534082336,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/ohlc_extended/eth""}",data/trading_logs/no_cost/long_only/gru/ohlc_extended/eth/trading_log.csv,feasible
ETH,GRU,ML,ohlc_extended,ohlc,extended,long_only,long,with_cost,0.6200000000000001,,True,0.00266269818257293,0.6074766355140186,0.011728617827499097,4.083479780154469e-05,136,0.009792257710258991,-0.010585992114836438,0.46875,0.0026954177897574125,-2.8834211385489342e-05,-0.009783409237839491,-0.013671970228064101,50.0,50.0,-0.48569792765602804,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/ohlc_extended/eth""}",data/trading_logs/with_cost/long_only/gru/ohlc_extended/eth/trading_log.csv,feasible
ETH,Logistic Regression,ML,candle_extended,candle,extended,long_short,long_short,no_cost,0.56,0.7000000000000002,True,0.05105757355978622,0.7981132075471697,0.042780135923337695,0.00036919715066970694,1180,0.07269406392694064,0.07623192047052708,0.6035357669012932,0.010311941768643884,0.0007925395770345459,0.15058433070672028,-0.1176669441071867,330.0,329.0,0.9395001643193369,"{""model_dir"": ""models/logistic_regression/candle_extended/eth""}",data/trading_logs/no_cost/long_short/logistic_regression/candle_extended/eth/trading_log.csv,feasible
ETH,Logistic Regression,ML,candle_extended,candle,extended,long_short,long_short,with_cost,0.56,0.7000000000000002,True,0.010839464195889409,0.7981132075471697,0.042780135923337695,0.0001097750401169432,1180,0.07269406392694064,0.04333738688519634,0.6035357669012932,0.010311941768643884,0.0004867501033503353,0.025087304248381903,-0.13600595603265286,330.0,329.0,0.21902626777260356,"{""model_dir"": ""models/logistic_regression/candle_extended/eth""}",data/trading_logs/with_cost/long_short/logistic_regression/candle_extended/eth/trading_log.csv,feasible
ETH,Logistic Regression,ML,ohlc_raw,ohlc,raw,short_only,short,no_cost,,0.52,True,0.27742703646364014,0.6428571428571429,0.01169482086504548,0.002382829163865552,188,0.008949771689497716,0.015923054720518283,0.5363984674329502,0.10418604651162791,0.00017765163967733955,0.1521014359069477,-0.16614484782249306,1528.0,1528.0,0.5612192098243305,"{""model_dir"": ""models/logistic_regression/ohlc_raw/eth""}",data/trading_logs/no_cost/short_only/logistic_regression/ohlc_raw/eth/trading_log.csv,feasible
ETH,Logistic Regression,ML,ohlc_raw,ohlc,raw,short_only,short,with_cost,,0.52,True,0.23350606280307842,0.6428571428571429,0.01169482086504548,0.002047114878151266,188,0.008949771689497716,-0.01237591999965276,0.5363984674329502,0.10418604651162791,-7.847862852189408e-05,-0.32516489935481785,-0.3940728722380499,1528.0,1528.0,-1.0564738243306147,"{""model_dir"": ""models/logistic_regression/ohlc_raw/eth""}",data/trading_logs/with_cost/short_only/logistic_regression/ohlc_raw/eth/trading_log.csv,feasible
SOL,GRU,ML,candle_extended,candle,extended,long_only,long,no_cost,0.6000000000000001,,True,0.29779708781439257,0.6605504587155964,0.013160299762383476,0.004637021133164093,158,0.009975290564656356,0.1792616787038646,0.5955056179775281,0.009535804246131702,0.0023968111390470356,0.22658592935989907,-0.10241389685806934,120.0,120.0,1.4133574758082572,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/sol""}",data/trading_logs/no_cost/long_only/gru/candle_extended/sol/trading_log.csv,feasible
SOL,GRU,ML,candle_extended,candle,extended,long_only,long,with_cost,0.6000000000000001,,True,0.2765920096304308,0.6605504587155964,0.013160299762383476,0.004383351408393451,158,0.009975290564656356,0.15914751721012133,0.5955056179775281,0.009535804246131702,0.0021608560828672604,0.17618382388128628,-0.10724722991781754,120.0,120.0,1.1378597001132895,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/sol""}",data/trading_logs/with_cost/long_only/gru/candle_extended/sol/trading_log.csv,feasible
SOL,GRU,ML,candle_extended,candle,extended,long_short,long_short,no_cost,0.5900000000000001,0.6000000000000001,True,0.2035011912658824,0.8054187192118227,0.011426447650321143,0.002853172373814423,284,0.01866935114853116,0.22239673489904835,0.625,0.009895645915797049,0.0027586773433617984,0.5919160922805771,-0.19128553328805242,228.0,228.0,2.137873830263224,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/sol""}",data/trading_logs/no_cost/long_short/gru/candle_extended/sol/trading_log.csv,feasible
SOL,GRU,ML,candle_extended,candle,extended,long_short,long_short,with_cost,0.5900000000000001,0.6000000000000001,True,0.18037952748818475,0.8054187192118227,0.011426447650321143,0.002609544922834031,284,0.01866935114853116,0.19919496432750233,0.625,0.009895645915797049,0.002531972797907253,0.46998377709044137,-0.20452728903378503,228.0,228.0,1.7917204005265466,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/sol""}",data/trading_logs/with_cost/long_short/gru/candle_extended/sol/trading_log.csv,feasible
