1720972800000,60084.00000000,60119.12000000,59894.16000000,60107.33000000,482.69354000,1720976399999,28973711.30590500,36268,251.70644000,15110769.98443450,0
1720976400000,60107.32000000,60184.99000000,59918.01000000,60005.56000000,452.33207000,1720979999999,27161712.62143720,31811,195.84379000,11761902.64726650,0
1720980000000,60005.56000000,60072.28000000,59935.42000000,60020.11000000,192.42084000,1720983599999,11543685.07444510,19758,88.17143000,5289389.88267850,0
1720983600000,60020.11000000,60020.11000000,59900.00000000,59915.99000000,193.50151000,1720987199999,11598471.43304220,17147,92.33044000,5533479.33849840,0
1720987200000,59916.00000000,60400.00000000,59880.00000000,60084.00000000,721.80568000,1720990799999,43430111.54375640,39798,371.70842000,22368546.82979570,0
1720990800000,60084.00000000,61420.69000000,60026.00000000,61276.36000000,2649.79086000,1720994399999,161120060.85722550,156942,1543.37623000,93887424.61032160,0
1720994400000,61276.36000000,61380.84000000,60756.65000000,60861.40000000,1326.64723000,1720997999999,80883306.84976640,81748,561.44001000,34225153.89267160,0
1720998000000,60861.40000000,61176.32000000,60698.22000000,60797.91000000,1016.97434000,1721001599999,62019221.92206050,57567,473.19800000,28852623.65442490,0
1721001600000,60797.91000000,61324.01000000,60632.30000000,61211.99000000,1116.66990000,1721005199999,68065049.70836240,83744,516.48376000,31492867.75182780,0
1721005200000,61212.00000000,61800.00000000,61180.00000000,61390.00000000,2370.52915000,1721008799999,145714018.78210990,118644,1100.18545000,67634354.57130660,0
1721008800000,61389.99000000,62610.00000000,61300.87000000,62482.00000000,3372.85532000,1721012399999,209314584.28870930,184311,1865.10235000,115725560.91979940,0
1721012400000,62482.00000000,62796.01000000,62322.00000000,62647.87000000,1442.33991000,1721015999999,90219678.39425230,119560,681.70942000,42642446.79633730,0
1721016000000,62647.87000000,62832.77000000,62433.01000000,62610.00000000,1234.86390000,1721019599999,77321771.39485710,75208,672.99030000,42148686.07866330,0
1721019600000,62610.00000000,62968.15000000,62534.00000000,62799.99000000,1119.63548000,1721023199999,70275059.33706720,81226,574.03779000,36028552.96742100,0
1721023200000,62800.00000000,62999.00000000,62706.01000000,62870.02000000,1075.81654000,1721026799999,67660582.89688220,135201,532.63633000,33497050.10567560,0
1721026800000,62870.02000000,63084.00000000,62746.00000000,62840.12000000,1412.86329000,1721030399999,88847386.61220850,99105,638.60847000,40165058.65254410,0
1721030400000,62840.12000000,63243.71000000,62778.81000000,62879.54000000,1317.62151000,1721033999999,82984296.41022030,90471,644.06270000,40569051.43284710,0
1721034000000,62879.53000000,62900.00000000,62542.02000000,62637.64000000,1221.24083000,1721037599999,76571297.71004020,82304,559.42730000,35071353.54096850,0
1721037600000,62637.63000000,62810.00000000,62413.50000000,62535.96000000,828.07073000,1721041199999,51868810.55787390,72787,318.85622000,19972148.46558140,0
1721041200000,62535.95000000,62603.53000000,62290.00000000,62454.00000000,858.23855000,1721044799999,53597320.42666220,72672,369.22982000,23061807.99559740,0
1721044800000,62454.00000000,62809.99000000,62444.67000000,62616.00000000,976.56222000,1721048399999,61170679.26273390,89616,435.37889000,27272440.03369550,0
1721048400000,62616.01000000,62981.00000000,62482.59000000,62908.01000000,1654.66589000,1721051999999,103899504.44420780,117686,794.69765000,49903729.58766050,0
1721052000000,62908.01000000,63236.28000000,62731.48000000,63218.06000000,1666.73384000,1721055599999,104962436.89889620,118230,821.24742000,51728886.38454410,0
1721055600000,63218.06000000,63328.00000000,62864.32000000,63026.00000000,2268.06990000,1721059199999,143065680.79318420,155613,930.96149000,58729754.70191770,0
1721059200000,63026.01000000,63606.96000000,62852.00000000,63411.77000000,2473.08305000,1721062799999,156613550.01091980,152464,1310.70722000,83023632.77617410,0
1721062800000,63411.77000000,63730.00000000,63079.65000000,63081.97000000,2106.78746000,1721066399999,133656696.55211690,135548,947.25930000,60103147.16507990,0
1721066400000,63081.97000000,63614.83000000,62993.33000000,63499.00000000,1536.35808000,1721069999999,97380518.11362450,101147,750.53730000,47571226.59766300,0
1721070000000,63498.99000000,63820.15000000,63200.19000000,63342.00000000,2533.20337000,1721073599999,160882715.32791770,140359,1273.57372000,80895115.30676190,0
1721073600000,63342.00000000,63777.00000000,63251.65000000,63731.36000000,1023.74966000,1721077199999,65062050.41844160,78363,506.80029000,32210646.99602890,0
1721077200000,63731.36000000,63780.00000000,63495.71000000,63532.44000000,788.61130000,1721080799999,50174315.75889260,47220,389.78845000,24797218.23321500,0
1721080800000,63532.44000000,64782.12000000,63508.00000000,64343.60000000,2882.08350000,1721084399999,185082657.36934020,150834,1632.38961000,104820443.54411080,0
1721084400000,64343.60000000,64900.00000000,64225.19000000,64724.14000000,1410.32482000,1721087999999,91150217.55941250,98112,809.87087000,52346603.06118300,0
1721088000000,64724.06000000,64955.49000000,64436.20000000,64611.44000000,1835.35302000,1721091599999,118743341.70916700,96675,1081.31479000,69963885.82532870,0
1721091600000,64611.44000000,64860.00000000,64467.23000000,64848.08000000,932.36523000,1721095199999,60322777.25092890,57854,441.76917000,28586720.74651770,0
1721095200000,64848.07000000,64848.08000000,64541.35000000,64819.91000000,883.67648000,1721098799999,57157095.82961260,57986,472.89152000,30591781.05999080,0
1721098800000,64819.67000000,64863.98000000,64599.59000000,64752.14000000,807.74601000,1721102399999,52287495.00434310,52799,422.48029000,27350996.40944420,0
