feature,count,mean,std,min,25%,50%,75%,max
sma_cross_12_48,43736.0,0.0019251430464980006,0.036291173443432016,-0.3332557914122633,-0.016702145217361273,-9.350488285442271e-05,0.019054436551451576,0.2998603830241695
ema_cross_12_24,43736.0,0.0004202415338525303,0.012164616035967907,-0.1395108953286463,-0.005576121512867524,-4.7081421767514176e-05,0.006184566581014125,0.1007822858044946
vol_6h,43736.0,0.01010721039449387,0.007839148127750762,0.0004827851900912,0.005305261501836149,0.008020314454238349,0.012408664620373175,0.1262069661852034
vol_24h,43736.0,0.010780652847057554,0.006778547568118054,0.001893330591282,0.006586283297223701,0.0090665142214792,0.012891754087439849,0.0721643417256676
vol_72h,43736.0,0.01112618095331503,0.006210028447333568,0.002525801504668,0.0073069066426665755,0.009561754784229,0.012930718658469498,0.0534659119588892
downside_vol_24h,43736.0,0.006211052743601892,0.004164044225504706,0.0007102987755797,0.0036056890173705,0.0051749247748164,0.007504411282366025,0.0486348455767769
downside_vol_72h,43736.0,0.006546580578285196,0.0037321825850310268,0.0016146762262651,0.004222256220371275,0.005682450781705451,0.00774226874632965,0.0344754655341872
atr_14_pct,43736.0,0.01700892706234002,0.010813190955072903,0.0027774866366207,0.010555540146905299,0.0144014727766304,0.02002508487259205,0.1917489017901495
rsi_14,43736.0,50.2292000358377,11.79014494564837,10.043949292291018,42.1053672382138,49.91039596532002,58.17954156627327,92.44705987712058
macd_line_pct,43736.0,0.000143868928006297,0.01406449066570823,-0.2351608642298902,-0.00641262229793015,-3.549561612381432e-05,0.006983966456121575,0.0932570436354275
macd_signal_pct,43736.0,0.00014612879419716757,0.013317054427669846,-0.2095735065442748,-0.006085720535296075,-1.3034827279463384e-05,0.006687267759582525,0.0836834108642617
macd_hist_pct,43736.0,-2.2598661908706784e-06,0.0041000232400815,-0.0459993923723561,-0.0020378697056299,-1.3380038421557054e-05,0.00203155572943155,0.0396208425258403
log_volume,43736.0,11.812757595075519,0.807329685787337,0.0,11.250891580894358,11.761671146796582,12.331698730849293,15.419757999178495
log_quote_volume,43736.0,16.006579960745732,1.2723512902891279,0.0,15.155363163420997,16.15878792138586,16.910663615902607,20.46737287191572
log_trades,43736.0,9.83882883663309,1.3177216805801932,0.0,8.840978138885768,9.875782278471164,10.854068593808194,14.343333112031212
vol_z_24,43736.0,-0.029878448852240707,1.0511602550128716,-4.537097559743436,-0.804533216079429,-0.13478199185075457,0.6614532431227573,4.2372939012389566
quote_vol_z_24,43736.0,-0.029011844761865493,1.0519170984983328,-4.576135265985118,-0.8050359333639986,-0.13398981810836255,0.6640541091518661,4.257530749120584
trades_z_24,43736.0,-0.02792473422444647,1.055654584726266,-4.457702329197328,-0.81091786720976,-0.15602270390644446,0.6550129997042144,4.315328475004694
vol_ratio_24,43736.0,1.0215079837264112,0.7431245946311372,0.0,0.5741121306585705,0.8114161453819235,1.2177882382658258,13.967910401956088
quote_vol_ratio_24,43736.0,1.0228890408998728,0.7464180740411588,0.0,0.5736120918121491,0.8131147042999355,1.220669269749029,14.150346600928428
taker_buy_base_share,43736.0,0.49624651411233434,0.06275379043865772,0.0,0.4580296788614943,0.496888132553132,0.5353279243069702,0.8469045371704177
taker_buy_quote_share,43736.0,0.49634238104982475,0.06274962231155357,0.0,0.45810465197898964,0.4969706737878127,0.5354308131412983,0.8468506570969404
order_flow_imbalance,43736.0,-0.007506971775331339,0.1255075808773154,-1.0,-0.08394064227701128,-0.006223734893736,0.07065584861394042,0.6938090743408354
hour_sin,43736.0,-0.00021397372847719166,0.7070967888516079,-1.0,-0.7071067811865477,0.0,0.7071067811865475,1.0
hour_cos,43736.0,-0.00012297226946939038,0.7071328978839099,-1.0,-0.7071067811865479,-1.8369701987210294e-16,0.7071067811865474,1.0
dow_sin,43736.0,0.000954701119763772,0.7071230097623976,-0.9749279121818236,-0.7818314824680299,0.0,0.7818314824680298,0.9749279121818236
dow_cos,43736.0,0.0008465388169370686,0.7071055691531676,-0.9009688679024191,-0.900968867902419,-0.2225209339563143,0.6234898018587336,1.0
