feature,count,mean,std,min,25%,50%,75%,max
ret_1h_close,43736.0,0.00017330823754946052,0.012733294246314884,-0.1928404102890673,-0.0052644788990156,0.0,0.005297499005363975,0.186463376944473
log_ret_1h_close,43736.0,9.250098933068053e-05,0.012705256576142014,-0.2142338734965251,-0.00527838509544685,0.0,0.0052835166164488,0.170976929956681
ret_3h,43736.0,0.0005139675289853332,0.02171850162600396,-0.262192840214544,-0.00907148309632625,0.0,0.009237123523264525,0.335586765055939
log_ret_3h,43736.0,0.00028024665883761836,0.021580486252203747,-0.3040727896304644,-0.009112879541618225,0.0,0.0091947222085064,0.2893707196761342
ret_6h,43736.0,0.001019201978798506,0.0303719294586191,-0.2893756757839093,-0.012947530767817276,0.0,0.013630415645305824,0.6253682049451039
log_ret_6h,43736.0,0.0005642023542841804,0.03008459813819131,-0.3416113654489892,-0.013032080645330825,0.0,0.013538357117254724,0.4857343777731199
ret_12h,43736.0,0.002026215209540787,0.042766956243564976,-0.3767998876167732,-0.0193729723971489,0.0,0.020439606658756826,0.6049535057952493
log_ret_12h,43736.0,0.0011281048822679265,0.04222554551867409,-0.4728876040930942,-0.0195630878334885,0.0,0.020233521367915,0.4730947878105188
ret_24h,43736.0,0.004078061435288318,0.06076161939800179,-0.4756507136859782,-0.028330263858643324,-0.0001682893778641,0.03142016645808737,0.6037216976808142
log_ret_24h,43736.0,0.0022596993320372454,0.06014101075109717,-0.6455972397896679,-0.0287393098916403,-0.0001683035401604,0.030936654952796624,0.4723269892040317
ret_48h,43736.0,0.008117963675028672,0.08515197047077336,-0.5972267010641729,-0.038802439639488304,0.0004435213178823,0.0465879919501104,0.7138346523258063
log_ret_48h,43736.0,0.004581624884731672,0.0836908398308361,-0.9093814089748712,-0.0395753132416284,0.0004434229869007,0.04553534148907998,0.5387333466340712
ret_72h,43736.0,0.012377270241850764,0.10577325536415848,-0.6302545885139136,-0.04732535024422945,0.0013654986898173,0.060741987639265096,0.8292781423523472
log_ret_72h,43736.0,0.006958134316600635,0.10339003079090262,-0.9949405872421678,-0.048481829467441624,0.0013645672441174,0.058968651584986945,0.6039214313034561
range_pct,43736.0,0.017025418724388817,0.014720476440204555,0.0,0.00871721486389615,0.0130931643122477,0.02043402031557955,0.4096670687026282
body_pct,43736.0,0.00016686889970044254,0.012727686028166098,-0.1925395015474801,-0.005270850142274675,0.0,0.0052813869439366995,0.1870748299318763
body_abs_pct,43736.0,0.008135104000795009,0.009789811397139357,0.0,0.0024125267708264,0.0052756388089995505,0.010254900948606826,0.1925395015474801
upper_shadow_pct,43736.0,0.004307762991919554,0.005373817903953406,0.0,0.0012974726317525,0.0028741046858402498,0.0054853654034313255,0.2064439140811209
lower_shadow_pct,43736.0,0.004582551731674155,0.0059143107296333,0.0,0.001416593488577625,0.00303211826756895,0.005774686750517525,0.2045832100675829
body_to_range,43736.0,0.00518580641425753,0.5096642134919676,-0.999999999999505,-0.4372763959249366,0.0,0.4468085106373444,0.9999999999992064
close_loc,43736.0,0.5090841433313025,0.2926722897656346,0.0,0.2499999999968638,0.5104166666661257,0.7697368421047598,0.9999999999998868
bar_up,43736.0,0.49778214743003474,0.5000007972624422,0.0,0.0,0.0,1.0,1.0
bar_down,43736.0,0.49188311688311687,0.49993982732685455,0.0,0.0,0.0,1.0,1.0
gap_open_prev_close,43736.0,6.404055932521369e-06,0.000284251781898255,-0.0094674556213016,-4.728914958390673e-05,0.0,5.0517172448694136e-05,0.0047382598253982
close_to_sma_6,43736.0,0.0002752834738102562,0.015332416599092229,-0.2246549106281505,-0.006330974613807751,8.034510444387966e-05,0.0064399158499207,0.2676683877700525
close_to_sma_12,43736.0,0.0006285467187938596,0.022947823376303543,-0.2647772216976154,-0.00981606882199035,4.310607572366454e-05,0.010223960454939776,0.4208436966587969
close_to_sma_24,43736.0,0.0013407587859071521,0.03354199435849346,-0.3359326539654761,-0.015105822796008375,-0.00019798370272125,0.01606642688347835,0.4803764151129119
close_to_sma_48,43736.0,0.00276818256644797,0.04769811136083332,-0.4579875237320548,-0.021515367267664873,-0.0002779253289965,0.024616216701516525,0.5862592150293815
close_to_sma_72,43736.0,0.004226973039677082,0.05878086667326614,-0.5203098079169762,-0.026707720696850977,4.48896311692204e-05,0.031488368512401874,0.6247377402465584
close_to_ema_6,43736.0,0.0002023455868697966,0.012605155634792184,-0.195011013220507,-0.00518028134190765,2.2330608880682945e-05,0.005287327984540175,0.2139307995997921
close_to_ema_12,43736.0,0.0004819270617483493,0.019466658553328145,-0.248310655982723,-0.008223461251270124,-4.140425517190627e-05,0.008627971830040824,0.332419270335774
close_to_ema_24,43736.0,0.0010488568178086694,0.028625785727773627,-0.3216738623926991,-0.012518340798023251,-0.00010077882728385,0.0136252229891605,0.4376421972472528
close_to_ema_48,43736.0,0.0022021457124424214,0.04122761303509987,-0.4332600698094659,-0.018334369221950052,2.0318187108236963e-05,0.0210351075051454,0.5279377654471133
close_to_ema_72,43736.0,0.0033718474388401325,0.05103633063385475,-0.4878875410817216,-0.022959543540489277,0.00025274230808189997,0.02725304411380755,0.5760477149079379
sma_cross_6_24,43736.0,0.0009562522764089122,0.025883716802925616,-0.2503223179752052,-0.011948952089570974,-0.0001968253985884,0.012676987175163724,0.2973179919027002
