feature,count,mean,std,min,25%,50%,75%,max
ret_1h_close,43736.0,0.00010647838705795908,0.010823901320547958,-0.2014343865090133,-0.0037876052289869252,0.0001570105816356,0.003914222050632775,0.2470960929250265
log_ret_1h_close,43736.0,4.80258627739024e-05,0.010810742400946186,-0.2249381437686812,-0.003794796369562125,0.00015699825675945,0.003906581415108,0.2208177230112842
ret_3h,43736.0,0.0003124846168741092,0.018476430389972417,-0.3549272085585089,-0.00638865630510035,0.0001848215325962,0.0065668097850799245,0.5733896515311512
log_ret_3h,43736.0,0.00014356063912754057,0.018355057442623182,-0.4383921136059569,-0.00640915110612765,0.00018480445520080001,0.0065453422207159,0.4532323057534267
ret_6h,43736.0,0.0006187310157004441,0.026004733598466587,-0.4650656225874049,-0.009142495466487275,4.4090869885327066e-05,0.00948879573407085,0.734375
log_ret_6h,43736.0,0.00028758173513786223,0.025661689404128718,-0.6256111986512444,-0.009184544563523975,4.408989763014178e-05,0.009444059881981551,0.5506471179526623
ret_12h,43736.0,0.0012373088474462123,0.036873141727291135,-0.4637283555751627,-0.0132050450359143,0.0,0.013745195546277875,0.7424692405600339
log_ret_12h,43736.0,0.0005787910212746183,0.03610574282294365,-0.6231144469906574,-0.013293006861412299,0.0,0.013651587147741975,0.5553032110204275
ret_24h,43736.0,0.0025081128777023954,0.05318433723909644,-0.4710902172714238,-0.02013484248582605,-0.0002726653084081,0.019889619665983023,0.7540038436899423
log_ret_24h,43736.0,0.0011665191748810835,0.05128357712476319,-0.6369374047141264,-0.02034031115837505,-0.0002727024883526,0.0196944054266426,0.5619010853329621
ret_48h,43736.0,0.004939373846504018,0.07580508693986031,-0.4828774677401566,-0.028757163593680524,-0.00112667035272055,0.027877727872543275,1.189598662207358
log_ret_48h,43736.0,0.0023199164080370083,0.07102557503010302,-0.659475426249959,-0.0291787529709768,-0.00112730552315585,0.027496218199272476,0.7837182677683318
ret_72h,43736.0,0.007401751475260065,0.09350658585741818,-0.4606402338149332,-0.035973463210787725,-0.0011729147259301,0.036015177874597126,1.5371996222323272
log_ret_72h,43736.0,0.0034619393480723034,0.08687272409163761,-0.6173724610008805,-0.036636456960988724,-0.00117360312940165,0.035381794187246574,0.9310609618860312
range_pct,43736.0,0.01364584312491337,0.014346670095817277,0.0,0.00628039232756235,0.00973739391052355,0.015875052563345624,0.5195112179485099
body_pct,43736.0,0.0001155615177385042,0.010823439562362277,-0.2009387485934269,-0.003779918750345,0.00017029406085624998,0.0039257029265478745,0.2470960929245046
body_abs_pct,43736.0,0.006332693518697731,0.008778170343160085,0.0,0.0017214913854856,0.00385109114248255,0.007590344652855151,0.2470960929245046
upper_shadow_pct,43736.0,0.0034230550874679556,0.004808273651856992,0.0,0.000894025993345175,0.0021216876267313497,0.00423287485486975,0.256787537635144
lower_shadow_pct,43736.0,0.00389009451874759,0.006145818334286167,0.0,0.0010584110742861,0.0023737620175796,0.00469079190810015,0.4290064102562383
body_to_range,43736.0,0.014501144228300457,0.5009381786408892,-0.9999999999764152,-0.4166666665870973,0.01960784313534145,0.4434782608309988,0.9999999999173552
close_loc,43736.0,0.5208838290631342,0.28754237885476763,0.0,0.2708133779822373,0.526315789335177,0.7772780112321364,0.9999999999901478
bar_up,43736.0,0.5050987744649716,0.49997971773872274,0.0,0.0,1.0,1.0,1.0
bar_down,43736.0,0.48429211633436986,0.49975891487262725,0.0,0.0,0.0,1.0,1.0
gap_open_prev_close,43736.0,-9.079423210108404e-06,0.0001307323681966259,-0.0035648994515539,-3.824568249818916e-05,0.0,0.0,0.0015294951056157
close_to_sma_6,43736.0,0.00014999780317427434,0.013062537037095801,-0.252716869112585,-0.0043680572864418,9.188680202909527e-05,0.004548129082399075,0.3273153784458342
close_to_sma_12,43736.0,0.0003461829914589112,0.0196840710743176,-0.3092482676477954,-0.0067498040795212245,2.912092577345149e-05,0.00689925219973705,0.4500720925211829
close_to_sma_24,43736.0,0.0007475392152854331,0.028922703147546497,-0.2879569093058973,-0.01031065083524055,-0.0001262053164694,0.010268483274252876,0.5741412076562453
close_to_sma_48,43736.0,0.0015338586130137096,0.04151351437108719,-0.3320143711318665,-0.0153789361750429,-0.00048005335753805,0.014919258455397724,0.6502260170735306
close_to_sma_72,43736.0,0.00231242820319954,0.051186078388881284,-0.3392852149518373,-0.019233604183858475,-0.0005695215418225999,0.018498643752398552,0.783813471554835
close_to_ema_6,43736.0,9.678510059757349e-05,0.010756477988233423,-0.1911374216457134,-0.00355272008389395,6.546193384371346e-05,0.003656406597492875,0.2493380089142867
close_to_ema_12,43736.0,0.00023967720262582081,0.016655322155618272,-0.2423225974412897,-0.005653934197038075,-2.4767433895900304e-05,0.0057030840613781246,0.3651092172095471
close_to_ema_24,43736.0,0.0005296846883647442,0.024559188840586766,-0.253187958283349,-0.008593815304072026,-0.00014869389621235,0.008461139227821799,0.4736919250377831
close_to_ema_48,43736.0,0.0011091329217008312,0.03544015053373734,-0.2941989035061723,-0.012820080251308676,-0.00039529198776205,0.012650550778977676,0.5841614461794808
close_to_ema_72,43736.0,0.0016881240605541958,0.04380741054631468,-0.3143946514309362,-0.016399967324218473,-0.0009206712315485001,0.01561388727601945,0.6582228326318
sma_cross_6_24,43736.0,0.000516918505085039,0.022241760502929815,-0.2310452673788806,-0.00812338434113975,8.694347330528984e-06,0.007992070533172524,0.4098738781339113
sma_cross_12_48,43736.0,0.001029274940340736,0.03129350128928936,-0.203395525216375,-0.01217069216542805,-0.00033171842702015,0.011608210909611075,0.4165435027419846
ema_cross_12_24,43736.0,0.0001838169091625724,0.010287940076681388,-0.0834177628179636,-0.003880563326365025,-0.0001202101666503,0.00372748312723045,0.1320430265773393
vol_6h,43736.0,0.007979547069055045,0.007390947783033398,0.0003074550361636,0.003756687784320475,0.0058798437052143,0.00954631030341395,0.1221092366394906
vol_24h,43736.0,0.008609443637395338,0.006565565535520511,0.0011689069838914,0.00469420060773455,0.00680919165241535,0.01006643485231455,0.0809359597636476
vol_72h,43736.0,0.009017956230898117,0.005988254174417202,0.0020487334610419,0.005387091477913475,0.00732686708104715,0.01026850774539315,0.058833750785054
downside_vol_24h,43736.0,0.00510639430242016,0.0042524670244759475,0.0004340655816911,0.0026258318459560746,0.00392665663244925,0.0060997117992148,0.0569428747456408
downside_vol_72h,43736.0,0.005496424850158088,0.003847549919181175,0.0010719484704058,0.00318227184697775,0.00444621984999825,0.006268850797362475,0.0379272042441436
atr_14_pct,43736.0,0.01365213630087717,0.01047858801704566,0.0017864231837995,0.00768932928490065,0.0108560795949053,0.015876406796270427,0.2144072102316151
rsi_14,43736.0,49.987533717443505,11.165575458297306,5.2741602799076475,42.83104182940606,49.845399420699195,57.013386806529546,98.79191167808033
