feature,corr
range_pct,0.05047493532172466
body_abs_pct,0.04632245608823771
upper_shadow_pct,0.03672775920358932
atr_14_pct,0.031154876075275124
vol_24h,0.02977340224807584
vol_6h,0.028405556617782286
close_to_ema_6,0.02803796012827982
downside_vol_24h,0.027903212200485444
close_to_sma_6,0.02765021747816501
log_ret_6h,0.02651217234946647
log_ret_3h,0.02533515658815393
ret_6h,0.02387066333290366
ret_3h,0.023005766682514184
close_to_ema_12,0.02297462304823806
close_to_sma_12,0.022231429253936574
