feature,asset,mean,std,min,max
macd_line_pct,ETH,-3.6184139799167276e-05,0.00950868519331127,-0.0855654212049089,0.0600039580083748
macd_line_pct,XRP,-2.8402155340138593e-05,0.011533380873076206,-0.117176601343673,0.1158343112702753
macd_line_pct,SOL,0.000143868928006297,0.01406449066570823,-0.2351608642298902,0.0932570436354275
body_to_range,BTC,0.009095502964759555,0.4999545492823978,-0.9999999999999996,0.9999999999999988
body_to_range,ETH,0.013065090825486446,0.4986120849935357,-0.999999999999961,0.9999999999999472
body_to_range,XRP,0.014501144228300457,0.5009381786408892,-0.9999999999764152,0.9999999999173552
body_to_range,SOL,0.00518580641425753,0.5096642134919676,-0.999999999999505,0.9999999999992064
ret_72h,BTC,0.0030918909501238693,0.05242704956548152,-0.2860089595519196,0.3131330854631007
ret_72h,ETH,0.004687792056486795,0.0707000586135027,-0.3620570140067054,0.5280375113109765
ret_72h,XRP,0.007401751475260065,0.09350658585741818,-0.4606402338149332,1.5371996222323272
ret_72h,SOL,0.012377270241850764,0.10577325536415848,-0.6302545885139136,0.8292781423523472
log_ret_6h,BTC,0.00013338185242318633,0.015386124979406474,-0.1310577724525117,0.170119453069286
log_ret_6h,ETH,0.0001565778668884629,0.020214125125251066,-0.219241105684098,0.1703604873056669
log_ret_6h,XRP,0.00028758173513786223,0.025661689404128718,-0.6256111986512444,0.5506471179526623
log_ret_6h,SOL,0.0005642023542841804,0.03008459813819131,-0.3416113654489892,0.4857343777731199
sma_cross_12_48,BTC,0.00046331023911143056,0.018560038875633775,-0.1124522448701126,0.1196431078443829
sma_cross_12_48,ETH,0.0006335129077850438,0.024651933818035224,-0.1638180029959925,0.1763827043905617
sma_cross_12_48,XRP,0.001029274940340736,0.03129350128928936,-0.203395525216375,0.4165435027419846
sma_cross_12_48,SOL,0.0019251430464980006,0.036291173443432016,-0.3332557914122633,0.2998603830241695
log_ret_24h,BTC,0.0005332309514093301,0.03081244375367353,-0.2281168510758373,0.2096276047169774
log_ret_24h,ETH,0.000682801223183753,0.04079372297050008,-0.4077873308433352,0.3230388875339676
log_ret_24h,XRP,0.0011665191748810835,0.05128357712476319,-0.6369374047141264,0.5619010853329621
log_ret_24h,SOL,0.0022596993320372454,0.06014101075109717,-0.6455972397896679,0.4723269892040317
