Input Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
candle,0.030413167592213564,0.6878927908633854,0.09383946223765503,0.0001782205276351706,0.02596248178267439,0.5531478381271407,0.126974299363696,0.00021230602840130057
ohlc,0.003407047804561919,0.649668315594584,0.0797073144331336,1.4729116532327019e-05,0.024313252535758622,0.5215560462433901,0.09580887812362585,0.00020168237602946281
