Input Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
candle,-0.01310104475391579,0.601962964896274,0.12392197672468636,-0.00016656006418257687,0.047084475784457146,0.5153512594266907,0.13535495722331756,0.0004650741670196915
ohlc,0.009463202038950694,0.6621201680684619,0.08753164870591676,0.0002663776980570665,0.04797879882753237,0.5421111808659603,0.12597910697717968,0.0004769151374875266
