Input Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
candle,0.009709880056817225,0.571995882223541,0.11470539321967084,0.00018439850081647619,0.042158017064063566,0.5421798064567546,0.10046066917863299,0.0005042673044703981
ohlc,0.012482099605837462,0.5618197708039753,0.14534309466630013,0.0001659921913940053,0.015837252307284673,0.5392936838347621,0.14280849401053114,0.0002716162470032051
