Feature Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
extended,0.009584898322672258,0.5966955268479461,0.06913212227912932,4.203594162156714e-05,0.030674412743169135,0.5709652529060638,0.07525439527947549,0.000316051805537967
raw,0.012245538237708704,0.5339369270303295,0.16022546569741025,0.00012015498191819748,0.023845828656720216,0.516876663079999,0.16628517714051844,0.00020434659207997993
