Model,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
GRU,0.07919226795416616,0.5962556431683388,0.059184409960303136,0.00048703207538012937,0.055213201550385456,0.5847899075550248,0.022370766488413546,0.0003036625869019678
LightGBM,0.0652763944551367,0.6127338134836657,0.08925999279798344,0.0003094808349944,0.0515273057397524,0.5643341270064698,0.057818893435331795,0.0004079494303110684
Logistic Regression,0.036062460686323634,0.6018439892830953,0.01656463809866763,0.000149784429141848,0.11395279741346111,0.6159203397612488,0.02917630314890589,0.0009975487511910157
RSI,-0.013405496162096435,0.5550580093629147,0.4912628355251306,-6.703523604262251e-05,0.025906518481391166,0.5557103064066853,0.4261302954788181,0.00012915781480667046
SMA,0.078006194558092,0.5504587155963303,0.021715526601520086,0.0007219726016940533,0.016245865189870957,0.5327868852459017,0.011619592420450483,0.00014214739108040303
XGBoost,-0.015451255445085983,0.5252012619424314,0.22735866042491898,-8.980216848093991e-05,0.005244045178988834,0.5338637419998543,0.17452410603095536,4.721820513490623e-05
