Input Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return,Scope,Strategy_Mode,Cost_Regime
candle,0.022155222980295073,0.5687487585301009,0.10425534467518091,8.491393749866292e-05,0.05438919167709448,0.54872484820508,0.08641028303594822,0.0006118857696150468,all_assets,long_only,with_cost
ohlc,0.005241875248598212,0.5647790496069711,0.11516445455207454,8.080616889708643e-05,0.045365516591142074,0.5533581522329343,0.1174579666449091,0.0005068980884199674,all_assets,long_only,with_cost
candle,0.05278924249731036,0.5687487585301009,0.10425534467518091,0.00032793285577620187,0.08726964241577893,0.54872484820508,0.08641028303594822,0.0008646137997973133,all_assets,long_only,no_cost
ohlc,0.03344514289976492,0.5647790496069711,0.11516445455207454,0.0003103371220326358,0.07366648343885433,0.5533581522329343,0.1174579666449091,0.0007269730065212047,all_assets,long_only,no_cost
candle,-0.018843195637247696,0.5489982461600127,0.11887019695436607,-0.00013918034182799002,-0.026286020501348116,0.5169776503977267,0.25367666070099354,-0.0003304164765749922,all_assets,short_only,with_cost
ohlc,-0.04075446143235007,0.5469283789148798,0.08019485404858318,-0.00043988442887877785,-0.01809034085012627,0.5237070713826106,0.2103815881383974,-0.00018811902550015192,all_assets,short_only,with_cost
candle,0.00846990757381565,0.5489982461600127,0.11887019695436607,9.783152406690622e-05,-0.0036570815780408504,0.5169776503977267,0.25367666070099354,-0.00013292387606178292,all_assets,short_only,no_cost
ohlc,-0.010098485970950736,0.5469283789148798,0.08019485404858318,-0.00019455880068494614,0.004859287526482537,0.5237070713826106,0.2103815881383974,5.990104446452743e-06,all_assets,short_only,no_cost
candle,0.006608336132933486,0.6642001610332264,0.10841741856619393,4.282173137731741e-05,0.021458019318611445,0.5248787489059258,0.12556979635180093,0.00018841562374272722,all_assets,long_short,with_cost
ohlc,0.003467872309390971,0.6403645063409958,0.08453798352233372,9.640067783427479e-05,0.02006737249257597,0.5451569420416476,0.11033867713279646,0.00019782031118865094,all_assets,long_short,with_cost
candle,0.03510019175384722,0.6642001610332264,0.10841741856619393,0.0002632168425059952,0.050599596906668785,0.5248787489059258,0.12556979635180093,0.00041736547652402526,all_assets,long_short,no_cost
ohlc,0.030355271803632344,0.6403645063409958,0.08453798352233372,0.0003117758521518614,0.048350416225939566,0.5451569420416476,0.11033867713279646,0.00040921634803450834,all_assets,long_short,no_cost
candle,0.07539835772075071,0.5906540766392412,0.10115370015621696,0.0004238560793914764,0.04285577537762397,0.5692165697653171,0.08762518706112582,0.0003204060392216452,btc,long_only,with_cost
ohlc,0.007141576104519553,0.5773632772995245,0.09503015048471963,4.391506126242387e-06,0.07011289956366992,0.5802374883959818,0.05431984749067747,0.0005577834475478337,btc,long_only,with_cost
