Asset,Model,Model Family,Feature Set,Input Type,Feature Type,Strategy Mode,Cumulative Return no_cost,Cumulative Return with_cost,Number of Trades no_cost,Number of Trades with_cost,Test Avg Return no_cost,Test Avg Return with_cost,Test Sharpe no_cost,Test Sharpe with_cost,Turnover no_cost,Turnover with_cost,Sharpe Cost Drag,Avg Return Cost Drag,Cumulative Return Cost Drag
BTC,GRU,ML,candle_extended,candle,extended,long_only,0.28337415220206275,0.16198658579816616,284.0,284.0,0.001368852197450246,0.001108642773366477,0.1332989661783601,0.10401929333595515,284.0,284.0,0.029279672842404944,0.00026020942408376915,0.12138756640389659
BTC,GRU,ML,candle_extended,candle,extended,long_short,0.31138055255520913,0.16267541787951956,344.0,344.0,0.001270623810981625,0.0010006686540309526,0.13386140195261076,0.10091907642383617,344.0,344.0,0.03294232552877459,0.0002699551569506724,0.14870513467568958
BTC,GRU,ML,candle_extended,candle,extended,short_only,0.11278729148528233,-0.19074563099543473,910.0,910.0,0.0001740060615012797,-6.728181728659914e-05,0.034791647781140654,-0.015750669258460588,910.0,910.0,0.05054231703960124,0.00024128787878787883,0.30353292248071706
BTC,GRU,ML,candle_raw,candle,raw,long_only,-0.09901109043120382,-0.14334993947156183,144.0,144.0,-0.0011184678802980798,-0.0014048315166617158,-0.09807916412265659,-0.12009501778018707,144.0,144.0,0.022015853657530476,0.00028636363636363603,0.04433884904035801
BTC,GRU,ML,candle_raw,candle,raw,long_short,-0.0023174595344716,-0.616747042568168,2732.0,2732.0,1.238410370732473e-05,-5.115507291950128e-05,-6.10798990678338e-05,-0.010057556249063924,2731.0,2731.0,0.00999647634999609,6.353917662682601e-05,0.6144295830336964
BTC,GRU,ML,candle_raw,candle,raw,short_only,-0.0023174595344716,-0.616747042568168,2732.0,2732.0,1.238410370732473e-05,-5.115507291950128e-05,-6.10798990678338e-05,-0.010057556249063924,2731.0,2731.0,0.00999647634999609,6.353917662682601e-05,0.6144295830336964
BTC,GRU,ML,ohlc_extended,ohlc,extended,long_only,0.07174827262793348,0.0407118837404401,84.0,84.0,0.0014329037000551813,0.0011329037000551816,0.24402509661124233,0.19068194856159362,84.0,84.0,0.05334314804964871,0.0002999999999999997,0.031036388887493382
BTC,GRU,ML,ohlc_extended,ohlc,extended,long_short,0.09337256800669391,0.007393784003483006,234.0,234.0,0.0005342969768411068,0.0002975917745289681,0.08963002865906466,0.047461153598489576,234.0,234.0,0.04216887506057509,0.0002367052023121387,0.0859787840032109
BTC,GRU,ML,ohlc_extended,ohlc,extended,short_only,0.00561591247945703,-0.22168546330972805,732.0,732.0,1.9761562028163744e-05,-0.00013569960302037997,0.0013402474941744704,-0.027526689530503717,732.0,732.0,0.02886693702467819,0.0001554611650485437,0.22730137578918508
BTC,GRU,ML,ohlc_raw,ohlc,raw,long_only,0.3528711308488557,0.09348389777413701,608.0,608.0,0.0005649301184401955,0.00037793539084792855,0.0756214180294312,0.04624658208418012,608.0,608.0,0.02937483594525108,0.00018699472759226699,0.25938723307471867
BTC,GRU,ML,ohlc_raw,ohlc,raw,long_short,0.21680065786258673,-0.3529693461059463,1712.0,1712.0,4.648426588697936e-05,-1.0223150575938293e-05,0.006560416283407948,-0.004259173353773378,1804.0,1804.0,0.010819589637181326,5.670741646291766e-05,0.5697700039685331
BTC,GRU,ML,ohlc_raw,ohlc,raw,short_only,-0.08428373034115622,-0.39837706906623904,1200.0,1200.0,-3.2494319118003203e-06,-4.093787412285562e-05,-0.0030171623957901254,-0.00922549445782946,1200.0,1200.0,0.006208332062039336,3.76884422110553e-05,0.3140933387250828
BTC,LightGBM,ML,candle_extended,candle,extended,long_only,0.2676972346078079,0.16726070257557923,236.0,236.0,0.0017873143800284856,0.0014813884541025595,0.260703747465242,0.2108313800398815,236.0,236.0,0.0498723674253605,0.00030592592592592607,0.10043653203222869
BTC,LightGBM,ML,candle_extended,candle,extended,long_short,0.37698613462575503,0.05688844376570601,754.0,754.0,0.0007576575132816876,0.0004504981599329579,0.14261030781149026,0.07766836891712367,756.0,756.0,0.06494193889436659,0.00030715935334872966,0.320097690860049
BTC,LightGBM,ML,candle_extended,candle,extended,short_only,0.3695336695668816,-0.4914180675790949,2830.0,2830.0,0.00015313482357833788,-6.629362125994296e-05,0.03116371512931869,-0.013943374235773976,2830.0,2830.0,0.04510708936509267,0.00021942844483828082,0.8609517371459765
BTC,LightGBM,ML,candle_raw,candle,raw,long_only,0.5268855870425604,-0.43476543319449223,2839.0,2839.0,0.00023061783834608674,-1.9130905372506165e-05,0.044218718336673006,-0.005965224544199037,2839.0,2839.0,0.050183942880872044,0.0002497487437185929,0.9616510202370526
BTC,LightGBM,ML,candle_raw,candle,raw,long_short,0.3639089077585911,-0.5919176752585978,3344.0,3344.0,0.00015172519725677533,-0.00012569345784083845,0.027015895914456793,-0.02080193343197528,3447.0,3447.0,0.04781782934643207,0.0002774186550976138,0.9558265830171889
BTC,LightGBM,ML,candle_raw,candle,raw,short_only,-0.1010501183448449,-0.8152632487617484,4520.0,4520.0,-6.114420823938776e-06,-0.00015130531656549527,-0.003577045608088639,-0.02096294973010735,4520.0,4520.0,0.017385904122018712,0.0001451908957415565,0.7142131304169035
BTC,LightGBM,ML,ohlc_extended,ohlc,extended,long_only,0.09371264325182449,0.009134093060115811,230.0,230.0,0.0006817077263232127,0.0003857518439702717,0.10143438614082509,0.05477584814316138,230.0,230.0,0.04665853799766371,0.00029595588235294096,0.08457855019170868
BTC,LightGBM,ML,ohlc_extended,ohlc,extended,long_short,0.20057132393066457,-0.09707467607794362,810.0,810.0,0.00036804686314649673,9.034416044379414e-05,0.0704011386753776,0.013929964085889134,814.0,814.0,0.05647117458948847,0.00027770270270270256,0.2976460000086082
BTC,LightGBM,ML,ohlc_extended,ohlc,extended,short_only,0.10340519043135443,-0.5605452642237259,2630.0,2630.0,5.539343691803511e-05,-0.00013315633776447196,0.007719510716558241,-0.02266511397073416,2630.0,2630.0,0.030384624687292403,0.00018854977468250707,0.6639504546550803
BTC,LightGBM,ML,ohlc_raw,ohlc,raw,long_only,0.0018302583018092733,-0.08596939326143238,262.0,262.0,1.7716899972519974e-05,-0.00021621167145605138,0.0022787260961882948,-0.05353278067983424,262.0,262.0,0.055811506776022535,0.00023392857142857135,0.08779965156324165
BTC,LightGBM,ML,ohlc_raw,ohlc,raw,long_short,0.021401889022485188,-0.23669143023130934,830.0,830.0,5.2477152312018696e-05,-0.00021304008906729155,0.007330252533660183,-0.04022512910571098,832.0,832.0,0.04755538163937116,0.00026551724137931026,0.25809331925379453
BTC,LightGBM,ML,ohlc_raw,ohlc,raw,short_only,-0.018968373439001818,-0.28110330431604813,888.0,888.0,-1.9089476838309323e-05,-0.0003011221447148972,-0.0061488872754934636,-0.05184655165397671,888.0,888.0,0.045697664378483244,0.0002820326678765879,0.2621349308770463
BTC,Logistic Regression,ML,candle_extended,candle,extended,long_only,0.35109713428661693,0.16234543220519915,430.0,430.0,0.0012504316913984352,0.0009494316913984354,0.14600950911035113,0.1051164033421502,430.0,430.0,0.04089310576820093,0.00030099999999999984,0.18875170208141778
BTC,Logistic Regression,ML,candle_extended,candle,extended,long_short,0.4304250855558247,0.16439116820914834,586.0,586.0,0.0010766369694125485,0.0007772150040946294,0.13633954987069494,0.09162991647462236,588.0,588.0,0.044709633396072576,0.00029942196531791904,0.26603391734667636
BTC,Logistic Regression,ML,candle_extended,candle,extended,short_only,0.13085840634341706,-0.09164061364350096,626.0,626.0,0.0003262979425658246,4.9656528424410694e-05,0.0588760546821271,0.006099217173672506,626.0,626.0,0.0527768375084546,0.0002766414141414139,0.222499019986918
BTC,Logistic Regression,ML,candle_raw,candle,raw,long_only,0.5527632402309208,0.04121041906901213,1142.0,1142.0,0.0006524551896306982,0.0003748857451862539,0.08462145156521728,0.04157488200625698,1142.0,1142.0,0.043046569558960295,0.0002775694444444443,0.5115528211619087
BTC,Logistic Regression,ML,candle_raw,candle,raw,long_short,1.355879815554581,-0.054985599164122934,2606.0,2606.0,0.0004048956931965491,0.00020199489603091582,0.08436799058630642,0.030497864326788027,2610.0,2610.0,0.0538701262595184,0.00020290079716563328,1.410865414718704
BTC,Logistic Regression,ML,candle_raw,candle,raw,short_only,0.2513875463927644,-0.061459669039493625,822.0,822.0,0.0003482387521148792,0.00013449432418025813,0.06815035467821523,0.022725092550461116,822.0,822.0,0.045425262127754114,0.00021374442793462104,0.312847215432258
BTC,Logistic Regression,ML,ohlc_extended,ohlc,extended,long_only,0.12733695759969188,0.09164308888800954,92.0,92.0,0.0020323455422853235,0.0017640122089519902,0.2603944482483775,0.22358504103355972,92.0,92.0,0.03680940721481776,0.0002683333333333333,0.03569386871168234
BTC,Logistic Regression,ML,ohlc_extended,ohlc,extended,long_short,0.19284767691237903,0.12634283992634554,164.0,164.0,0.0016649603734643626,0.0013992196327236221,0.22656788619009477,0.18683806029920808,164.0,164.0,0.039729825890886694,0.00026574074074074043,0.06650483698603349
