Input Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
candle,0.024683142134209152,0.5694709852425787,0.12208570336977878,0.00019463123365683887,0.03238155705957512,0.5356362129114454,0.10012661353605894,0.0002674130391597012
ohlc,-0.002852705573828192,0.5611614686356969,0.1072718846067608,-3.244031011707424e-05,0.022138684340314227,0.5522057030746175,0.14141295888393499,0.00025298535845824573
