Input Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
candle,0.07227752001454707,0.6878927908633854,0.09383946223765503,0.0004141995881956775,0.06562774851352798,0.5531478381271407,0.126974299363696,0.00046293020136310784
ohlc,0.04167265377279822,0.649668315594584,0.0797073144331336,0.0002326839281931292,0.06359256445415248,0.5215560462433901,0.09580887812362585,0.0004263913423049851
