Feature Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
extended,0.05237739076164773,0.5966955268479461,0.06913212227912932,0.00031135799186704,0.06386053018888106,0.5709652529060638,0.07525439527947549,0.0005769403621147919
raw,0.0460534558522572,0.5339369270303295,0.16022546569741025,0.00033616693462918285,0.0523643687388586,0.516876663079999,0.16628517714051844,0.0004078391852330361
