Bundle,Input Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return,Scope,Strategy_Mode,Cost_Regime,Feature Type,Model
table10_feasible,candle,0.022155222980295,0.5687487585301009,0.1042553446751809,8.491393749866292e-05,0.0543891916770944,0.54872484820508,0.0864102830359482,0.000611885769615,all_assets,long_only,with_cost,,
table10_feasible,ohlc,0.0052418752485982,0.5647790496069711,0.1151644545520745,8.080616889708643e-05,0.045365516591142,0.5533581522329343,0.1174579666449091,0.0005068980884199,all_assets,long_only,with_cost,,
table10_feasible,candle,0.0527892424973103,0.5687487585301009,0.1042553446751809,0.0003279328557762,0.0872696424157789,0.54872484820508,0.0864102830359482,0.0008646137997973,all_assets,long_only,no_cost,,
table10_feasible,ohlc,0.0334451428997649,0.5647790496069711,0.1151644545520745,0.0003103371220326,0.0736664834388543,0.5533581522329343,0.1174579666449091,0.0007269730065212,all_assets,long_only,no_cost,,
table10_feasible,candle,-0.0188431956372476,0.5489982461600127,0.118870196954366,-0.0001391803418279,-0.0262860205013481,0.5169776503977267,0.2536766607009935,-0.0003304164765749,all_assets,short_only,with_cost,,
table10_feasible,ohlc,-0.04075446143235,0.5469283789148798,0.0801948540485831,-0.0004398844288787,-0.0180903408501262,0.5237070713826106,0.2103815881383974,-0.0001881190255001,all_assets,short_only,with_cost,,
table10_feasible,candle,0.0084699075738156,0.5489982461600127,0.118870196954366,9.783152406690622e-05,-0.0036570815780408,0.5169776503977267,0.2536766607009935,-0.0001329238760617,all_assets,short_only,no_cost,,
table10_feasible,ohlc,-0.0100984859709507,0.5469283789148798,0.0801948540485831,-0.0001945588006849,0.0048592875264825,0.5237070713826106,0.2103815881383974,5.990104446452743e-06,all_assets,short_only,no_cost,,
table10_feasible,candle,0.0066083361329334,0.6642001610332264,0.1084174185661939,4.282173137731741e-05,0.0214580193186114,0.5248787489059258,0.1255697963518009,0.0001884156237427,all_assets,long_short,with_cost,,
table10_feasible,ohlc,0.0034678723093909,0.6403645063409958,0.0845379835223337,9.64006778342748e-05,0.0200673724925759,0.5451569420416476,0.1103386771327964,0.0001978203111886,all_assets,long_short,with_cost,,
table10_feasible,candle,0.0351001917538472,0.6642001610332264,0.1084174185661939,0.0002632168425059,0.0505995969066687,0.5248787489059258,0.1255697963518009,0.000417365476524,all_assets,long_short,no_cost,,
table10_feasible,ohlc,0.0303552718036323,0.6403645063409958,0.0845379835223337,0.0003117758521518,0.0483504162259395,0.5451569420416476,0.1103386771327964,0.0004092163480345,all_assets,long_short,no_cost,,
table10_feasible,candle,0.0753983577207507,0.5906540766392412,0.1011537001562169,0.0004238560793914,0.0428557753776239,0.5692165697653171,0.0876251870611258,0.0003204060392216,btc,long_only,with_cost,,
table10_feasible,ohlc,0.0071415761045195,0.5773632772995245,0.0950301504847196,4.391506126242387e-06,0.0701128995636699,0.5802374883959818,0.0543198474906774,0.0005577834475478,btc,long_only,with_cost,,
table10_feasible,candle,0.1241374431657452,0.5906540766392412,0.1011537001562169,0.0006865997520589,0.0859239029378236,0.5692165697653171,0.0876251870611258,0.0005930711011336,btc,long_only,no_cost,,
table10_feasible,ohlc,0.0468819752341526,0.5773632772995245,0.0950301504847196,0.0002417191627745,0.1137140091274188,0.5802374883959818,0.0543198474906774,0.0008081252543352,btc,long_only,no_cost,,
table10_feasible,candle,-0.0274501963096512,0.563808990345918,0.0980020915141537,-0.0001686962699596,-0.0144816703829356,0.5269140041229852,0.2690674372070461,-0.0001076619472363,btc,short_only,with_cost,,
table10_feasible,ohlc,-0.0435335657219017,0.5472323540522007,0.084622655256241,-0.0001836368424886,-0.0245062829046552,0.5172051498720774,0.3073718617624331,-0.0001398793525544,btc,short_only,with_cost,,
table10_feasible,candle,0.0065872012888333,0.563808990345918,0.0980020915141537,6.891293552172459e-05,0.0182578971294344,0.5269140041229852,0.2690674372070461,9.341469480053136e-05,btc,short_only,no_cost,,
table10_feasible,ohlc,0.0057688872278613,0.5472323540522007,0.084622655256241,3.668528615288782e-05,0.0002434636217613,0.5172051498720774,0.3073718617624331,1.4440886772329686e-05,btc,short_only,no_cost,,
table10_feasible,candle,0.0304131675922135,0.6878927908633854,0.093839462237655,0.0001782205276351,0.0259624817826743,0.5531478381271407,0.126974299363696,0.0002123060284013,btc,long_short,with_cost,,
table10_feasible,ohlc,0.0034070478045619,0.649668315594584,0.0797073144331336,1.472911653232702e-05,0.0243132525357586,0.5215560462433901,0.0958088781236258,0.0002016823760294,btc,long_short,with_cost,,
table10_feasible,candle,0.072277520014547,0.6878927908633854,0.093839462237655,0.0004141995881956,0.0656277485135279,0.5531478381271407,0.126974299363696,0.0004629302013631,btc,long_short,no_cost,,
table10_feasible,ohlc,0.0416726537727982,0.649668315594584,0.0797073144331336,0.0002326839281931,0.0635925644541524,0.5215560462433901,0.0958088781236258,0.0004263913423049,btc,long_short,no_cost,,
table10_feasible,candle,0.0246831421342091,0.5694709852425787,0.1220857033697787,0.0001946312336568,0.0323815570595751,0.5356362129114454,0.1001266135360589,0.0002674130391597,eth,long_only,with_cost,,
table10_feasible,ohlc,-0.0028527055738281,0.5611614686356969,0.1072718846067608,-3.244031011707424e-05,0.0221386843403142,0.5522057030746175,0.1414129588839349,0.0002529853584582,eth,long_only,with_cost,,
table10_feasible,candle,0.0654129837587974,0.5694709852425787,0.1220857033697787,0.000444034672566,0.0682499844228727,0.5356362129114454,0.1001266135360589,0.000528840458078,eth,long_only,no_cost,,
table10_feasible,ohlc,0.0330178628551075,0.5611614686356969,0.1072718846067608,0.0002034902539302,0.0479749145048668,0.5522057030746175,0.1414129588839349,0.0004559390892697,eth,long_only,no_cost,,
table10_feasible,candle,-0.0394457774490356,0.5571504775420206,0.0615034481805076,-0.0002275659645274,-0.0291300686585136,0.5308989739232736,0.1474194171975806,-0.0001815088250613,eth,short_only,with_cost,,
table10_feasible,ohlc,-0.0497574646784223,0.5658354897318367,0.0402267437177108,-0.0003332296069226,-0.0217710208973133,0.5434825285071209,0.0989276110747201,-0.0001387566513848,eth,short_only,with_cost,,
table10_feasible,candle,0.0059432222408108,0.5571504775420206,0.0615034481805076,5.3383643642693885e-05,0.0085761752206503,0.5308989739232736,0.1474194171975806,5.5298063219618374e-05,eth,short_only,no_cost,,
table10_feasible,ohlc,-0.0058790395898121,0.5658354897318367,0.0402267437177108,-6.264826833061215e-05,0.0136635618844493,0.5434825285071209,0.0989276110747201,9.355892667845096e-05,eth,short_only,no_cost,,
table10_feasible,candle,0.0009251915993952,0.6887260187645382,0.1048372614073381,2.8699950637476945e-05,0.0049614557878908,0.5607705409340317,0.1189662505519119,4.443364431357716e-05,eth,long_short,with_cost,,
table10_feasible,ohlc,-0.0103928747440347,0.629419338902637,0.0825307988044736,-6.29758520352536e-05,-0.0007456874198127,0.5857934371894493,0.1213472419409306,1.8730332246360675e-05,eth,long_short,with_cost,,
table10_feasible,candle,0.0411340105044296,0.6887260187645382,0.1048372614073381,0.0002739078001863,0.0373291194167409,0.5607705409340317,0.1189662505519119,0.0002885097985514,eth,long_short,no_cost,,
table10_feasible,ohlc,0.0249554111692589,0.629419338902637,0.0825307988044736,0.0001464918323859,0.0269206512005309,0.5857934371894493,0.1213472419409306,0.0002230176875227,eth,long_short,no_cost,,
table10_feasible,candle,0.0097098800568172,0.571995882223541,0.1147053932196708,0.0001843985008164,0.0421580170640635,0.5421798064567546,0.1004606691786329,0.0005042673044703,xrp,long_only,with_cost,,
table10_feasible,ohlc,0.0124820996058374,0.5618197708039753,0.1453430946663001,0.000165992191394,0.0158372523072846,0.5392936838347621,0.1428084940105311,0.0002716162470032,xrp,long_only,with_cost,,
table10_feasible,candle,0.0311024311313768,0.571995882223541,0.1147053932196708,0.0004061604488434,0.0671095646211735,0.5421798064567546,0.1004606691786329,0.000731186264215,xrp,long_only,no_cost,,
table10_feasible,ohlc,0.038085415094954,0.5618197708039753,0.1453430946663001,0.0003840654811973,0.0352749568731978,0.5392936838347621,0.1428084940105311,0.0004835497789329,xrp,long_only,no_cost,,
table10_feasible,candle,0.0116165684243664,0.5673443012617034,0.1403703720657275,0.0001346534507417,-0.0465240215876611,0.5055253900161197,0.1659572776698455,-0.0008524601985978,xrp,short_only,with_cost,,
table10_feasible,ohlc,-0.0219595163038169,0.5600480724162983,0.117708819688929,-0.0005511018897786,-0.0207580083033256,0.5200602941232879,0.1503208791016068,-0.0004265055146674,xrp,short_only,with_cost,,
table10_feasible,candle,0.0303623579620564,0.5673443012617034,0.1403703720657275,0.0003766857133995,-0.0366957923158113,0.5055253900161197,0.1659572776698455,-0.0006440480362161,xrp,short_only,no_cost,,
table10_feasible,ohlc,-0.004772154176118,0.5600480724162983,0.117708819688929,-0.0002863584429213,-0.0074287939635522,0.5200602941232879,0.1503208791016068,-0.0002109646096295,xrp,short_only,no_cost,,
table10_feasible,candle,0.0081960300940409,0.6782188696087084,0.1110709738950961,0.0001309265114191,0.0078236639194234,0.47024535713584,0.1209836782682782,3.1848655236339725e-05,xrp,long_short,with_cost,,
table10_feasible,ohlc,0.011394114138086,0.6202502027983002,0.0883821721458108,0.0001674717487829,0.0087231260268256,0.5311671038677904,0.0982194814894496,9.395339899125368e-05,xrp,long_short,with_cost,,
table10_feasible,candle,0.0273641302337542,0.6782188696087084,0.1110709738950961,0.0003348095766283,0.0258507917094238,0.47024535713584,0.1209836782682782,0.000233593733799,xrp,long_short,no_cost,,
