Model,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return,Scope,Strategy_Mode,Cost_Regime
XGBoost,0.02833168103883396,0.5303453507197528,0.17451044343901906,0.0002545608831347098,0.03403526388759849,0.5186017188005718,0.17351562772166837,0.00025608446694164725,all_assets,long_only,no_cost
GRU,-0.018015543749640844,0.5576931949391057,0.1559812511660739,-6.985241343834256e-05,-0.01969031566301664,0.5305331423927717,0.3517460850662692,-0.0002148365614934497,all_assets,short_only,with_cost
LightGBM,-0.026744585865098116,0.5502026703051822,0.07185039373505125,-0.0002863523338815439,-0.025013638310083186,0.5122096012866753,0.16632948738378303,-0.0003061675324278478,all_assets,short_only,with_cost
Logistic Regression,-0.04005470698233237,0.5572737977126037,0.11072578947612324,-0.0004434903600631461,-0.008326078340200894,0.5359048129519636,0.2831613845834262,-0.00012162367261990487,all_assets,short_only,with_cost
RSI,-0.013659897389844244,0.528689185975272,0.4579741472332485,-0.00015065330435989896,-0.017429669098412894,0.5216860404129644,0.48602548447527344,-0.00017228130235207408,all_assets,short_only,with_cost
SMA,0.019196227834900034,0.5279821645361769,0.02794489755657957,0.0004900776430305053,-0.06182506528261839,0.46305433902038917,0.022918163848082783,-0.000958538313428227,all_assets,short_only,with_cost
XGBoost,-0.0343804775421242,0.5266835871928934,0.059572667628650065,-0.00035843443403050314,-0.035722690389648044,0.502721886929264,0.12687954064530352,-0.00039444323760908585,all_assets,short_only,with_cost
GRU,0.0058241317753672086,0.5576931949391057,0.1559812511660739,0.00011035259894560897,-0.0008898907862324107,0.5305331423927717,0.3517460850662692,-8.18768478488448e-05,all_assets,short_only,no_cost
LightGBM,0.009700954721906404,0.5502026703051822,0.07185039373505125,3.2882474000673647e-06,0.002504212293596445,0.5122096012866753,0.16632948738378303,-7.453653680172283e-05,all_assets,short_only,no_cost
Logistic Regression,-0.015597392684092198,0.5572737977126037,0.11072578947612324,-0.0002448853646083503,0.012233573462684598,0.5359048129519636,0.2831613845834262,4.162449682586397e-05,all_assets,short_only,no_cost
RSI,-0.009038610256084826,0.528689185975272,0.4579741472332485,-8.637730676761798e-05,-0.013771040464156614,0.5216860404129644,0.48602548447527344,-0.00011356330711669355,all_assets,short_only,no_cost
SMA,0.020719637281952617,0.5279821645361769,0.02794489755657957,0.0005093628234048575,-0.060499946312213865,0.46305433902038917,0.022918163848082783,-0.000934442601152255,all_assets,short_only,no_cost
XGBoost,-0.003184850607451585,0.5266835871928934,0.059572667628650065,-6.22100349734059e-05,-0.01144348307316526,0.502721886929264,0.12687954064530352,-0.00013907865540595672,all_assets,short_only,no_cost
GRU,0.011260129021526606,0.6789259798275981,0.1552723852805662,0.00013389537717877772,0.03435995739236456,0.5367639773395252,0.18180540963026012,0.00034927190856136244,all_assets,long_short,with_cost
LightGBM,0.024500552281295877,0.6621005478242109,0.05121823157826434,0.00021697076152631036,0.027556209046210537,0.5396017510844527,0.06470783953879336,0.0002717203927922389,all_assets,long_short,with_cost
Logistic Regression,0.0012205371089816187,0.7394305245620301,0.06756117608013826,7.021733113230442e-05,0.04040494318263307,0.5533834315458735,0.07936916646026608,0.0003490409482699516,all_assets,long_short,with_cost
RSI,-0.010698811647065624,0.535673393872321,0.48500276373866846,-0.00012721523624827628,-0.008288301466352167,0.5357087049866556,0.4818823129922693,-6.100359283242532e-05,all_assets,long_short,with_cost
SMA,0.019785851762894782,0.5573240638626685,0.051784850139572916,0.0004135687597739777,-0.015504580575127096,0.4846044837802534,0.04849666054203428,-0.00010038882546378137,all_assets,long_short,with_cost
XGBoost,-0.01682880152715519,0.5286722825346055,0.11185901123808649,-0.0001426386514142081,-0.019270325998833333,0.5103222219252951,0.14593453133987522,-0.00019756137976079653,all_assets,long_short,with_cost
GRU,0.03261623174116084,0.6789259798275981,0.1552723852805662,0.0002698115106715488,0.05553778737739924,0.5367639773395252,0.18180540963026012,0.0004917932539916264,all_assets,long_short,no_cost
LightGBM,0.05852350105478655,0.6621005478242109,0.05121823157826434,0.0004869022830879904,0.06403722394593342,0.5396017510844527,0.06470783953879336,0.0005350292462480252,all_assets,long_short,no_cost
Logistic Regression,0.024458086913876326,0.7394305245620301,0.06756117608013826,0.0002594403563870714,0.0689210411021431,0.5533834315458735,0.07936916646026608,0.0005510475230470317,all_assets,long_short,no_cost
RSI,-0.00420464603360635,0.535673393872321,0.48500276373866846,-2.1548922531021058e-05,0.0015307731222235347,0.5357087049866556,0.4818823129922693,4.245457169163549e-05,all_assets,long_short,no_cost
SMA,0.021304950407123425,0.5573240638626685,0.051784850139572916,0.000430121062249506,-0.013581332933326598,0.4846044837802534,0.04849666054203428,-7.803647429794002e-05,all_assets,long_short,no_cost
XGBoost,0.015313107405135406,0.5286722825346055,0.11185901123808649,0.0001338312391691027,0.009403973839740936,0.5103222219252951,0.14593453133987522,7.529362583038388e-05,all_assets,long_short,no_cost
GRU,0.07919226795416616,0.5962556431683388,0.059184409960303136,0.00048703207538012937,0.055213201550385456,0.5847899075550248,0.022370766488413546,0.0003036625869019678,btc,long_only,with_cost
LightGBM,0.0652763944551367,0.6127338134836657,0.08925999279798344,0.0003094808349944,0.0515273057397524,0.5643341270064698,0.057818893435331795,0.0004079494303110684,btc,long_only,with_cost
Logistic Regression,0.036062460686323634,0.6018439892830953,0.01656463809866763,0.000149784429141848,0.11395279741346111,0.6159203397612488,0.02917630314890589,0.0009975487511910157,btc,long_only,with_cost
RSI,-0.013405496162096435,0.5550580093629147,0.4912628355251306,-6.703523604262251e-05,0.025906518481391166,0.5557103064066853,0.4261302954788181,0.00012915781480667046,btc,long_only,with_cost
SMA,0.078006194558092,0.5504587155963303,0.021715526601520086,0.0007219726016940533,0.016245865189870957,0.5327868852459017,0.011619592420450483,0.00014214739108040303,btc,long_only,with_cost
XGBoost,-0.015451255445085983,0.5252012619424314,0.22735866042491898,-8.980216848093991e-05,0.005244045178988834,0.5338637419998543,0.17452410603095536,4.721820513490623e-05,btc,long_only,with_cost
GRU,0.12079958999222945,0.5962556431683388,0.059184409960303136,0.0007088742556288466,0.08871657917409426,0.5847899075550248,0.022370766488413546,0.0005620545339118858,btc,long_only,no_cost
LightGBM,0.1212919927630295,0.6127338134836657,0.08925999279798344,0.0005940427508098374,0.1021588945097321,0.5643341270064698,0.057818893435331795,0.0006793392111675762,btc,long_only,no_cost
Logistic Regression,0.0783529632330891,0.6018439892830953,0.01656463809866763,0.00042550872783037004,0.15087713888896948,0.6159203397612488,0.02917630314890589,0.001271464528280088,btc,long_only,no_cost
RSI,-0.0017430268011831805,0.5550580093629147,0.4912628355251306,3.2782180587411838e-06,0.05245804932082886,0.5557103064066853,0.4261302954788181,0.0002065835343981282,btc,long_only,no_cost
SMA,0.08037571102621016,0.5504587155963303,0.021715526601520086,0.0007412386567399249,0.019816859478525486,0.5327868852459017,0.011619592420450483,0.0001679670632115506,btc,long_only,no_cost
XGBoost,0.021594290811447783,0.5252012619424314,0.22735866042491898,0.00012821209539788813,0.05752321155768921,0.5338637419998543,0.17452410603095536,0.0002895344375782398,btc,long_only,no_cost
GRU,-0.0355950177075651,0.5674076998436342,0.08234255991083039,-0.00021284328013263158,-0.01564010237396442,0.533661924490724,0.3457236842105263,-7.376859183733401e-05,btc,short_only,with_cost
LightGBM,-0.05142418631931999,0.548665849352112,0.09116611049314052,-0.00027184151516614313,-0.027354497397648052,0.5166670468590452,0.2581582895723931,-0.00016296935507620184,btc,short_only,with_cost
Logistic Regression,-0.007828283542392196,0.5822820746700437,0.0803207267334075,7.823175866927876e-05,-0.0012923303325378666,0.5340640457838582,0.3087959489872468,-3.7347206719017785e-06,btc,short_only,with_cost
RSI,-0.019845096609662435,0.5420277296360485,0.46419294990723564,-0.0001405154684960283,-0.022682683822577356,0.5228869895536562,0.5167042042042042,-0.00017538337013250598,btc,short_only,with_cost
SMA,0.06459631852696684,0.5581395348837209,0.02680067001675042,0.0006063900207339011,-0.07935134154784945,0.452755905511811,0.021657250470809793,-0.0008593401295687269,btc,short_only,with_cost
XGBoost,-0.04712003649382876,0.5237270649304476,0.1114200964034112,-0.0002982131882672611,-0.0336889764710314,0.5038452908564978,0.24020067516879218,-0.00025460993199623517,btc,short_only,with_cost
GRU,0.004398766190901184,0.5674076998436342,0.08234255991083039,-2.9527266744994325e-05,0.00826341324511429,0.533661924490724,0.3457236842105263,5.072557383124196e-05,btc,short_only,no_cost
LightGBM,0.0030553998570063898,0.548665849352112,0.09116611049314052,4.689967615566616e-06,0.007289323240573707,0.5166670468590452,0.2581582895723931,4.5831090708531224e-05,btc,short_only,no_cost
Logistic Regression,0.026029783546230843,0.5822820746700437,0.0803207267334075,0.00027664595767197536,0.028616390753021352,0.5340640457838582,0.3087959489872468,0.00015775294098581492,btc,short_only,no_cost
RSI,-0.012310048264107408,0.5420277296360485,0.46419294990723564,-6.734605775079434e-05,-0.017340016495977773,0.5228869895536562,0.5167042042042042,-0.00011103389244969495,btc,short_only,no_cost
SMA,0.06673403851028742,0.5581395348837209,0.02680067001675042,0.0006240256796486298,-0.07706518614668793,0.452755905511811,0.021657250470809793,-0.0008304031216947113,btc,short_only,no_cost
XGBoost,-0.008771772560748951,0.5237270649304476,0.1114200964034112,-4.061221519332282e-05,-0.007166405736317675,0.5038452908564978,0.24020067516879218,-3.8598442379865994e-05,btc,short_only,no_cost
GRU,0.024652729834364045,0.7368326078713089,0.0649999508926246,0.00013765830334533448,0.03351587510487211,0.5759456971465283,0.16535112848967337,0.0003092205512661203,btc,long_short,with_cost
LightGBM,0.05394749934453021,0.6223642927557611,0.05312708081065813,0.0003363256033266449,0.0076428176163316364,0.5339474081465322,0.04519287734226743,5.052719336715551e-05,btc,long_short,with_cost
Logistic Regression,0.015077046537384786,0.7907054403285947,0.0663320796563861,0.00010965279862524231,0.08397350828134328,0.5205214263034142,0.03750056053864026,0.0006640101574676212,btc,long_short,with_cost
RSI,-0.015141884262996246,0.5485428694994816,0.4777278927161831,-0.00013498935011596925,-0.010590715838405923,0.5392986479801707,0.4714172498415111,-6.911956310043951e-05,btc,long_short,with_cost
SMA,0.07639296435932405,0.5542991252400256,0.02425809830913525,0.0006593249002492651,-0.05541144173960652,0.49277139537885634,0.016638421445630137,-0.0005343893914857646,btc,long_short,with_cost
XGBoost,-0.026036844922728085,0.5252198719602741,0.16263444198190843,-0.00019773741696222654,-0.024580732365681004,0.518993237144587,0.1975217886040626,-0.00019578109323937034,btc,long_short,with_cost
GRU,0.06711245877294009,0.7368326078713089,0.0649999508926246,0.0003324221084509333,0.05749769174900388,0.5759456971465283,0.16535112848967337,0.00046594728935425895,btc,long_short,no_cost
LightGBM,0.10506453608264854,0.6223642927557611,0.05312708081065813,0.0006043073841853119,0.061839398733746206,0.5339474081465322,0.04519287734226743,0.0003324766814992446,btc,long_short,no_cost
Logistic Regression,0.04685702571249277,0.7907054403285947,0.0663320796563861,0.0003005286939101771,0.12471222248076329,0.5205214263034142,0.03750056053864026,0.0009051639643081772,btc,long_short,no_cost
RSI,-0.006943589858038306,0.5485428694994816,0.4777278927161831,-3.093331065747414e-05,0.0034005029147428562,0.5392986479801707,0.4714172498415111,3.189892640128408e-05,btc,long_short,no_cost
SMA,0.07900006384754561,0.5542991252400256,0.02425809830913525,0.0006777072531904415,-0.052961598647041766,0.49277139537885634,0.016638421445630137,-0.000506463859570871,btc,long_short,no_cost
XGBoost,0.0088663270066092,0.5252198719602741,0.16263444198190843,5.650884623119114e-05,0.01439131297184756,0.518993237144587,0.1975217886040626,7.505515217450515e-05,btc,long_short,no_cost
GRU,0.009189589788573777,0.5750132458660296,0.11780608504398826,5.742047732000156e-05,0.04630441777035295,0.5554527111134178,0.1295813869924542,0.0003483582351226238,eth,long_only,with_cost
LightGBM,0.04068252344112429,0.5998359111590397,0.018931772452899214,0.0002893111363047565,0.06199991323539268,0.5482423933955303,0.01865470852017937,0.0006425563895078461,eth,long_only,with_cost
Logistic Regression,-0.011718905106896015,0.5554627922864699,0.07869946954453996,-6.713657217617145e-05,0.0073971898876146625,0.5539142218545838,0.08260089686098655,7.922771345770216e-05,eth,long_only,with_cost
RSI,-0.009265230970650221,0.5401872805306281,0.5068643602416255,-4.902684123756904e-05,-0.0031048829612205686,0.5515538176579543,0.48089000538309706,1.103815455876848e-06,eth,long_only,with_cost
SMA,0.08989655955615768,0.523936170212766,0.10974930362116991,0.0005682820757339396,0.013727913857118116,0.5135593220338983,0.11012175177176085,0.00011907185283393837,eth,long_only,with_cost
XGBoost,0.0055076649979598664,0.530952958445012,0.24327784891165175,4.4786805630942655e-05,-0.006661038093581597,0.5180745056085937,0.2522421524663677,-2.9345542852278226e-05,eth,long_only,with_cost
GRU,0.035196184931176544,0.5750132458660296,0.11780608504398826,0.00024914547318542036,0.07259975016689679,0.5554527111134178,0.1295813869924542,0.0005127203242067835,eth,long_only,no_cost
LightGBM,0.09390497756061221,0.5998359111590397,0.018931772452899214,0.0005833572763061544,0.09603183633585624,0.5482423933955303,0.01865470852017937,0.0009434365393668487,eth,long_only,no_cost
Logistic Regression,0.018677926353850058,0.5554627922864699,0.07869946954453996,0.00018693652877757865,0.03553406524166653,0.5539142218545838,0.08260089686098655,0.00032114708227144663,eth,long_only,no_cost
RSI,-0.0006139570829637888,0.5401872805306281,0.5068643602416255,1.570199216079224e-05,0.0073299029106793446,0.5515538176579543,0.48089000538309706,6.838103299034895e-05,eth,long_only,no_cost
SMA,0.09097516704777422,0.523936170212766,0.10974930362116991,0.0005732466147410316,0.014929029280195356,0.5135593220338983,0.11012175177176085,0.00012678371724071804,eth,long_only,no_cost
XGBoost,0.04908260438217105,0.530952958445012,0.24327784891165175,0.0002756105747232923,0.02828414611105975,0.5180745056085937,0.2522421524663677,0.00019225514885057722,eth,long_only,no_cost
GRU,-0.08551366180480229,0.569660239658078,0.04633186974021222,-0.0006640477979269513,-0.03522570037909292,0.5417661598786438,0.09050597460791636,-0.00018009493272920613,eth,short_only,with_cost
LightGBM,-0.003594357834305264,0.579181487161192,0.022453450164293537,9.947953232247088e-07,-0.012131610213110107,0.5432362540734825,0.05498137802607077,-6.198253286362682e-05,eth,short_only,with_cost
Logistic Regression,-0.06441469687391524,0.5535331505314736,0.09583789704271631,-0.0003151222953513649,-0.008866441574198854,0.5466345002038755,0.26522346368715083,-4.6064456183378695e-05,eth,short_only,with_cost
RSI,-0.01729030285081435,0.5447659739755293,0.5123287671232877,-0.00016043636263767704,-0.01729257730676518,0.5308869629356445,0.5366262814538677,-0.0001435884309681829,eth,short_only,with_cost
SMA,-0.02386344445172202,0.5428571428571428,0.02785923753665689,-0.00021923974328133192,-0.05966430526753298,0.47540983606557374,0.021702525724976614,-0.0007745696915294434,eth,short_only,with_cost
XGBoost,-0.024883767741893065,0.5435970571969713,0.03883716684921504,-0.0001434158449452299,-0.04557842694525218,0.517126090704787,0.08198324022346369,-0.00035238903111619777,eth,short_only,with_cost
GRU,-0.05408621461222628,0.569660239658078,0.04633186974021222,-0.0004211697372220562,-0.0014274944876735266,0.5417661598786438,0.09050597460791636,1.6408463952070016e-05,eth,short_only,no_cost
LightGBM,0.04995311504554251,0.579181487161192,0.022453450164293537,0.00032248761403929054,0.032697265091461196,0.5432362540734825,0.05498137802607077,0.00021190668076016809,eth,short_only,no_cost
Logistic Regression,-0.02015362300876184,0.5535331505314736,0.09583789704271631,-8.735745651877917e-05,0.02267871515421352,0.5466345002038755,0.26522346368715083,0.000141489906851867,eth,short_only,no_cost
RSI,-0.012901698743731925,0.5447659739755293,0.5123287671232877,-9.4841101421907e-05,-0.012633005497648366,0.5308869629356445,0.5366262814538677,-8.369538283984074e-05,eth,short_only,no_cost
SMA,-0.02235038925094057,0.5428571428571428,0.02785923753665689,-0.000200489743281332,-0.05821289737348894,0.47540983606557374,0.021702525724976614,-0.000751618871857312,eth,short_only,no_cost
XGBoost,0.024415087877443092,0.5435970571969713,0.03883716684921504,0.0001675103303257083,-0.009469011547801779,0.517126090704787,0.08198324022346369,-7.209107176796646e-05,eth,short_only,no_cost
GRU,-0.01794016280672225,0.6761425019853433,0.17732561687660214,-0.0001340875332240118,-0.004855073461526132,0.5850509383500286,0.19787408521866864,-2.9470048256719446e-05,eth,long_short,with_cost
LightGBM,0.03555805883618302,0.6991506075003842,0.014371781988021593,0.0002543968055609173,0.04652277215069291,0.5744718304541477,0.019209150654274285,0.0004076430190176948,eth,long_short,with_cost
Logistic Regression,-0.023666321544396227,0.7230966605208853,0.05809758147277238,-0.00010760727629349889,-0.00971299131804348,0.6169415986467222,0.10399883925812728,-5.453359482013009e-05,eth,long_short,with_cost
RSI,-0.012259659637807294,0.5424766272530788,0.5095965636824566,-0.0001496494812073166,-0.011349538910442339,0.5412203902967994,0.5087581434184824,-0.00011881604958571782,eth,long_short,with_cost
SMA,-0.026914568576746043,0.6047619047619047,0.01411344229774021,-0.0002568398152417118,-0.057940285917725765,0.502410800385728,0.011661927607579281,-0.0007344959014184716,eth,long_short,with_cost
XGBoost,-0.012886940774343571,0.5379009453277378,0.12494114008622748,-8.125379883895992e-05,-0.02352317063496721,0.5166635887960634,0.159544909854615,-0.00019731142282096962,eth,long_short,with_cost
GRU,0.0014058300089771461,0.6761425019853433,0.17732561687660214,-2.384155284261706e-06,0.01720167349802925,0.5850509383500286,0.19787408521866864,0.00010384293041717274,eth,long_short,no_cost
LightGBM,0.08394091368296226,0.6991506075003842,0.014371781988021593,0.0005401710616348336,0.0890270936938798,0.5744718304541477,0.019209150654274285,0.0007083643638690597,eth,long_short,no_cost
Logistic Regression,0.01085237356269159,0.7230966605208853,0.05809758147277238,0.000107666875958597,0.013414196558719145,0.6169415986467222,0.10399883925812728,0.0001354472209155315,eth,long_short,no_cost
RSI,-0.006928932068840029,0.5424766272530788,0.5095965636824566,-3.9693276827754555e-05,-0.004314307606352594,0.5412203902967994,0.5087581434184824,-1.1828109496241063e-05,eth,long_short,no_cost
SMA,-0.025329665290632172,0.6047619047619047,0.01411344229774021,-0.00023705182937598746,-0.056467739426305216,0.502410800385728,0.011661927607579281,-0.000711698966552571,eth,long_short,no_cost
XGBoost,0.03597972609274621,0.5379009453277378,0.12494114008622748,0.0001953454828355312,0.008856577483915653,0.5166635887960634,0.159544909854615,7.540045694671983e-05,eth,long_short,no_cost
GRU,0.029859413864790213,0.5829867530012567,0.124098774333093,0.000410652998545874,0.03532145829243551,0.5673008455576004,0.10028197198471894,0.0004138891586189277,xrp,long_only,with_cost
LightGBM,0.00792725489229741,0.5728610809832763,0.1766187050359712,0.00019667866744068187,0.0467699885091556,0.540769506401454,0.17969317356572256,0.0005421847458139319,xrp,long_only,with_cost
Logistic Regression,0.01726507675337821,0.5719297652287666,0.06627697841726618,0.00020011035592122593,0.03287607294798046,0.5456054903710258,0.04212055192447349,0.0005839511436520593,xrp,long_only,with_cost
RSI,0.013270153016264236,0.5569672131147541,0.48911283066402733,0.00011352812752323854,0.02536971811394924,0.5480935875216638,0.4596656976744186,0.00020105495554576327,xrp,long_only,with_cost
SMA,0.0014591602620981335,0.5131086142322098,0.024751580849141825,0.00015628859645159661,0.10495741529800219,0.5392156862745098,0.04011670313639679,0.001789382737329409,xrp,long_only,with_cost
XGBoost,-0.010667786185156455,0.539853706841733,0.1531025179856115,-0.0001066606374868188,0.0010230189931249075,0.5092711382529531,0.1644426289034132,1.1742054862287494e-05,xrp,long_only,with_cost
GRU,0.04787718583200004,0.5829867530012567,0.124098774333093,0.0005572365386695611,0.05545141098608085,0.5673008455576004,0.10028197198471894,0.0005689564208236109,xrp,long_only,no_cost
LightGBM,0.030987360080412047,0.5728610809832763,0.1766187050359712,0.0004466754625008306,0.06616807371308844,0.540769506401454,0.17969317356572256,0.0007736249654439733,xrp,long_only,no_cost
Logistic Regression,0.03763555291408466,0.5719297652287666,0.06627697841726618,0.00042908447565712934,0.05487616912992026,0.5456054903710258,0.04212055192447349,0.000834144443892372,xrp,long_only,no_cost
RSI,0.030646718864710265,0.5569672131147541,0.48911283066402733,0.00018775968490028773,0.04566019379743161,0.5480935875216638,0.4596656976744186,0.00027619577010382215,xrp,long_only,no_cost
SMA,0.003155845730460498,0.5131086142322098,0.024751580849141825,0.00018381668633923724,0.10628300115257383,0.5392156862745098,0.04011670313639679,0.0018039660706627425,xrp,long_only,no_cost
XGBoost,0.021875593626164928,0.539853706841733,0.1531025179856115,0.0001474553832540213,0.0282733891596532,0.5092711382529531,0.1644426289034132,0.0002527462561360488,xrp,long_only,no_cost
GRU,0.05294670020264719,0.5826071630982337,0.35787837575286574,0.0005513337379692157,-0.01811908468436064,0.5414662332856447,0.37749098500664263,-0.0005150305166845878,xrp,short_only,with_cost
LightGBM,-0.011486205485634175,0.5739723909131804,0.013137483032770991,-0.0002594939608482324,-0.055974602479235254,0.48106497988219016,0.030818026888846807,-0.0009094037153140088,xrp,short_only,with_cost
Logistic Regression,-0.029613760097558527,0.5722913337661041,0.11309870079503587,-0.0006631325871069205,-0.023225472496276885,0.5328107798038211,0.16261124786972164,-0.0004348260637808173,xrp,short_only,with_cost
RSI,6.851184227699682e-06,0.5148342059336823,0.40120458519525937,5.3222740813216096e-05,-0.01476542388823161,0.5176582128466461,0.4144999051053331,-0.0001868104622484492,xrp,short_only,with_cost
SMA,-0.005966523371727838,0.47465437788018433,0.02005842259006816,1.4771243261088905e-05,-0.03671150320866541,0.49201277955271566,0.029299847792998476,-0.0006504575551949687,xrp,short_only,with_cost
XGBoost,-0.032532630378355624,0.5259138595784854,0.032043823928640684,-0.0004616040680879099,-0.03724490012210088,0.4958293753071593,0.06163605377769362,-0.0006986711307512097,xrp,short_only,with_cost
GRU,0.07116479860987435,0.5826071630982337,0.35787837575286574,0.0007217989066908091,-0.004493987813693933,0.5414662332856447,0.37749098500664263,-0.0003616212446468721,xrp,short_only,no_cost
LightGBM,0.012574209704904873,0.5739723909131804,0.013137483032770991,5.1985458854871415e-05,-0.043737827490997,0.48106497988219016,0.030818026888846807,-0.0006544599646870575,xrp,short_only,no_cost
Logistic Regression,-0.017720554285788573,0.5722913337661041,0.11309870079503587,-0.00044251049738605765,-0.015920606651231337,0.5328107798038211,0.16261124786972164,-0.00025059599998786855,xrp,short_only,no_cost
RSI,0.0052996654148442825,0.5148342059336823,0.40120458519525937,0.00010139028008023182,-0.013023568077310673,0.5176582128466461,0.4144999051053331,-0.0001423449490936732,xrp,short_only,no_cost
SMA,-0.004288606279465979,0.47465437788018433,0.02005842259006816,3.896479164818557e-05,-0.036002354185850516,0.49201277955271566,0.029299847792998476,-0.000631447970530432,xrp,short_only,no_cost
XGBoost,-0.014838046457113866,0.5259138595784854,0.032043823928640684,-0.00015061932720309803,-0.024096750602804806,0.4958293753071593,0.06163605377769362,-0.00044334808236958694,xrp,short_only,no_cost
GRU,0.012899669672903324,0.6902419036447045,0.13446052757648985,0.00014804043893725004,0.02274582588225143,0.4678512484326888,0.1212923193185344,0.00016607808624535263,xrp,long_short,with_cost
LightGBM,0.021188645723993555,0.6023035563646539,0.09083019797076824,0.0003652564409389657,0.012724506856864624,0.5184798000467048,0.09779962597998304,0.0001894729547862929,xrp,long_short,with_cost
Logistic Regression,0.020305449549820206,0.7723261021338156,0.07692255881158946,0.0002379352363290507,0.010126292156113182,0.5137221457965218,0.10261150158479095,0.00012332032073366077,xrp,long_short,with_cost
RSI,-0.006364897823905826,0.5349517790419767,0.48689246500217276,-4.009849372650858e-05,-0.005107077114029533,0.5346129046565279,0.4844747586515329,-2.0222028063921294e-05,xrp,long_short,with_cost
SMA,-0.000869331805203701,0.49814220219293,0.151333243614812,4.1820612645391174e-05,0.034212100489018814,0.4864175575382472,0.1607201439471905,0.00031728842383454286,xrp,long_short,with_cost
XGBoost,-0.015213476482463179,0.5320665826708431,0.09669300772296649,-0.0001544355958009499,-0.012503045002731063,0.5027717277313455,0.11670287263214739,-0.00022726725331011943,xrp,long_short,with_cost
GRU,0.02891322486096245,0.6902419036447045,0.13446052757648985,0.0002641271476237657,0.03961725323297387,0.4678512484326888,0.1212923193185344,0.0002861486904384173,xrp,long_short,no_cost
LightGBM,0.04375526114899267,0.6023035563646539,0.09083019797076824,0.0006142261278920248,0.03044911410911979,0.5184798000467048,0.09779962597998304,0.0004281562502983218,xrp,long_short,no_cost
Logistic Regression,0.03862227610354165,0.7723261021338156,0.07692255881158946,0.0004112640875052669,0.02184769750940292,0.5137221457965218,0.10261150158479095,0.0003006965672718236,xrp,long_short,no_cost
RSI,0.0045257942933976825,0.5349517790419767,0.48689246500217276,7.172201909400423e-05,0.0059300291721709145,0.5346129046565279,0.4844747586515329,8.734907895469953e-05,xrp,long_short,no_cost
SMA,0.0003316266420137297,0.49814220219293,0.151333243614812,5.416982856818967e-05,0.03667477648485939,0.4864175575382472,0.1607201439471905,0.0003290522847940372,xrp,long_short,no_cost
XGBoost,0.009664415360065185,0.5320665826708431,0.09669300772296649,0.00011686699839995554,0.007259332001859981,0.5027717277313455,0.11670287263214739,3.412527293554256e-05,xrp,long_short,no_cost
GRU,-0.0023209872082988396,0.5574020875760441,0.1447171824973319,-0.0003514607613098303,0.08518805197727881,0.545195032589655,0.15659058194530126,0.0011730156114785055,sol,long_only,with_cost
LightGBM,-0.0351531518145179,0.5605886758109696,0.03496912923142431,-0.0006526171050511098,0.08914955552283,0.5430139462521826,0.07354752617532334,0.0010528304594068357,sol,long_only,with_cost
