Model,Input Type,Feature Type,Strategy,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
GRU,ohlc,extended,short,-0.16912704656771857,0.6,0.010428100987925357,-0.0015837023894923147,-0.03750632190809043,0.6081081081081081,0.008401792382374906,-0.00024009900877873205
Logistic Regression,ohlc,extended,short,-0.08837621934709491,0.5828220858895705,0.017342095655348666,-0.0004677007120791046,-0.013129640462486505,0.6059113300492611,0.022905027932960894,-5.485880759793782e-05
Logistic Regression,candle,extended,short,-0.08069524659473587,0.5736842105263158,0.0198977729098211,-0.0004237720613460437,0.011611312856357463,0.5730088495575221,0.04823091247672253,0.00010845216528849964
LightGBM,ohlc,extended,short,-0.03389605577410072,0.6060606060606061,0.018254837531945966,-0.00019225102938766353,-0.026395314823652795,0.56973293768546,0.035754189944134075,-0.00016704703489921045
LightGBM,candle,extended,short,0.03137559181672862,0.5941558441558441,0.033406352683461114,0.00022132584156485779,-0.009786013039222259,0.5672043010752689,0.03929236499068901,-4.121442132825716e-05
GRU,candle,extended,short,-0.10662794942243674,0.6511627906976745,0.010245151847786316,-0.0006288773832854029,-0.10233052700498513,0.559322033898305,0.012322628827483197,-0.0004963590985444502
RSI,rule,rule,short,-0.01729030285081435,0.5447659739755293,0.5123287671232877,-0.00016043636263767704,-0.01729257730676518,0.5308869629356445,0.5366262814538677,-0.0001435884309681829
XGBoost,ohlc,raw,short,-0.006277837248914123,0.5454545454545454,0.018619934282584884,-2.0503535784491843e-05,0.0019580563734805725,0.5263852242744064,0.07430167597765364,3.708896517351032e-05
LightGBM,ohlc,raw,short,0.018802591949533553,0.5740740740740741,0.011317999269806499,0.00013905277682843897,-0.007042343705702812,0.519774011299435,0.0856610800744879,-2.5583968190183806e-05
XGBoost,candle,extended,short,-0.03452581500648033,0.5414201183431953,0.033406352683461114,-0.00021302821400149885,-0.07861608416424905,0.5185840707964602,0.05456238361266294,-0.0006652675349841103
LightGBM,candle,raw,short,-0.030659559329382507,0.5424354243542435,0.02683461117196057,-0.0001641484077127344,-0.00530276928386256,0.5162337662337663,0.05921787709497207,-1.408470703685584e-05
Logistic Regression,ohlc,raw,short,-0.06484116213919087,0.5525727069351231,0.045089448703906534,-0.0002346926232619744,-0.019317424360986383,0.5156833457804332,0.25716945996275603,-9.765462648281887e-05
XGBoost,candle,raw,short,-0.029297719749231385,0.5268199233716475,0.050200803212851405,-0.00015642097636994518,-0.039822016003745964,0.515527950310559,0.09273743016759776,-0.0002462050395706521
XGBoost,ohlc,extended,short,-0.029433698962946425,0.5606936416184971,0.05312157721796276,-0.0001837106536249837,-0.06583366398649429,0.5080071174377224,0.10633147113594041,-0.0005351725150835391
GRU,candle,raw,short,-0.04138936189210752,0.5224719101123596,0.017014270032930844,-0.00032128273035073106,0.005835561701278127,0.5053763440860215,0.140403286034354,4.2804591626189905e-05
GRU,ohlc,raw,short,-0.02491028933694633,0.5050062578222778,0.14763995609220637,-0.0001223286885793566,-0.006901514304574261,0.4942581534221406,0.20089619118745333,-2.6726215219832195e-05
Logistic Regression,candle,raw,short,-0.023746159414639312,0.5050535987748851,0.30102227090178896,-0.00013432378471833672,-0.014630014329679992,0.4919344754282856,0.7325884543761638,-0.00014019655594125772
SMA,rule,rule,short,-0.02386344445172202,0.5428571428571428,0.02785923753665689,-0.00021923974328133192,-0.05966430526753298,0.47540983606557374,0.021702525724976614,-0.0007745696915294434
