Asset,Model,Model Family,Feature Set,Input Type,Feature Type,Strategy Mode,Strategy Label,Cost Regime,Long Threshold,Short Threshold,Threshold Feasible,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Validation Trades,Validation Signal Ratio,Test Sharpe,Test Precision,Test Recall,Test Avg Return,Cumulative Return,Maximum Drawdown,Turnover,Number of Trades,Annualized Sharpe,Model Params,Log Path,Feasibility Bucket
BTC,GRU,ML,candle_extended,candle,extended,long_only,long,no_cost,0.6200000000000001,,True,0.05840796247742067,0.6684782608695652,0.022194153735113676,0.0005200716558522264,328,0.016835941074206242,0.1332989661783601,0.643979057591623,0.021925133689839574,0.001368852197450246,0.28337415220206275,-0.11667309594012931,284.0,284.0,1.5142416710183875,"{""lookback_hours"": 24, ""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/gru/candle_extended/btc""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/no_cost/long_only/gru/candle_extended/btc/trading_log.csv,feasible
BTC,GRU,ML,candle_extended,candle,extended,long_only,long,with_cost,0.6200000000000001,,True,0.02003339967704229,0.6684782608695652,0.022194153735113676,0.00020811513411309594,328,0.016835941074206242,0.10401929333595515,0.643979057591623,0.021925133689839574,0.001108642773366477,0.16198658579816616,-0.1268408201193889,284.0,284.0,0.9402304622876245,"{""lookback_hours"": 24, ""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/gru/candle_extended/btc""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/with_cost/long_only/gru/candle_extended/btc/trading_log.csv,feasible
BTC,GRU,ML,candle_extended,candle,extended,long_short,long_short,no_cost,0.6200000000000001,0.6900000000000002,True,0.060921621579232706,0.8342391304347826,0.011189961875916489,0.000538518634622298,330,0.01692744075395736,0.13386140195261076,0.6501145287958114,0.012936251055446102,0.001270623810981625,0.31138055255520913,-0.10072785539869555,344.0,344.0,1.62020059320779,"{""lookback_hours"": 24, ""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/gru/candle_extended/btc""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/no_cost/long_short/gru/candle_extended/btc/trading_log.csv,feasible
BTC,GRU,ML,candle_extended,candle,extended,long_short,long_short,with_cost,0.6200000000000001,0.6900000000000002,True,0.022287423165396482,0.8342391304347826,0.011189961875916489,0.00022635647246013616,330,0.01692744075395736,0.10091907642383617,0.6501145287958114,0.012936251055446102,0.0010006686540309526,0.16267541787951956,-0.11665717992683544,344.0,344.0,0.9335496436241478,"{""lookback_hours"": 24, ""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/gru/candle_extended/btc""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/with_cost/long_short/gru/candle_extended/btc/trading_log.csv,feasible
BTC,GRU,ML,ohlc_extended,ohlc,extended,short_only,short,no_cost,,0.5700000000000001,True,0.003095698915397523,0.6125827814569537,0.03436745309307078,1.972675247667203e-05,412,0.027632903284838504,0.0013402474941744704,0.5643203883495146,0.08740601503759399,1.9761562028163744e-05,0.00561591247945703,-0.10932542055521033,732.0,732.0,0.09991706136013317,"{""lookback_hours"": 24, ""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/gru/ohlc_extended/btc""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/no_cost/short_only/gru/ohlc_extended/btc/trading_log.csv,feasible
BTC,GRU,ML,ohlc_extended,ohlc,extended,short_only,short,with_cost,,0.5700000000000001,True,-0.05610213714542205,0.6125827814569537,0.03436745309307078,-0.00021901496937763251,412,0.027632903284838504,-0.027526689530503717,0.5643203883495146,0.08740601503759399,-0.00013569960302037997,-0.22168546330972805,-0.23714053118425826,732.0,732.0,-1.4708593802639158,"{""lookback_hours"": 24, ""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/gru/ohlc_extended/btc""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/with_cost/short_only/gru/ohlc_extended/btc/trading_log.csv,feasible
BTC,LightGBM,ML,candle_extended,candle,extended,long_only,long,no_cost,0.7300000000000002,,True,0.32455368657612255,0.717948717948718,0.010082823190493338,0.0013565105264284226,148,0.007121986851716581,0.260703747465242,0.6518518518518519,0.015655577299412915,0.0017873143800284856,0.2676972346078079,-0.04582585144231677,236.0,236.0,2.385891291184331,"{""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/lightgbm/candle_extended/btc"", ""tree_device"": ""cpu""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/no_cost/long_only/lightgbm/candle_extended/btc/trading_log.csv,feasible
BTC,LightGBM,ML,candle_extended,candle,extended,long_only,long,with_cost,0.7300000000000002,,True,0.24148520205634944,0.717948717948718,0.010082823190493338,0.0010244592443771406,148,0.007121986851716581,0.2108313800398815,0.6518518518518519,0.015655577299412915,0.0014813884541025595,0.16726070257557923,-0.06567841937900187,236.0,236.0,1.5805283184573935,"{""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/lightgbm/candle_extended/btc"", ""tree_device"": ""cpu""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/with_cost/long_only/lightgbm/candle_extended/btc/trading_log.csv,feasible
BTC,LightGBM,ML,candle_extended,candle,extended,long_short,long_short,no_cost,0.7000000000000002,0.7400000000000002,True,0.2393600926962161,0.7415300546448087,0.011623933233007132,0.0013611739708059532,336,0.01716581446311176,0.14261030781149026,0.5873200442967885,0.0234076765499861,0.0007576575132816876,0.37698613462575503,-0.05223028150253739,756.0,754.0,2.294997355878712,"{""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/lightgbm/candle_extended/btc"", ""tree_device"": ""cpu""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/no_cost/long_short/lightgbm/candle_extended/btc/trading_log.csv,feasible
BTC,LightGBM,ML,candle_extended,candle,extended,long_short,long_short,with_cost,0.7000000000000002,0.7400000000000002,True,0.17779541813231628,0.7415300546448087,0.011623933233007132,0.0010484080133591443,336,0.01716581446311176,0.07766836891712367,0.5873200442967885,0.0234076765499861,0.0004504981599329579,0.05688844376570601,-0.13496666586170047,756.0,754.0,0.4448633847657813,"{""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/lightgbm/candle_extended/btc"", ""tree_device"": ""cpu""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/with_cost/long_short/lightgbm/candle_extended/btc/trading_log.csv,feasible
