Feature Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
extended,-0.03381674687661806,0.5901338836494224,0.08538466447503508,-0.0001577403470537898,-0.019750377657114584,0.5447602361785476,0.20686206561038756,-0.00011649124757473917
raw,-0.037167015154934965,0.5209074607486963,0.09724008229535973,-0.00019459276539458874,-0.019237575630476286,0.499358917816515,0.36957723335909165,-0.00013105005221609724
