Window,Asset,Cumulative Return,Annualized Return,Annualized Sharpe,Maximum Drawdown
2021-2025,BTC,0.4009650503176245,0.3095450673394806,0.8180314235425868,-0.3476147910050325
2021-2025,ETH,0.167299245241578,0.1317120731591996,0.53027078966467,-0.6528240665971495
2021-2025,XRP,2.013190526192021,1.4163024411817131,1.4011829220038223,-0.5121256911369827
2021-2025,SOL,-0.1722531243554415,-0.1403334377859317,0.2522996561757374,-0.6606225762498531
2020-2024,BTC,2.2999348151485974,1.5980817819502415,2.147217203300578,-0.3231067713093235
2020-2024,ETH,0.9301913429783312,0.6919863618774735,1.1677478996037371,-0.4665506331447243
2020-2024,XRP,2.9674934686757544,2.0104965331183076,1.7152709441529357,-0.4578280419675378
2020-2024,SOL,2.342185553527631,2.001117354789133,1.635657907931814,-0.4651841224294133
