datetime,asset,model,feature_set,strategy_mode,cost_regime,signal,trade_action,is_trade_event,y_prob,position,position_change,transaction_cost,raw_return,gross_return,net_return,gross_equity_curve,net_equity_curve
2024-10-02 08:00:00+00:00,BTC,Logistic Regression,ohlc_raw,short_only,no_cost,FLAT,HOLD,0,0.4848732703882217,0.0,0.0,0.0,-0.00865239480756,-0.0,-0.0,1.0,1.0
2024-10-02 09:00:00+00:00,BTC,Logistic Regression,ohlc_raw,short_only,no_cost,FLAT,HOLD,0,0.5184618615622539,0.0,0.0,0.0,-0.0013541426613856,-0.0,-0.0,1.0,1.0
2024-10-02 10:00:00+00:00,BTC,Logistic Regression,ohlc_raw,short_only,no_cost,FLAT,HOLD,0,0.49935858430905444,0.0,0.0,0.0,-0.0003964812209921,-0.0,-0.0,1.0,1.0
2024-10-02 11:00:00+00:00,BTC,Logistic Regression,ohlc_raw,short_only,no_cost,FLAT,HOLD,0,0.49757807155031814,0.0,0.0,0.0,-0.0059709950344981,-0.0,-0.0,1.0,1.0
2024-10-02 12:00:00+00:00,BTC,Logistic Regression,ohlc_raw,short_only,no_cost,FLAT,HOLD,0,0.5125382494045003,0.0,0.0,0.0,0.0090659684072711,0.0,0.0,1.0,1.0
2024-10-02 13:00:00+00:00,BTC,Logistic Regression,ohlc_raw,short_only,no_cost,FLAT,HOLD,0,0.4901265214915641,0.0,0.0,0.0,-0.0044373268133659,-0.0,-0.0,1.0,1.0
2024-10-02 14:00:00+00:00,BTC,Logistic Regression,ohlc_raw,short_only,no_cost,FLAT,HOLD,0,0.5208814700755997,0.0,0.0,0.0,0.0130364942924405,0.0,0.0,1.0,1.0
2024-10-02 15:00:00+00:00,BTC,Logistic Regression,ohlc_raw,short_only,no_cost,FLAT,HOLD,0,0.47516561258148166,0.0,0.0,0.0,-0.0011959787316192,-0.0,-0.0,1.0,1.0
2024-10-02 16:00:00+00:00,BTC,Logistic Regression,ohlc_raw,short_only,no_cost,FLAT,HOLD,0,0.5072543826165334,0.0,0.0,0.0,-0.0027831710706842,-0.0,-0.0,1.0,1.0
2024-10-02 17:00:00+00:00,BTC,Logistic Regression,ohlc_raw,short_only,no_cost,FLAT,HOLD,0,0.5054098719463453,0.0,0.0,0.0,-0.0140505916059922,-0.0,-0.0,1.0,1.0
2024-10-02 18:00:00+00:00,BTC,Logistic Regression,ohlc_raw,short_only,no_cost,FLAT,HOLD,0,0.5409913778156613,0.0,0.0,0.0,-0.0094152440419273,-0.0,-0.0,1.0,1.0
