close,fwd_ret_open_1h,RSI,position,raw_return,position_change,transaction_cost,gross_return,net_return,gross_equity_curve,net_equity_curve
0.6013,-0.0191252286712122,,0.0,-0.0191252286712122,0.0,0.0,-0.0,-0.0,1.0,1.0
0.5899,-0.0001695489996609,,0.0,-0.0001695489996609,0.0,0.0,-0.0,-0.0,1.0,1.0
0.5897,-0.0067831100559606,,0.0,-0.0067831100559606,0.0,0.0,-0.0,-0.0,1.0,1.0
0.5858,0.0020488304592793,,0.0,0.0020488304592793,0.0,0.0,0.0,0.0,1.0,1.0
0.587,-0.0032373487817345,,0.0,-0.0032373487817345,0.0,0.0,-0.0,-0.0,1.0,1.0
0.585,-0.0076923076923075,,0.0,-0.0076923076923075,0.0,0.0,-0.0,-0.0,1.0,1.0
0.5805,0.0068906115417743,,0.0,0.0068906115417743,0.0,0.0,0.0,0.0,1.0,1.0
0.5846,-0.0011976047904191,,0.0,-0.0011976047904191,0.0,0.0,-0.0,-0.0,1.0,1.0
0.5839,-0.0030832476875642,,0.0,-0.0030832476875642,0.0,0.0,-0.0,-0.0,1.0,1.0
0.5821,-0.0216494845360823,,0.0,-0.0216494845360823,0.0,0.0,-0.0,-0.0,1.0,1.0
0.5694,0.0101861608710924,,0.0,0.0101861608710924,0.0,0.0,0.0,0.0,1.0,1.0
0.5753,-0.0076495132127957,,0.0,-0.0076495132127957,0.0,0.0,-0.0,-0.0,1.0,1.0
0.5708,-0.052207428170988,,0.0,-0.052207428170988,0.0,0.0,-0.0,-0.0,1.0,1.0
0.5411,0.0073937153419594,,0.0,0.0073937153419594,0.0,0.0,0.0,0.0,1.0,1.0
0.5451,-0.0122935779816514,17.551963045661353,1.0,-0.0122935779816514,1.0,0.00035,-0.0122935779816514,-0.0126435779816514,0.9877064220183486,0.9873564220183486
0.5383,-0.0118892810700351,18.536585362688868,1.0,-0.0118892810700351,0.0,0.0,-0.0118892810700351,-0.0118892810700351,0.9759633027522937,0.9756174640006683
0.532,0.0037601052829479,17.253121450152733,1.0,0.0037601052829479,0.0,0.0,0.0037601052829479,0.0037601052829479,0.9796330275229359,0.9792858883811935
0.5338,0.0127364675032775,19.767441857247178,1.0,0.0127364675032775,0.0,0.0,0.0127364675032775,0.0127364675032775,0.9921100917431191,0.9917585312749788
0.5408,-0.0055483632328463,24.83660130340178,0.0,-0.0055483632328463,1.0,0.00035,-0.0,-0.00035,0.9921100917431191,0.9914114157890326
0.5377,0.0,24.542518833761036,0.0,0.0,0.0,0.0,0.0,0.0,0.9921100917431191,0.9914114157890326
0.5376,-0.0061372512553468,25.762711860331265,0.0,-0.0061372512553468,0.0,0.0,-0.0,-0.0,0.9921100917431191,0.9914114157890326
0.5344,-0.0041167664670658,21.347031960058644,0.0,-0.0041167664670658,0.0,0.0,-0.0,-0.0,0.9921100917431191,0.9914114157890326
0.5322,-0.0251785043216835,20.987654317689888,0.0,-0.0251785043216835,0.0,0.0,-0.0,-0.0,0.9921100917431191,0.9914114157890326
0.5188,-0.0098303777949113,18.570009927904835,1.0,-0.0098303777949113,1.0,0.00035,-0.0098303777949113,-0.010180377794911299,0.9823572747271402,0.9813184730261123
0.5138,0.0114853027058592,20.10752687869345,0.0,0.0114853027058592,1.0,0.00035,0.0,-0.00035,0.9823572747271402,0.9809750115605532
0.5196,0.008660508083141,20.021528522278658,0.0,0.008660508083141,0.0,0.0,0.0,0.0,0.9823572747271402,0.9809750115605532
0.5241,-0.0131654264453349,24.865446713152622,0.0,-0.0131654264453349,0.0,0.0,-0.0,-0.0,0.9823572747271402,0.9809750115605532
0.5173,0.0059938128383603,32.999999993399925,0.0,0.0059938128383603,0.0,0.0,0.0,0.0,0.9823572747271402,0.9809750115605532
0.5203,0.0019219680953295,32.028985500747666,0.0,0.0019219680953295,0.0,0.0,0.0,0.0,0.9823572747271402,0.9809750115605532
0.5213,-0.0074812967581047,36.5506329032957,0.0,-0.0074812967581047,0.0,0.0,-0.0,-0.0,0.9823572747271402,0.9809750115605532
0.5173,0.0100502512562814,37.93103447403877,0.0,0.0100502512562814,0.0,0.0,0.0,0.0,0.9823572747271402,0.9809750115605532
0.5226,-0.0151167240719477,41.30434781710764,0.0,-0.0151167240719477,0.0,0.0,-0.0,-0.0,0.9823572747271402,0.9809750115605532
0.5146,0.0120458519525936,29.969418953829148,0.0,0.0120458519525936,0.0,0.0,0.0,0.0,0.9823572747271402,0.9809750115605532
0.5209,0.004223459397197,37.755102033111264,0.0,0.004223459397197,0.0,0.0,0.0,0.0,0.9823572747271402,0.9809750115605532
