close,fwd_ret_open_1h,RSI,position,raw_return,position_change,transaction_cost,gross_return,net_return,gross_equity_curve,net_equity_curve
148.01,-0.0132423484899667,,0.0,-0.0132423484899667,0.0,0.0,-0.0,-0.0,1.0,1.0
146.05,-0.0017117425539199,,0.0,-0.0017117425539199,0.0,0.0,-0.0,-0.0,1.0,1.0
145.79,0.0022633744855966,,0.0,0.0022633744855966,0.0,0.0,0.0,0.0,1.0,1.0
146.14,-0.0148497912817353,,0.0,-0.0148497912817353,0.0,0.0,-0.0,-0.0,1.0,1.0
143.96,0.0140316754654068,,0.0,0.0140316754654068,0.0,0.0,0.0,0.0,1.0,1.0
145.98,-0.0048636799561582,,0.0,-0.0048636799561582,0.0,0.0,-0.0,-0.0,1.0,1.0
145.26,0.015075376884422,,0.0,0.015075376884422,0.0,0.0,0.0,0.0,1.0,1.0
147.46,-0.0099009900990099,47.16202270378439,0.0,-0.0099009900990099,0.0,0.0,-0.0,-0.0,1.0,1.0
146.0,-0.0019863013698629,49.72796517950504,0.0,-0.0019863013698629,0.0,0.0,-0.0,-0.0,1.0,1.0
145.72,-0.0236085375060051,49.61997828443572,0.0,-0.0236085375060051,0.0,0.0,-0.0,-0.0,1.0,1.0
142.26,-0.0160961551978633,34.2532467532273,0.0,-0.0160961551978633,0.0,0.0,-0.0,-0.0,1.0,1.0
139.98,0.0061437348192598,33.97745571656695,0.0,0.0061437348192598,0.0,0.0,0.0,0.0,1.0,1.0
140.85,-7.100255609193695e-05,27.240461401935264,0.0,-7.100255609193695e-05,0.0,0.0,-0.0,-0.0,1.0,1.0
140.83,0.0052545622381594,29.044465468287427,0.0,0.0052545622381594,0.0,0.0,0.0,0.0,1.0,1.0
141.56,-0.0098184643639188,17.582417582404005,1.0,-0.0098184643639188,1.0,0.00035,-0.0098184643639188,-0.0101684643639188,0.9901815356360812,0.9898315356360812
140.18,0.0036381794835211,17.738359201760048,1.0,0.0036381794835211,0.0,0.0,0.0036381794835211,0.0036381794835211,0.993783993783994,0.9934327204211746
140.7,0.0051176345156016,22.894168466505207,0.0,0.0051176345156016,1.0,0.00035,0.0,-0.00035,0.993783993783994,0.9930850189690272
141.4,0.0043844141149849,43.384615384568754,0.0,0.0043844141149849,0.0,0.0,0.0,0.0,0.993783993783994,0.9930850189690272
142.04,0.0059846511300429,71.19341563775775,0.0,0.0059846511300429,0.0,0.0,0.0,0.0,0.993783993783994,0.9930850189690272
142.88,-0.0055291153415453,71.01449275352047,0.0,-0.0055291153415453,0.0,0.0,-0.0,-0.0,0.993783993783994,0.9930850189690272
142.08,-0.0057006122879864,61.14081996427318,0.0,-0.0057006122879864,0.0,0.0,-0.0,-0.0,0.993783993783994,0.9930850189690272
141.28,0.0027604756511889,47.535211267547034,0.0,0.0027604756511889,0.0,0.0,0.0,0.0,0.993783993783994,0.9930850189690272
141.67,-0.0124232371003034,65.88486140715102,0.0,-0.0124232371003034,0.0,0.0,-0.0,-0.0,0.993783993783994,0.9930850189690272
139.9,-0.0270173683081981,43.265993265942384,0.0,-0.0270173683081981,0.0,0.0,-0.0,-0.0,0.993783993783994,0.9930850189690272
