close,fwd_ret_open_1h,SMA_s,SMA_l,position,raw_return,position_change,transaction_cost,gross_return,net_return,gross_equity_curve,net_equity_curve
148.01,-0.0132423484899667,,,1.0,-0.0132423484899667,1.0,0.00035,-0.0132423484899667,-0.0135923484899667,0.9867576515100333,0.9864076515100333
146.05,-0.0017117425539199,,,1.0,-0.0017117425539199,0.0,0.0,-0.0017117425539199,-0.0017117425539199,0.9850685764475374,0.9847191755574314
145.79,0.0022633744855966,,,1.0,0.0022633744855966,0.0,0.0,0.0022633744855966,0.0022633744855966,0.9872981555300318,0.9869479638148658
146.14,-0.0148497912817353,,,1.0,-0.0148497912817353,0.0,0.0,-0.0148497912817353,-0.0148497912817353,0.9726369839875686,0.9722919925462815
143.96,0.0140316754654068,,,1.0,0.0140316754654068,0.0,0.0,0.0140316754654068,0.0140316754654068,0.9862847104925343,0.9859348782433047
145.98,-0.0048636799561582,,,1.0,-0.0048636799561582,0.0,0.0,-0.0048636799561582,-0.0048636799561582,0.9814877373150465,0.9811396065379154
145.26,0.015075376884422,,,1.0,0.015075376884422,0.0,0.0,0.015075376884422,0.015075376884422,0.9962840348625094,0.9959306558827081
147.46,-0.0099009900990099,,,1.0,-0.0099009900990099,0.0,0.0,-0.0099009900990099,-0.0099009900990099,0.9864198364975341,0.986069956319513
146.0,-0.0019863013698629,,,1.0,-0.0019863013698629,0.0,0.0,-0.0019863013698629,-0.0019863013698629,0.984460509425039,0.9841113242144949
145.72,-0.0236085375060051,146.03699999999998,,1.0,-0.0236085375060051,0.0,0.0,-0.0236085375060051,-0.0236085375060051,0.9612188365650971,0.9608778951066926
142.26,-0.0160961551978633,145.462,,1.0,-0.0160961551978633,0.0,0.0,-0.0160961551978633,-0.0160961551978633,0.9457469089926357,0.945411455380859
139.98,0.0061437348192598,144.855,,1.0,0.0061437348192598,0.0,0.0,0.0061437348192598,0.0061437348192598,0.9515573272076212,0.9512198126578095
140.85,-7.100255609193695e-05,144.36100000000002,,1.0,-7.100255609193695e-05,0.0,0.0,-7.100255609193695e-05,-7.100255609193695e-05,0.9514897642051214,0.9511522736197056
140.83,0.0052545622381594,143.82999999999998,,1.0,0.0052545622381594,0.0,0.0,0.0052545622381594,0.0052545622381594,0.9564894263901089,0.9561501624394072
141.56,-0.0098184643639188,143.58999999999997,,1.0,-0.0098184643639188,0.0,0.0,-0.0098184643639188,-0.0098184643639188,0.9470981690426326,0.9467622361429407
140.18,0.0036381794835211,143.01,,1.0,0.0036381794835211,0.0,0.0,0.0036381794835211,0.0036381794835211,0.950543882170124,0.9502067270862486
140.7,0.0051176345156016,142.554,,1.0,0.0051176345156016,0.0,0.0,0.0051176345156016,0.0051176345156016,0.9554084183501118,0.9550695378297421
141.4,0.0043844141149849,141.94799999999998,,1.0,0.0043844141149849,0.0,0.0,0.0043844141149849,0.0043844141149849,0.9595973245051015,0.9592569581921949
142.04,0.0059846511300429,141.552,,1.0,0.0059846511300429,0.0,0.0,0.0059846511300429,0.0059846511300429,0.9653401797175871,0.9649977764310415
142.88,-0.0055291153415453,141.268,,1.0,-0.0055291153415453,0.0,0.0,-0.0055291153415453,-0.0055291153415453,0.9600027025201004,0.9596621924208195
142.08,-0.0057006122879864,141.25,,1.0,-0.0057006122879864,0.0,0.0,-0.0057006122879864,-0.0057006122879864,0.9545300993176142,0.9541915303343894
141.28,0.0027604756511889,141.38000000000002,,1.0,0.0027604756511889,0.0,0.0,0.0027604756511889,0.0027604756511889,0.9571650564151075,0.9568255528204482
141.67,-0.0124232371003034,141.462,,1.0,-0.0124232371003034,0.0,0.0,-0.0124232371003034,-0.0124232371003034,0.9452739679751374,0.944938682114131
139.9,-0.0270173683081981,141.369,,1.0,-0.0270173683081981,0.0,0.0,-0.0270173683081981,-0.0270173683081981,0.9197351530302013,0.9194089257107901
136.14,0.0087416440167487,140.827,,1.0,0.0087416440167487,0.0,0.0,0.0087416440167487,0.0087416440167487,0.9277751503276812,0.9274460712451752
137.33,0.0069181473929509,140.542,,1.0,0.0069181473929509,0.0,0.0,0.0069181473929509,0.0069181473929509,0.9341936355651653,0.9338622798650625
138.27,-0.0101974397917118,140.299,,1.0,-0.0101974397917118,0.0,0.0,-0.0101974397917118,-0.0101974397917118,0.9246672522126892,0.9243392754923878
136.85,-0.005480052608505,139.844,,1.0,-0.005480052608505,0.0,0.0,-0.005480052608505,-0.005480052608505,0.9196000270252018,0.9192738476345821
136.12,0.0061714789508484,139.252,,1.0,0.0061714789508484,0.0,0.0,0.0061714789508484,0.0061714789508484,0.9252753192351876,0.9249471268353244
136.94,-0.0156261409273456,138.658,,1.0,-0.0156261409273456,0.0,0.0,-0.0156261409273456,-0.0156261409273456,0.9108168367002238,0.9104937726810522
134.82,0.0057117424523402,137.93200000000002,,1.0,0.0057117424523402,0.0,0.0,0.0057117424523402,0.0057117424523402,0.9160191878927109,0.9156942786150661
