Close,RSI,signal,position,returns,strategy_returns
2480.79,,0,0.0,,
2452.67,,0,0.0,-0.011335098899947105,-0.0
2450.99,,0,0.0,-0.0006849678105902424,-0.0
2455.22,,0,0.0,0.0017258332347336314,0.0
2435.33,,0,0.0,-0.00810110702910527,-0.0
2450.32,,0,0.0,0.006155223316757885,0.0
2434.39,,0,0.0,-0.006501191681086649,-0.0
2460.4,40.80288678394239,0,0.0,0.01068440143115934,0.0
2452.84,50.094141100897154,0,0.0,-0.0030726711103885584,-0.0
2446.71,47.74118640489777,0,0.0,-0.0024991438495785,-0.0
2389.82,27.815468113975783,0,0.0,-0.02325163178308831,-0.0
2371.77,28.167078867820976,0,0.0,-0.007552870090634545,-0.0
2386.1,27.83988957902001,0,0.0,0.006041901196152999,0.0
2378.94,29.63343862484399,0,0.0,-0.003000712459662158,-0.0
2382.12,15.454545454545283,1,0.0,0.0013367298040303233,0.0
2364.1,14.148351648351493,1,1.0,-0.007564690275888686,-0.007564690275888686
2372.16,20.343702760760422,0,1.0,0.003409331246563063,0.003409331246563063
2384.53,46.74140692374033,0,0.0,0.005214656684203511,0.0
2391.8,64.22787327745435,0,0.0,0.00304881884480368,0.0
2399.32,60.39635105379072,0,0.0,0.003144075591604567,0.0
2397.54,65.97938144329882,0,0.0,-0.0007418768651118457,-0.0
2383.62,51.08790252393385,0,0.0,-0.00580595109987736,-0.0
2389.11,72.16805530934221,0,0.0,0.0023032194729026845,0.0
2364.66,44.84890109890117,0,0.0,-0.010233936486809037,-0.0
2337.52,23.15861596437142,0,0.0,-0.011477337122461573,-0.0
2352.77,29.576138147566738,0,0.0,0.006524008350730748,0.0
2368.58,35.19838212634821,0,0.0,0.006719738861002078,0.0
2352.34,30.89602704987331,0,0.0,-0.006856428746337406,-0.0
2352.35,35.02251173484049,0,0.0,4.251086152429195e-06,0.0
2347.29,29.88649480569434,0,0.0,-0.0021510404489127888,-0.0
2317.55,28.43935926773453,0,0.0,-0.012669930004387986,-0.0
2340.59,51.45981930575378,0,0.0,0.009941533084507403,0.0
2324.9,36.80272753101615,0,0.0,-0.006703438022037211,-0.0
2343.83,38.61650262165385,0,0.0,0.008142285689707096,0.0
2344.15,45.586808923375315,0,0.0,0.00013652867315472328,0.0
2353.51,50.56784805169391,0,0.0,0.003992918541902313,0.0
2341.97,47.551095562511435,0,0.0,-0.0049033146236898695,-0.0
2350.42,68.81942058857183,0,0.0,0.003608073544921764,0.0
2352.08,58.71114480667146,0,0.0,0.0007062567541120668,0.0
2349.8,73.69623144271021,0,0.0,-0.0009693547838507399,-0.0
2340.36,45.969802555168705,0,0.0,-0.004017363179845135,-0.0
2377.56,70.89953709495792,0,0.0,0.015894990514279783,0.0
2370.4,60.86453106908521,0,0.0,-0.0030114907720519835,-0.0
2367.06,68.0425715518483,0,0.0,-0.0014090448869389371,-0.0
2374.22,67.4384525205158,0,0.0,0.003024849391227935,0.0
2383.34,70.64729194187602,0,0.0,0.003841261551162267,0.0
2374.97,65.38696662183611,0,0.0,-0.0035118782884524524,-0.0
2381.6,76.10787541149628,0,0.0,0.0027916142098638463,0.0
2381.51,54.71698113207576,0,0.0,-3.7789721195724546e-05,-0.0
2377.15,58.63834143844368,0,0.0,-0.0018307712333771597,-0.0
2375.17,60.753115884380826,0,0.0,-0.0008329301895126928,-0.0
2386.2,64.40596440596431,0,0.0,0.004643878122408074,0.0
2397.35,66.0628296262322,0,0.0,0.004672701366188914,0.0
2378.59,53.351851851852196,0,0.0,-0.007825307109933788,-0.0
2367.21,37.75319148936172,0,0.0,-0.004784347029122338,-0.0
2417.05,66.37788018433179,0,0.0,0.021054321331863246,0.0
2433.73,73.41499751696742,0,0.0,0.006900974328210019,0.0
2415.25,64.59364986891931,0,0.0,-0.007593282738841189,-0.0
2432.2,66.05696732756216,0,0.0,0.007017907048959771,0.0
2428.9,61.651525223428735,0,0.0,-0.0013567963160923124,-0.0
2429.3,71.6653849440315,0,0.0,0.00016468360163046647,0.0
2424.35,75.83182640144662,0,0.0,-0.0020376240069156504,-0.0
2420.91,53.00623052959476,0,0.0,-0.00141893703466911,-0.0
2414.41,32.11773417252853,0,0.0,-0.0026849407867289843,-0.0
2425.15,60.695764909248105,0,0.0,0.0044482917151602575,0.0
2417.91,30.462127426852987,0,0.0,-0.0029853823474838004,-0.0
2401.57,22.455150171336825,0,0.0,-0.006757902486031142,-0.0
2399.6,20.98475967174693,0,0.0,-0.0008202967225607871,-0.0
2405.56,31.998467139298924,0,0.0,0.0024837472912151437,0.0
2417.94,47.57075085882563,0,0.0,0.00514641081494549,0.0
2424.28,58.09414466130902,0,0.0,0.0026220667179499557,0.0
2415.1,41.541827975088324,0,0.0,-0.0037866913062848395,-0.0
2419.66,51.5423937951701,0,0.0,0.0018881205747174334,0.0
2425.13,75.68687309201854,0,0.0,0.002260648190241632,0.0
2419.22,69.69879518072236,0,0.0,-0.0024369827596872895,-0.0
2417.19,62.67713102245467,0,0.0,-0.0008391134332552674,-0.0
2422.8,56.21483375959082,0,0.0,0.0023208767204896397,0.0
2409.91,34.26067907995616,0,0.0,-0.005320290572890962,-0.0
2414.46,49.219892735251264,0,0.0,0.0018880373125969019,0.0
2415.01,43.717914077277094,0,0.0,0.00022779420657204064,0.0
2404.82,25.66498921639169,0,0.0,-0.004219444225903812,-0.0
2410.15,38.979343863913016,0,0.0,0.0022163820992839867,0.0
2402.57,34.34689507494683,0,0.0,-0.0031450324668589325,-0.0
2396.54,22.134974533107197,0,0.0,-0.0025098124092118868,-0.0
2392.35,27.147319104633397,0,0.0,-0.0017483538768391371,-0.0
2403.38,37.66146993318509,0,0.0,0.004610529395782548,0.0
2418.0,52.5351873834151,0,0.0,0.006083099634681011,0.0
2414.66,59.43975441289296,0,0.0,-0.0013813068651779004,-0.0
2410.47,50.31384856806562,0,0.0,-0.0017352339459799637,-0.0
2420.68,66.89050550270423,0,0.0,0.004235688475691557,0.0
2416.5,69.28129829984539,0,0.0,-0.0017267875142521483,-0.0
2413.64,71.10846718223264,0,0.0,-0.0011835298986137,-0.0
2415.28,64.49805068226118,0,0.0,0.0006794716693461211,0.0
2417.06,48.33333333333325,0,0.0,0.0007369745950778217,0.0
2416.13,52.849941837922174,0,0.0,-0.0003847649623922589,-0.0
2417.38,65.12035010940993,0,0.0,0.0005173562680815813,0.0
2420.99,50.953846153846015,0,0.0,0.001493352307043061,0.0
2422.01,71.04660045836576,0,0.0,0.00042131524706845447,0.0
2420.04,76.2295081967211,0,0.0,-0.0008133740157969527,-0.0
2426.63,83.09037900874591,0,0.0,0.0027230954860251178,0.0
2429.42,84.03083700440506,0,0.0,0.001149742647210239,0.0
2431.06,89.56014838367663,0,0.0,0.0006750582443546538,0.0
2452.9,95.00760263557976,0,0.0,0.00898373548986875,0.0
2446.62,80.41775456919,0,0.0,-0.0025602348240858497,-0.0
2436.99,64.76152936539157,0,0.0,-0.003936042376830096,-0.0
2441.89,70.35587851686202,0,0.0,0.0020106771057739614,0.0
2446.33,69.11878881987543,0,0.0,0.0018182637219530395,0.0
2441.39,61.1514812744547,0,0.0,-0.002019351436641892,-0.0
2438.78,57.06442166910707,0,0.0,-0.0010690631156839991,-0.0
2417.83,17.376744186046636,1,0.0,-0.008590360754147652,-0.0
2431.91,38.05036555645817,0,1.0,0.0058234036305282455,0.0058234036305282455
2440.03,52.531645569620586,0,0.0,0.003338939352196535,0.0
2488.76,72.56185616636189,0,0.0,0.019971065929517362,0.0
2496.83,73.48837209302326,0,0.0,0.003242578633536164,0.0
2504.75,78.67487328023176,0,0.0,0.0031720221240534308,0.0
2495.34,74.11323328785805,0,0.0,-0.0037568619622716515,-0.0
2487.71,83.60908041554448,0,0.0,-0.0030576995519648875,-0.0
2484.89,78.5760517799352,0,0.0,-0.001133572643113645,-0.0
2490.42,77.96027078015749,0,0.0,0.0022254506235688254,0.0
2480.53,41.97386385800661,0,0.0,-0.003971217706250307,-0.0
2482.6,34.28318975038654,0,0.0,0.0008344990788258233,0.0
2458.62,12.39197782488165,1,0.0,-0.009659228228470207,-0.0
2449.13,12.375834554632675,1,1.0,-0.00385988888075417,-0.00385988888075417
2475.84,42.626413219033466,0,1.0,0.010905913528477473,0.010905913528477473
2465.59,39.024112829845414,0,0.0,-0.00414000904743439,-0.0
2475.69,42.036976970483224,0,0.0,0.004096382610247362,0.0
2498.52,58.53172721236834,0,0.0,0.009221671533996556,0.0
2474.23,46.721504112808496,0,0.0,-0.009721755279125222,-0.0
2478.5,59.20881971465637,0,0.0,0.0017257894375219962,0.0
2476.49,63.61736014334046,0,0.0,-0.0008109743796652635,-0.0
2425.07,29.719581369337646,0,0.0,-0.02076325767517717,-0.0
2445.62,42.62936443493011,0,0.0,0.008473982194328267,0.0
2442.0,36.94084812776175,0,0.0,-0.0014801972505948946,-0.0
2454.77,31.606827545614976,0,0.0,0.005229320229320322,0.0
2416.7,28.324918996307602,0,0.0,-0.015508581252011489,-0.0
2422.71,29.25251022685012,0,0.0,0.002486862250175914,0.0
2437.03,36.55628236576736,0,0.0,0.0059107363241990285,0.0
2434.75,54.958000409751996,0,0.0,-0.0009355650115100422,-0.0
2445.79,50.096470321189464,0,0.0,0.004534346442139903,0.0
2438.13,47.900162778079284,0,0.0,-0.003131912388226188,-0.0
2437.44,39.178219058324096,0,0.0,-0.00028300377748524674,-0.0
2428.4,61.46159874608168,0,0.0,-0.003708809242483957,-0.0
2435.66,62.38286479250318,0,0.0,0.0029896227969032907,0.0
2428.6,40.6395736175879,0,0.0,-0.0028985983265316095,-0.0
2426.67,40.95792300805725,0,0.0,-0.00079469653298192,-0.0
2433.31,34.508440913604474,0,0.0,0.002736259977664801,0.0
2429.96,38.64331387267136,0,0.0,-0.0013767255302448156,-0.0
2439.71,52.52054186098158,0,0.0,0.004012411726942,0.0
2428.69,50.30844501169961,0,0.0,-0.004516930290895171,-0.0
2448.28,60.63363667003741,0,0.0,0.0080660767738987,0.0
2435.4,55.21792510742802,0,0.0,-0.005260836178868522,-0.0
2419.5,45.469480601541726,0,0.0,-0.0065287016506528905,-0.0
2446.0,56.40973835740985,0,0.0,0.010952676172762965,0.0
2442.87,56.53538523843262,0,0.0,-0.0012796402289452224,-0.0
2436.84,48.49026827985277,0,0.0,-0.002468408061010119,-0.0
2440.13,56.55061841502521,0,0.0,0.0013501091577616808,0.0
2443.9,46.93706293706286,0,0.0,0.0015449996516578857,0.0
2456.54,64.83300589390959,0,0.0,0.005172061049961041,0.0
2441.76,65.86826347305418,0,0.0,-0.006016592443029545,-0.0
2440.89,44.25971691754645,0,0.0,-0.000356300373501206,-0.0
2438.04,44.53990504182684,0,0.0,-0.0011676068974840748,-0.0
2462.4,70.42838874680305,0,0.0,0.009991632622926572,0.0
2447.6,55.0425273390035,0,0.0,-0.006010396361273651,-0.0
2446.78,52.02474690663675,0,0.0,-0.0003350220624284139,-0.0
2445.49,40.756232223523426,0,0.0,-0.0005272235346048815,-0.0
2451.13,59.253407070906285,0,0.0,0.0023062862657383665,0.0
2443.73,52.484254723583014,0,0.0,-0.003019015719280538,-0.0
2436.01,48.36369498629717,0,0.0,-0.0031591051384562974,-0.0
2430.99,13.211524947294905,1,0.0,-0.002060746877065589,-0.0
2437.33,34.998539293018254,0,1.0,0.0026079909830973858,0.0026079909830973858
2434.59,33.139695712310214,0,0.0,-0.0011241809685187398,-0.0
2441.7,45.484870145341986,0,0.0,0.002920409596687712,0.0
2434.8,31.11265325005772,0,0.0,-0.0028258999877133206,-0.0
2429.4,32.621877273829654,0,0.0,-0.0022178413011335607,-0.0
2436.91,51.09702584105271,0,0.0,0.0030912982629454078,0.0
2461.3,75.0952144394773,0,0.0,0.010008576434911598,0.0
2434.13,48.030041861610535,0,0.0,-0.011038881891683339,-0.0
2434.25,49.783715012722546,0,0.0,4.9298928159080546e-05,0.0
2415.2,35.3655842721449,0,0.0,-0.007825819040772397,-0.0
2418.3,40.48881715471532,0,0.0,0.0012835375952302552,0.0
2356.17,24.478985153690786,0,0.0,-0.02569160153827077,-0.0
2378.43,31.519403362406848,0,0.0,0.009447535619246494,0.0
2373.46,18.357348703170018,1,0.0,-0.002089613736792728,-0.0
2370.47,22.22997731634962,0,1.0,-0.001259764226066662,-0.001259764226066662
2375.86,25.648511135207485,0,0.0,0.002273810678895094,0.0
2391.7,39.92972231744946,0,0.0,0.006667059506873185,0.0
2394.43,39.73862952454631,0,0.0,0.0011414475059581264,0.0
2395.3,85.54041780199816,0,0.0,0.0003633432591474417,0.0
2394.8,74.58696305196777,0,0.0,-0.00020874211998500591,-0.0
2405.58,91.07416879795345,0,0.0,0.004501419742775958,0.0
2408.75,98.72708757637476,0,0.0,0.0013177695192012617,0.0
2395.8,71.28522630230592,0,0.0,-0.005376232485729049,-0.0
2381.99,39.16536487391213,0,0.0,-0.005764254111361722,-0.0
2387.09,42.2212802034765,0,0.0,0.002141066923035062,0.0
2397.21,51.692362218677864,0,0.0,0.004239471490391944,0.0
2406.56,59.00735294117626,0,0.0,0.0039003675105642177,0.0
2388.01,37.97399041752247,0,0.0,-0.007708097865833263,-0.0
2382.81,32.72509323388391,0,0.0,-0.002177545320162122,-0.0
2381.82,38.925855513308036,0,0.0,-0.00041547584574508356,-0.0
2404.63,65.69606211869132,0,0.0,0.00957671024678608,0.0
2392.71,53.55966556878637,0,0.0,-0.004957103587662215,-0.0
2373.17,36.396559529198704,0,0.0,-0.00816647232635792,-0.0
2357.73,24.150344097406034,0,0.0,-0.006506065726433419,-0.0
2367.13,37.7608440797186,0,0.0,0.003986885690897557,0.0
2369.29,41.782154145392646,0,0.0,0.0009124974124783414,0.0
2387.08,52.65495659196436,0,0.0,0.0075085785193031995,0.0
2377.96,34.37975869743464,0,0.0,-0.0038205673877708124,-0.0
2386.49,46.20639180287858,0,0.0,0.003587108277683271,0.0
2386.32,60.50151732950029,0,0.0,-7.123432321087808e-05,-0.0
2406.9,86.28782287822932,0,0.0,0.008624157698883694,0.0
2400.12,75.32627053585152,0,0.0,-0.0028169014084508115,-0.0
2411.1,78.26910074374598,0,0.0,0.004574771261437016,0.0
2409.14,68.9779766001378,0,0.0,-0.0008129069719214899,-0.0
2406.26,77.27447956823498,0,0.0,-0.0011954473380541009,-0.0
2411.4,75.68570839348388,0,0.0,0.0021360950188258343,0.0
2407.64,70.46850998463877,0,0.0,-0.0015592601808078754,-0.0
2403.1,44.728079911209505,0,0.0,-0.0018856639696964717,-0.0
2414.8,67.91992187500034,0,0.0,0.004868711247971502,0.0
2414.71,56.00266045892935,0,0.0,-3.727016730170618e-05,-0.0
2417.82,63.901345291480176,0,0.0,0.0012879393384712667,0.0
2425.3,76.57733109994366,0,0.0,0.003093695974059285,0.0
2431.31,77.13273371490813,0,0.0,0.002478043953325182,0.0
2432.5,86.43024618991775,0,0.0,0.0004894480753174779,0.0
2443.81,99.7798972853995,0,0.0,0.004649537512846802,0.0
2438.38,84.05545927209705,0,0.0,-0.0022219403308767482,-0.0
2450.04,88.24420870318276,0,0.0,0.004781863368301886,0.0
2446.01,79.9193377202298,0,0.0,-0.0016448711041451292,-0.0
2459.6,82.22472754603574,0,0.0,0.005555987097354276,0.0
2457.14,76.00161063015942,0,0.0,-0.0010001626280695675,-0.0
2450.02,65.7553956834535,0,0.0,-0.0028976777879974325,-0.0
2439.38,45.96759512106325,0,0.0,-0.004342821691251442,-0.0
2439.5,51.128577186618216,0,0.0,4.919282768578448e-05,0.0
2444.31,43.30137947159207,0,0.0,0.0019717155154743704,0.0
2444.31,47.805885389777615,0,0.0,0.0,0.0
2436.67,15.035071668191236,1,0.0,-0.003125626454909547,-0.0
2439.04,22.324159021406317,0,1.0,0.0009726388883188886,0.0009726388883188886
2445.95,43.736534318251394,0,0.0,0.0028330818682760217,0.0
2447.41,67.22436722436706,0,0.0,0.0005969050880025861,0.0
2446.5,64.52282157676382,0,0.0,-0.00037182164001936524,-0.0
2446.69,56.10882956878892,0,0.0,7.766196607406073e-05,0.0
2445.8,53.65733922435021,0,0.0,-0.0003637567489137572,-0.0
2445.39,83.18112633181082,0,0.0,-0.00016763431188171474,-0.0
2455.5,89.41570881226042,0,0.0,0.004134309864684216,0.0
2452.5,69.29876252209806,0,0.0,-0.0012217470983506562,-0.0
2458.01,75.21408182683193,0,0.0,0.0022466870540265305,0.0
2461.72,81.94794290512111,0,0.0,0.001509351060410502,0.0
2471.43,87.10257948410269,0,0.0,0.003944396600750633,0.0
2473.11,90.00878992088997,0,0.0,0.0006797683931976106,0.0
2469.73,82.80323450134759,0,0.0,-0.0013667002276486206,-0.0
2475.9,80.75995174909514,0,0.0,0.002498248796427127,0.0
2469.72,73.69290038524974,0,0.0,-0.0024960620380468646,-0.0
2472.6,71.64046277069042,0,0.0,0.0011661240950391338,0.0
2470.5,63.67601246105916,0,0.0,-0.0008493084202862988,-0.0
2479.87,63.28715365239275,0,0.0,0.003792754503136875,0.0
2487.32,68.93152144950677,0,0.0,0.0030041897357524494,0.0
2476.4,57.39960062125579,0,0.0,-0.004390267436437667,-0.0
2476.83,51.182303585049354,0,0.0,0.0001736391536100168,0.0
2467.39,47.26461610706748,0,0.0,-0.0038113233447591988,-0.0
2469.67,46.511074065253844,0,0.0,0.0009240533519225824,0.0
2457.86,37.775628626692644,0,0.0,-0.00478201541096579,-0.0
2463.53,32.979166666667155,0,0.0,0.00230688485104924,0.0
2463.59,20.783058360009917,0,0.0,2.4355295044076186e-05,0.0
2464.97,31.606050852912134,0,0.0,0.0005601581431973202,0.0
2465.0,30.71405282034577,0,0.0,1.2170533515654114e-05,0.0
2463.13,40.779220779221255,0,0.0,-0.000758620689655154,-0.0
2467.6,45.907473309608136,0,0.0,0.0018147641415595661,0.0
