Input Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
candle,-0.003589367845128474,0.643222090958322,0.06668822226448078,-7.452585401714632e-05,0.00226021160313295,0.5048457592119935,0.1791094508423481,5.437554112137499e-05
ohlc,-0.010259701354046701,0.6524163212071797,0.03002935117544276,-0.0002519958738660922,-0.0016369119720272113,0.5530737520424063,0.15037424344051117,-4.797147339609937e-05
