Model,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return,Scope,Strategy_Mode,Cost_Regime
SMA,-0.013337469358369833,0.5234566079109387,0.03440532869844621,-0.0001617186946916904,-0.018468895868477955,0.5066669027049993,0.06631093747097215,-0.0003105803894783973,xrp,long_short,no_cost
XGBoost,-0.00881774325048578,0.5399188788951409,0.05863594523967932,-0.00011597898248225791,0.003952032020163398,0.515240905109593,0.17486277309457135,3.6635472265285314e-05,xrp,long_short,no_cost
GRU,0.07255010116530514,0.5555860206692327,0.07142204350210199,0.0008693438167534536,0.022808194979977818,0.5343085537201635,0.09081504138179201,0.00032958282669457513,sol,long_only,with_cost
LightGBM,0.11010169627577072,0.5748479048539532,0.020476103611820503,0.001659360178851978,0.014208470470194051,0.5358536499430203,0.06786740927057132,0.00032157461056960327,sol,long_only,with_cost
Logistic Regression,0.08562555275780896,0.5656584955736229,0.04715432323969354,0.0013156388706353753,0.025310309280057137,0.559347714388089,0.05996227093065038,0.0003478159730175215,sol,long_only,with_cost
RSI,0.015199841020847942,0.5293862502710909,0.44551925533856546,0.00015832635963399034,0.001011840949536973,0.529253112033195,0.45840071877807725,9.648904501027879e-06,sol,long_only,with_cost
SMA,0.03749871563428903,0.5225225225225225,0.06377130291368883,0.000568910834429044,0.01420410705716085,0.5495750708215298,0.03498016588532275,0.00020835235386808295,sol,long_only,with_cost
XGBoost,0.0240770629569102,0.5255707427351786,0.190213425757023,0.0003029639798954775,-0.005531471322131023,0.5121637348091002,0.26697808120733024,-4.580439377517562e-05,sol,long_only,with_cost
GRU,0.0892038124782634,0.5555860206692327,0.07142204350210199,0.0010612951164082085,0.03871825906613512,0.5343085537201635,0.09081504138179201,0.0005437549433520198,sol,long_only,no_cost
LightGBM,0.1351077258289555,0.5748479048539532,0.020476103611820503,0.001964577414290203,0.04501727362199518,0.5358536499430203,0.06786740927057132,0.000604795931283539,sol,long_only,no_cost
Logistic Regression,0.10262127295782902,0.5656584955736229,0.04715432323969354,0.001582232108917411,0.042087781369997565,0.559347714388089,0.05996227093065038,0.0006077722657397509,sol,long_only,no_cost
RSI,0.02196174274449798,0.5293862502710909,0.44551925533856546,0.00022861480031930803,0.007849355543895572,0.529253112033195,0.45840071877807725,7.485637338069591e-05,sol,long_only,no_cost
SMA,0.03852371444950038,0.5225225225225225,0.06377130291368883,0.0005846766001948097,0.015756493994871595,0.5495750708215298,0.03498016588532275,0.00023115688644598678,sol,long_only,no_cost
XGBoost,0.04513719033791068,0.5255707427351786,0.190213425757023,0.0005486675316083833,0.01645399148970618,0.5121637348091002,0.26697808120733024,0.00016616546659487165,sol,long_only,no_cost
GRU,0.009327301036011414,0.5394716141440448,0.06798534110129675,7.990387053912115e-05,-0.10285778286488365,0.46595283492291956,0.04307432432432432,-0.001418089165054674,sol,short_only,with_cost
LightGBM,0.07631034079313768,0.5404516775048895,0.029673729608100507,0.0008433138891525175,-0.016314447233916052,0.4967597465424184,0.07735866716585549,-0.00017313276006329564,sol,short_only,with_cost
Logistic Regression,0.04278251131226998,0.542377537523177,0.025501593849615603,0.0003117195417009537,0.028603347665316643,0.5411416893399807,0.16973979782852863,0.00024959389875700967,sol,short_only,with_cost
RSI,-0.03304393269998936,0.5138489208633094,0.5361231000187653,-0.00034182883680766756,-0.0010453231509787975,0.5081189563948184,0.5219265367316341,-9.28359365062582e-06,sol,short_only,with_cost
SMA,-0.015990742163603636,0.49459391501131506,0.37574021012416425,-0.00016241897851302308,-0.00767278825021632,0.4858003442340792,0.43108056510118364,-7.72503165966365e-05,sol,short_only,with_cost
XGBoost,0.0049690362040862865,0.5149892893878408,0.0712544534033377,4.4194829606066736e-05,-0.023376475778247162,0.4871623667412131,0.13136465743167353,-0.00020222805280661215,sol,short_only,with_cost
GRU,0.027042507949013743,0.5394716141440448,0.06798534110129675,0.00025290012752891546,-0.07913412713289505,0.46595283492291956,0.04307432432432432,-0.001170038632963782,sol,short_only,no_cost
LightGBM,0.10411458601068851,0.5404516775048895,0.029673729608100507,0.0011428005277833565,0.008963756070383452,0.4967597465424184,0.07735866716585549,8.906778363768201e-05,sol,short_only,no_cost
Logistic Regression,0.07133907588637715,0.542377537523177,0.025501593849615603,0.0005643261227640924,0.0556281478100488,0.5411416893399807,0.16973979782852863,0.00048573118695318166,sol,short_only,no_cost
RSI,-0.0272143900451465,0.5138489208633094,0.5361231000187653,-0.0002815230814119842,0.005469004985736329,0.5081189563948184,0.5219265367316341,4.8570812479642366e-05,sol,short_only,no_cost
SMA,-0.015626137559788335,0.49459391501131506,0.37574021012416425,-0.00015872272505564319,-0.0072988005563676085,0.4858003442340792,0.43108056510118364,-7.348525635567266e-05,sol,short_only,no_cost
XGBoost,0.03293303483895056,0.5149892893878408,0.0712544534033377,0.0003348211715200885,0.005763100852302627,0.4871623667412131,0.13136465743167353,6.0940286277675105e-05,sol,short_only,no_cost
GRU,0.028766274536338912,0.7521541365650787,0.05863671122215508,0.00031281027358282947,-0.0005695200510269279,0.554708057366377,0.06539505219054967,2.9670379156150763e-05,sol,long_short,with_cost
LightGBM,0.08321772084382642,0.6123719353707723,0.029130071324915668,0.0011147646772056903,0.007269240956987461,0.4983356095081701,0.08240262892060195,0.00013703317159267188,sol,long_short,with_cost
Logistic Regression,0.07471022792793079,0.7311105761015315,0.020812954289212576,0.0008922966104864156,0.02683311854106766,0.5821152934257557,0.09783134195918337,0.00031402649081638555,sol,long_short,with_cost
RSI,-0.0151275089327762,0.5216175855672001,0.4908211776786654,-0.00015706670812882725,-0.004577051315539034,0.5186860342140067,0.49016362775485567,-4.208092972566988e-05,sol,long_short,with_cost
SMA,-0.017877081545693726,0.5391544702513522,0.14775056968243763,-0.0002017352603230574,-0.010583419305752682,0.43827560365303764,0.15709667975549485,-0.00011443597259750114,sol,long_short,with_cost
XGBoost,0.02048811382668875,0.5202105380335758,0.14814638833341895,0.0002336000160130848,-0.01551445198445279,0.4996733797434273,0.20306081119348862,-0.0001424238229575265,sol,long_short,with_cost
GRU,0.04616807117569737,0.7521541365650787,0.05863671122215508,0.000501370723033226,0.019873588782444773,0.554708057366377,0.06539505219054967,0.0002607705520300582,sol,long_short,no_cost
LightGBM,0.1070503337162492,0.6123719353707723,0.029130071324915668,0.0014042667891791573,0.031145824955196386,0.4983356095081701,0.08240262892060195,0.0003824273603990688,sol,long_short,no_cost
Logistic Regression,0.09562202994257349,0.7311105761015315,0.020812954289212576,0.0011354093084494138,0.04365146561420824,0.5821152934257557,0.09783134195918337,0.0005121808176415056,sol,long_short,no_cost
RSI,-0.004842854715089012,0.5216175855672001,0.4908211776786654,-5.0253218796411634e-05,0.006621214611219705,0.5186860342140067,0.49016362775485567,6.087024006367091e-05,sol,long_short,no_cost
SMA,-0.016906990976231138,0.5391544702513522,0.14775056968243763,-0.00019079434128585823,-0.009541684945922162,0.43827560365303764,0.15709667975549485,-0.00010316203179657254,sol,long_short,no_cost
XGBoost,0.04398709488732073,0.5202105380335758,0.14814638833341895,0.0004940966733439687,0.01141237683215206,0.4996733797434273,0.20306081119348862,0.00010924605630597954,sol,long_short,no_cost
