Model,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return,Scope,Strategy_Mode,Cost_Regime
RSI,-0.01416940809539368,0.5365458633102781,0.46863065061228487,-9.50449714032255e-05,-0.012290268037697512,0.5246810844398475,0.46339457472084383,-9.669564370354711e-05,all_assets,long_short,with_cost
SMA,-0.003369298759402844,0.5340852252111392,0.11668981359187701,-6.544283184526387e-05,-0.010476250034747139,0.4934342767365068,0.12319088389165656,-0.00013233813143797896,all_assets,long_short,with_cost
XGBoost,-0.01814847350142608,0.5287242622534798,0.12018108852246981,-0.00013313732395827096,-0.02505206308325283,0.5120156565871962,0.18976860369628934,-0.00018499862471459935,all_assets,long_short,with_cost
GRU,0.0660502187442627,0.742291213736249,0.07516527563289654,0.0004434014666498464,-0.000287684342305012,0.5039185519880062,0.11284706963034512,-2.1052814915126215e-05,all_assets,long_short,no_cost
LightGBM,0.0524018793366793,0.5952140521789159,0.04434085619713957,0.0004578171226816042,0.024897769651439174,0.5227021474707162,0.09446822278871132,0.00019508204722609553,all_assets,long_short,no_cost
Logistic Regression,0.051281605421517815,0.7660892449832091,0.026405291124837794,0.00042282335706236157,0.03710710101472412,0.547121415170129,0.1391577412792504,0.0003416535936422011,all_assets,long_short,no_cost
RSI,-0.0006851350184429454,0.5365458633102781,0.46863065061228487,-2.13339950522469e-06,-5.7791139414144254e-05,0.5246810844398475,0.46339457472084383,-8.203554390701434e-06,all_assets,long_short,no_cost
SMA,-0.0017529135398224641,0.5340852252111392,0.11668981359187701,-5.1908609176579716e-05,-0.008915000190111003,0.4934342767365068,0.12319088389165656,-0.0001181516216390356,all_assets,long_short,no_cost
XGBoost,0.01880868923260281,0.5287242622534798,0.12018108852246981,0.0001486165319608886,0.011806010574899113,0.5120156565871962,0.18976860369628934,8.898347271135102e-05,all_assets,long_short,no_cost
GRU,0.09839695705365639,0.6223037406096094,0.02574914767629643,0.0007049489006358957,0.24158010708383812,0.6782094594594594,0.022481528203279866,0.0019009989586376865,btc,long_only,with_cost
