Feature Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
extended,-0.021931372136754612,0.6952128855352266,0.028721318740292587,-0.0004133200119539625,-0.0098528095595882,0.5819891283555412,0.10938401505774382,-0.0001027043148137643
raw,-0.026379413914995077,0.6004255266302752,0.06799625469963094,-0.000414093778450424,-0.023660020609366873,0.4759303828988586,0.22009967922511547,-0.0002789612468711283
