Feature Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
extended,0.0037973005406756535,0.6441375645557519,0.05728911079766429,-9.272072090954048e-06,-0.008152368451872888,0.49550727211707496,0.06532125231232458,-4.956178798487653e-05
raw,-0.001552942596209127,0.6249200065827633,0.09346707199254572,1.6832902313814138e-05,-0.01733899571613707,0.47216190872653646,0.16783632263138779,-0.00013272855682407712
