Input Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
candle,-0.00853824942939366,0.6668568085340582,0.07871234033302786,-4.628982718457476e-05,-0.007474730163833848,0.5014000982556893,0.11259192033389083,-4.6160326763950315e-05
ohlc,0.01791372020009143,0.6038615614104406,0.054590342258341945,0.00015506795687266332,-0.023759709032161114,0.5083064040783367,0.12240608996749291,-0.00019526890307866202
