Feature Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
extended,0.04440114242747936,0.6007406413288531,0.05727460216994752,0.0005925777308211289,0.06729152814607368,0.5736559913026649,0.06267746726615775,0.000940352964817576
raw,0.008489385577335449,0.5416638112413663,0.10168356089012731,0.00011257453112987781,0.005110092059567693,0.530911114263492,0.10424722987418038,2.8591099680093662e-05
