Asset,Model,Input Type,Feature Type,Strategy,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
BTC,GRU,ohlc,extended,short,0.0302518219394329,0.6278481012658228,0.046337817638266,0.0001458632623502,-0.2470573995408223,0.6,0.0011152416356877,-0.0016276319165312
BTC,Logistic Regression,candle,extended,short,0.0625314044215792,0.6153846153846154,0.0492170022371364,0.0003714064428939,0.0561630279062055,0.5629343629343629,0.1351752271463007,0.0002022011548842
BTC,Logistic Regression,ohlc,extended,short,0.0360410113443174,0.64375,0.0384041759880686,0.0001730128773462,0.0476606404749518,0.5591766723842195,0.0604487298349712,0.0002021245341368
BTC,LightGBM,ohlc,extended,short,-0.0053909361746377,0.5755813953488372,0.0184563758389261,-3.0202003480259375e-05,0.0965841000527898,0.5493333333333333,0.0381976636380493,0.0004253867703793
BTC,LightGBM,candle,extended,short,0.0967113770033318,0.5916030534351145,0.0288963460104399,0.0006224331418296,0.0718155738675089,0.5423956931359354,0.0747264973113295,0.0003031619825149
BTC,XGBoost,candle,extended,short,0.0252891151787922,0.5150136487716106,0.1055182699478001,0.0001483653896126,0.0074069168552089,0.5215666831928607,0.1950676803263489,3.937099310114768e-05
BTC,RSI,rule,rule,short,-0.020514153894524,0.5304538216560509,0.4971087483678418,-0.0001035495251906,-0.0008420175838643,0.5195596618832318,0.4905345211581292,-3.963943733634109e-06
BTC,Logistic Regression,candle,raw,short,0.0789882391130512,0.5172413793103449,0.0167785234899328,0.0005531110332469,0.0295896226586033,0.5104079933388843,0.4546634526237715,0.0001024964678411
BTC,LightGBM,ohlc,raw,short,0.1374074538441889,0.5671641791044776,0.0283370618941088,0.0008062284658452,0.0145731469824701,0.507218479307026,0.195438531429631,7.126568494101295e-05
BTC,XGBoost,ohlc,extended,short,0.0466425159624802,0.5286168521462639,0.1239746457867263,0.0002659463311206,-0.0116908140190552,0.5040953090096798,0.2510661969219358,-5.072908156443447e-05
BTC,Logistic Regression,ohlc,raw,short,0.0139971233064704,0.534185303514377,0.1558538404175988,7.413984661630228e-05,0.0096034820642155,0.5040081435297111,0.7344706100500649,4.004531073335856e-05
BTC,LightGBM,candle,raw,short,0.0057455016503715,0.5189664650907092,0.1759880686055182,3.0724379344798066e-05,0.0082165184171544,0.5007139457401237,0.3901353606526979,3.9616718167227e-05
BTC,GRU,candle,raw,short,0.005980199266758,0.5041952707856598,0.1235052316890882,2.3978179426990677e-05,0.000921311466162,0.4967860422405877,0.8044609665427509,3.79069304555982e-06
BTC,XGBoost,candle,raw,short,0.0162608479533138,0.5173333333333333,0.1446681580909768,8.260093207606182e-05,0.0009992763635586,0.493815987933635,0.3035416280363434,4.70123759757957e-06
BTC,GRU,candle,extended,short,-0.007307246763132,0.5003257328990228,0.5739910313901345,-3.714201040422663e-05,-0.0099987192452087,0.4937938997402097,0.9539033457249072,-4.812774897533395e-05
BTC,SMA,rule,rule,short,0.0006086636943295,0.4970745357415416,0.3695158850226929,3.3951652774600785e-06,-0.0123869162977386,0.4923226907141116,0.3798420458819105,-6.661816037307711e-05
BTC,XGBoost,ohlc,raw,short,0.0411018485085016,0.5214446952595937,0.1291946308724832,0.000226936336961,0.0110658620624435,0.483554933519944,0.2562581123678843,5.448582186626069e-05
ETH,GRU,candle,extended,short,-0.0063422092290533,0.6,0.0446594715295869,-5.152550932890352e-05,-0.0227233516167561,0.5536480686695279,0.0240716551595446,-0.0001363394176477
ETH,GRU,candle,raw,short,0.02896184158359,0.5186385737439222,0.1190919240788984,0.0001838632805086,0.0212267916225717,0.5428571428571428,0.0141817503265534,0.0001606292798167
ETH,Logistic Regression,ohlc,extended,short,0.1619759912530402,0.6385542168674698,0.019677000185632,0.0007306827918572,-0.0140134799157067,0.5398230088495575,0.0226976744186046,-0.0001199246557448
ETH,Logistic Regression,ohlc,raw,short,0.2518608006300656,0.6428571428571429,0.0116948208650454,0.0023828291638655,0.0263632787871952,0.5397448478900884,0.1023255813953488,0.0002365440357469
ETH,XGBoost,ohlc,extended,short,0.0251644552456454,0.5408038976857491,0.0824206422869871,0.0001459702793601,0.0345447762503424,0.535754189944134,0.1784186046511628,0.0002306771041872
ETH,XGBoost,candle,extended,short,0.0141191877708812,0.5357798165137615,0.1084091330981993,8.514168428778291e-05,0.0290311375543094,0.5352245862884161,0.2106046511627907,0.0002280865258099
ETH,LightGBM,ohlc,extended,short,0.1097614639037572,0.6164383561643836,0.0167068869500649,0.0006197228794468,-0.0243096212713447,0.5238095238095238,0.0286511627906976,-0.000208249175658
ETH,LightGBM,candle,extended,short,0.0687310587242671,0.5952380952380952,0.0139224057917208,0.0004876153435472,-0.0270588484822531,0.5232815964523282,0.043906976744186,-0.0001983564444442
ETH,Logistic Regression,candle,extended,short,0.0161365525838941,0.5866209262435678,0.0634861704102468,0.0001038207917347,-0.0069883612341862,0.5224292615596964,0.2816744186046511,-6.364873812866083e-05
ETH,RSI,rule,rule,short,-0.0133378339933917,0.5376499793131981,0.4828162734534646,-7.582043664895227e-05,-0.0111928173351536,0.5198342214328004,0.4905941516111007,-7.964274125356543e-05
ETH,XGBoost,candle,raw,short,-0.0060393374467373,0.5064239828693791,0.0878039725264525,-3.3398844904709524e-05,-0.0209324911616347,0.510214250124564,0.1905116279069767,-0.0001426426075025
ETH,LightGBM,candle,raw,short,0.0771492425325031,0.5674740484429066,0.0304436606645628,0.0003278009624576,0.0025950590711102,0.4989979959919839,0.0463255813953488,2.260961032795183e-05
ETH,XGBoost,ohlc,raw,short,-0.0305375831420553,0.4965034965034965,0.0922591423798032,-0.0001605148285317,0.0187492701995911,0.4971098265895953,0.192,0.0001204197294061
ETH,SMA,rule,rule,short,0.0138953703921135,0.5027916544225683,0.3208325520345021,9.777979278109008e-05,0.0027841323604786,0.4925373134328358,0.3784545967287084,2.41449854165664e-05
ETH,LightGBM,ohlc,raw,short,0.1317681859906948,0.5964912280701754,0.0126229812511602,0.000703640185314,-0.0146692726763924,0.4914712153518124,0.0857674418604651,-7.884101124656588e-05
ETH,Logistic Regression,candle,raw,short,0.0614061217324428,0.5335195530726257,0.0354557267495823,0.000555957765998,-0.0071451837865636,0.4890593918726911,0.6403720930232558,-5.88366512104667e-05
ETH,GRU,ohlc,extended,short,0.0300080939287945,0.550561797752809,0.0182359508745813,0.0001495655888896,0.0494234989653534,0.4881889763779528,0.0462772905392797,0.0005337971376827
SOL,Logistic Regression,ohlc,extended,short,0.1142228745817783,0.5536723163841808,0.0183761485092818,0.000861954401282,0.0901108755498436,0.6046511627906976,0.0292025458629726,0.0006732950754876
SOL,Logistic Regression,candle,extended,short,0.1373503976208584,0.5550660792951542,0.0236264766547909,0.0010251457959152,0.0627934070674884,0.5514096185737977,0.1244852115312617,0.0006156319447854
SOL,GRU,candle,raw,short,-0.019658759460862,0.5017751479289941,0.0796842698740838,-0.0002170452644839,0.0178006988546214,0.5370370370370371,0.0108858858858858,0.0001482714631383
SOL,LightGBM,candle,extended,short,0.1320046751869621,0.5773195876288659,0.0105006562910181,0.0014505572605917,0.0017770742025332,0.5138339920948617,0.0243354548858105,1.883014820278501e-05
SOL,Logistic Regression,ohlc,raw,short,-0.0184331001034747,0.5405405405405406,0.0262516407275454,-0.0001958831045817,0.0401537121730005,0.5108834827144686,0.074691126918757,0.0003659046568107
SOL,RSI,rule,rule,short,-0.0272143900451465,0.5138489208633094,0.5361231000187653,-0.0002815230814119,0.0054690049857363,0.5081189563948184,0.5219265367316341,4.8570812479642366e-05
SOL,LightGBM,ohlc,raw,short,0.0947965063531529,0.4932432432432432,0.0136883555222201,0.0010091145434023,0.0428674187084277,0.4989429175475687,0.0441782104080868,0.0004312410646591
SOL,Logistic Regression,candle,raw,short,0.0522161314463466,0.5202312138728323,0.0337521095068441,0.0005660873984408,0.0294545964498625,0.4976224932809592,0.4505803070011231,0.0002880930707289
SOL,LightGBM,ohlc,extended,short,0.1367033649499536,0.5727848101265823,0.0339396212263266,0.0015808851979116,-0.0074656374867535,0.4956989247311828,0.0862972669412205,-8.057624194257061e-05
SOL,XGBoost,candle,raw,short,-0.0217634296036908,0.4915117219078415,0.1140071254453403,-0.0002373003957283,0.0337453423860815,0.4937388193202147,0.2066641707225758,0.0003389893673236
SOL,GRU,ohlc,extended,short,-0.0127395387136247,0.499879778792979,0.7814320616425484,-0.0001296670797304,-0.0050164495764146,0.4910957469097004,0.8798798798798799,-4.325425481949373e-05
SOL,GRU,candle,extended,short,-0.0178703825770214,0.4960666358167515,0.8058635594813005,-0.0001839541688739,0.0011814057038659,0.4898102600140548,0.9157282282282282,1.0062678819249852e-05
SOL,XGBoost,ohlc,extended,short,0.0513548456088376,0.5260770975056689,0.0435027189199324,0.0004883090650446,0.0074956666634684,0.4870689655172414,0.0634593785099213,6.537929427260094e-05
SOL,SMA,rule,rule,short,-0.0156261375597883,0.494593915011315,0.3757402101241642,-0.0001587227250556,-0.0072988005563676,0.4858003442340792,0.4310805651011836,-7.348525635567266e-05
