Input Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
candle,0.02638209236436676,0.5401850935748921,0.10397937973589894,0.00015907827054823865,0.006158551941724066,0.5135407543580658,0.2775363126207069,2.747999814651857e-05
ohlc,0.0391868529406923,0.5620044157294241,0.0735344431544897,0.0001527776559762143,-0.0222379679230606,0.4976814947651435,0.19872163166157703,-0.0012763759849852866
