Input Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
candle,0.023312656831849417,0.5274977802609759,0.04724923109094431,0.0002252924959279524,-0.01342899056059546,0.5008566805677734,0.136977914127156,-8.290814849808446e-05
ohlc,0.04856911091449028,0.5421026920972052,0.02928552202667149,0.0004902932067629603,-0.019132194068070374,0.5166847368258216,0.05855280530905297,-3.749043784156879e-05
