Model,Input Type,Feature Type,Strategy,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
LightGBM,candle,extended,long,0.16851925836694073,0.6068376068376068,0.012951477562933236,0.0030149871342428584,0.19804484240232814,0.6017699115044248,0.02443406395975566,0.0024177925706946974
Logistic Regression,candle,raw,long,0.09336334981458388,0.5233160621761658,0.018423932871214885,0.0015994042230060201,-0.010332685106038315,0.6,0.0016169601149838304,-0.00018657199802034008
LightGBM,ohlc,extended,long,0.251677858453291,0.62882096069869,0.026267785479751914,0.0036516687056818795,0.0492998106452817,0.573015873015873,0.06485806683435141,0.0005215700914548172
Logistic Regression,candle,extended,long,0.14824091139731999,0.6020942408376964,0.06293323604523897,0.0020409246845694193,0.09845522428686146,0.5589123867069486,0.03323751347466763,0.0014969176710493534
Logistic Regression,ohlc,raw,long,0.0728163105210822,0.5636942675159236,0.06457497263772345,0.0012250490186476988,0.0753061201933943,0.5542168674698795,0.11570247933884298,0.0010492802300911051
SMA,rule,rule,long,0.03852371444950038,0.5225225225225225,0.06377130291368883,0.0005846766001948097,0.015756493994871595,0.5495750708215298,0.03498016588532275,0.00023115688644598678
RSI,rule,rule,long,0.02196174274449798,0.5293862502710909,0.44551925533856546,0.00022861480031930803,0.007849355543895572,0.529253112033195,0.45840071877807725,7.485637338069591e-05
XGBoost,ohlc,extended,long,0.05052205898429716,0.55637707948244,0.054906968259759215,0.0006520581037161324,0.03883045344564561,0.5285493827160493,0.12306863097376931,0.0004038144336545763
GRU,candle,extended,long,0.15987433952402805,0.5986301369863014,0.07987570828002194,0.0019692861776745138,-0.004863009116529201,0.5254027261462205,0.07628643396905362,-6.473149573668925e-05
Logistic Regression,ohlc,extended,long,0.09606452009833003,0.5735294117647058,0.04268515140459686,0.0014635505094465055,0.004922466105772807,0.5242616033755274,0.08929213079410708,7.14631598388849e-05
XGBoost,candle,extended,long,0.0944596960927134,0.541871921182266,0.060197008391098136,0.001169815883947452,0.02650173852210759,0.5129118432769367,0.10348544735896514,0.0002578563185971826
GRU,ohlc,raw,long,0.025017289811771686,0.4989384288747346,0.21476878084445256,0.0003092739740444653,-0.0030065345121320086,0.505720529631058,0.707808564231738,-2.982314340305564e-05
XGBoost,candle,raw,long,0.0172452807021376,0.4991507430997877,0.4288580809923386,0.00017658220403524776,0.003126911603111664,0.5044736341138397,0.47610492274523897,2.751808706129917e-05
XGBoost,ohlc,raw,long,0.018321725572494552,0.5048832271762208,0.21689164538489603,0.0001962139347347008,-0.00264313761204015,0.5027200791295747,0.36525332375134745,-2.4526972933571506e-05
LightGBM,ohlc,raw,long,0.06487003862712686,0.5504587155963303,0.010944910616563297,0.0005478486551473304,-0.04023606201280262,0.48830811554332876,0.0637800934243622,-0.0002811292176126347
LightGBM,candle,raw,long,0.055363747868463466,0.5132743362831859,0.031740240788033565,0.0006438051620887451,-0.02703949654682649,0.4803206997084548,0.11839741286381603,-0.00023904971940272415
GRU,ohlc,extended,long,0.14842706697892458,0.5797101449275363,0.05117894352038019,0.001943254723104765,-0.012939702836141187,0.4789473684210526,0.0163727959697733,-0.00022356496477863593
GRU,candle,raw,long,,,,,,,0.0,
