Input Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
candle,0.10529522625231245,0.5550250067718585,0.09928281213298276,0.0015164007813663223,0.04055621800643069,0.5405416002081179,0.10419534431081011,0.0005299616334632542
ohlc,0.09096460863091475,0.5570515295045727,0.08527739476851544,0.0012486147030654348,0.013691676677122306,0.5194674774127929,0.19326701066478646,0.00018588545203893572
