Feature Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
extended,0.0398949670218166,0.6468616988081467,0.06115279152810689,0.00023211523043143914,0.015816481112298837,0.5031361513171273,0.07291830629797011,0.0001564918988515583
raw,0.03776490163154821,0.6238566711363521,0.07214989106326283,0.0003454043497983799,0.008255074706418689,0.5065703510168986,0.16207970400341357,6.425195360388507e-05
