Feature Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
extended,0.06465041922239922,0.6440296392349447,0.12260299258966253,0.0008130385675059727,0.011726301266215855,0.5416379156171108,0.16218327195338272,0.0001393960364894819
raw,0.019380545179836742,0.6218021835211968,0.08894486008158528,0.00024806880911930313,-0.0036953514331327414,0.5387246519221763,0.1622337367690401,3.1707833530573393e-06
