Asset,Model,Input Type,Feature Type,Strategy,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
BTC,GRU,candle,extended,long,0.20634560237196803,0.6225165562913907,0.016867037502242957,0.0018843142591752058,0.15583666046265168,0.625,0.019823391602090467,0.001180858930883797
BTC,LightGBM,ohlc,extended,long,0.09516917582776653,0.5849056603773585,0.016654727793696276,0.00034991478482744744,0.23301588335051554,0.6,0.010793308148947653,0.0007356200867536389
BTC,Logistic Regression,ohlc,raw,long,0.06846719372494353,0.5909090909090909,0.013968481375358166,0.0008495150234749292,0.08066924188078818,0.5770750988142292,0.02626371649577262,0.0006744993136065309
BTC,Logistic Regression,ohlc,extended,long,0.07159898361811426,0.6197916666666666,0.04262177650429799,0.0004426383062880509,0.050789048873799855,0.5698529411764706,0.02788271271811477,0.00037497613139863043
BTC,Logistic Regression,candle,extended,long,0.08994627527329699,0.6314699792960663,0.05462034383954155,0.0007408996968312935,0.10956359279593234,0.5674676524953789,0.055225760028782156,0.0008474696202368132
BTC,GRU,ohlc,extended,long,0.03083211173620878,0.585635359116022,0.05706082899694958,0.00021122998043011332,0.10221812285773457,0.563953488372093,0.03496125428005046,0.0006854152668512124
BTC,LightGBM,ohlc,raw,long,0.02939841625622752,0.530638852672751,0.07288681948424068,0.00010680438724056443,0.17437148023831167,0.5454545454545454,0.01834862385321101,0.0004423431635039791
BTC,LightGBM,candle,raw,long,0.06637075657358761,0.5319940476190477,0.12804441260744986,0.0003199920159451587,0.030432581393116203,0.5388828039430449,0.08850512682137075,0.0001860216803325925
BTC,XGBoost,ohlc,extended,long,0.05073044911525039,0.5435022026431718,0.17675501432664756,0.00022818283797696986,0.04032863672978121,0.5372907153729072,0.19050188882892607,0.00017800233456354619
BTC,RSI,rule,rule,long,0.017392808960042937,0.5525309336332959,0.44014336917562724,9.127639009563919e-05,0.018483884968819957,0.5370082240497889,0.43476696059024655,9.55697550100936e-05
BTC,GRU,candle,raw,long,0.025295617180715053,0.5315315315315315,0.010586757581195047,0.0003183607160839653,0.15334338422213734,0.5307692307692308,0.012434672914038566,0.0016305226401508548
BTC,XGBoost,candle,extended,long,0.053604024245229774,0.5568181818181818,0.11407593123209168,0.000254753680881923,0.03501603537065477,0.5270440251572327,0.15074653714696887,0.0001607279970984543
BTC,SMA,rule,rule,long,0.027478554871684716,0.5325670498084292,0.07498651321704729,0.00016683947449862353,-0.002716220222903594,0.5223367697594502,0.05489346334416757,-1.7310779073467822e-05
BTC,LightGBM,candle,extended,long,0.14876522204417816,0.6019417475728155,0.011103151862464184,0.0007066452510240629,-0.00948201500936275,0.5222222222222223,0.01690951610001799,-5.052027783957521e-05
BTC,XGBoost,candle,raw,long,0.0018461933601245167,0.5136540962288687,0.4244269340974212,9.448285110984353e-06,0.03626822163087065,0.5220824802573852,0.3211009174311927,0.0002200728623516559
BTC,Logistic Regression,candle,raw,long,0.033551584008504304,0.5398773006134969,0.015759312320916905,0.0004248492665353173,0.07943178000188991,0.5211640211640212,0.03543802842237813,0.0007010858192389939
BTC,GRU,ohlc,raw,long,0.03032223800819313,0.5255474452554745,0.051677731921765654,0.00011719020709302262,0.00920685415633277,0.5149193548387097,0.2301315552351775,6.671625104438999e-05
BTC,XGBoost,ohlc,raw,long,0.04342051192860018,0.5269804822043628,0.08219914040114613,0.00021669749236262158,0.002338096992407273,0.5101143359718557,0.10433531210649398,1.8993715361338067e-05
ETH,Logistic Regression,ohlc,extended,long,0.01773171190628808,0.5826086956521739,0.0603386167146974,0.0001280051297031144,0.055741528833692336,0.6015625,0.0414572864321608,0.00048811558315088686
ETH,Logistic Regression,candle,extended,long,0.046851350605113036,0.5962264150943396,0.08537463976945245,0.00035786746356773877,0.010943323666948713,0.5915492957746479,0.01507537688442211,9.81022941427441e-05
ETH,Logistic Regression,ohlc,raw,long,0.05823518474917777,0.5954692556634305,0.03314121037463977,0.0007676144922315119,0.023143120318780203,0.5856697819314641,0.03374012921751615,0.00032193051043262423
ETH,LightGBM,candle,extended,long,0.017025770013480983,0.5693430656934306,0.014048991354466859,0.00014831036256169485,0.03960245164809773,0.5692307692307692,0.013280689160086146,0.0006081548987260954
ETH,LightGBM,ohlc,extended,long,0.02041090613890774,0.557150451887294,0.18876080691642652,0.0001388640518905144,0.021117479557772753,0.5642092746730083,0.17031586503948312,0.00020168357446572656
ETH,XGBoost,candle,extended,long,0.021380433947085727,0.5399239543726235,0.07672910662824207,0.0001507723857375027,0.04505852893488107,0.5528455284552846,0.0732232591529074,0.0004139532241979332
ETH,GRU,candle,extended,long,0.019800938882567336,0.5844298245614035,0.0961746661854926,0.00016972071120124364,0.0013469723772842675,0.5491452991452992,0.09236298292902066,1.2156879977393323e-05
ETH,RSI,rule,rule,long,0.0007802807408378018,0.553082191780822,0.46566948999819785,4.946477167861074e-06,-0.007372186530476845,0.5365321701199564,0.44157242864835755,-6.0714310352809175e-05
ETH,SMA,rule,rule,long,-0.03128629590574866,0.5252225519287834,0.03214091156709642,-0.00021174691295544357,0.03784516264036556,0.5232,0.05914270211611503,0.00031663626971977963
ETH,LightGBM,candle,raw,long,0.0038913729852629725,0.5105099260412612,0.4724423631123919,2.343028760238483e-05,0.014121030510044763,0.5227904391328516,0.3375807609475951,0.00011916719446285086
ETH,XGBoost,ohlc,extended,long,-0.004541122266538274,0.541025641025641,0.19002161383285301,-3.147950268249361e-05,0.003426851891813617,0.5207323640280022,0.17354630294328788,2.9052947986285373e-05
