Asset,Model,Strategy Mode,Sharpe Cost Drag,Avg Return Cost Drag,Cumulative Return Cost Drag
ETH,SMA,long_short,0.001132785030626,9.54306130124106e-06,0.0641137431089844
ETH,LightGBM,short_only,0.03914123023947285,0.0002828259536611,0.24228624645103264
ETH,GRU,short_only,0.03695143216415777,0.00027301051558466667,0.11052069263293438
ETH,XGBoost,short_only,0.036024004349010375,0.0002491331680551,0.769782931463716
ETH,Logistic Regression,short_only,0.020711053907895204,0.00018199012193766383,0.32249170843419206
ETH,RSI,short_only,0.0089752468669973,6.389382277481745e-05,0.2797898516264598
ETH,SMA,short_only,0.0005429931336311,4.710056275997057e-06,0.035748715907091
SOL,LightGBM,long_only,0.030808803151801074,0.0002832213207139,0.30970805371964094
SOL,XGBoost,long_only,0.021985462811837175,0.000211969860370025,0.664718257850005
SOL,Logistic Regression,long_only,0.0167774720899404,0.000259956292722175,0.46658869439793726
SOL,GRU,long_only,0.012552772595735432,0.00017600289630528994,0.17690912280688195
SOL,RSI,long_only,0.0068375145943585,6.520746887966803e-05,0.5374805449016757
SOL,SMA,long_only,0.0015523869377107,2.280453257790384e-05,0.0166687230413529
SOL,XGBoost,long_short,0.026926828816604798,0.000251669879263475,0.9013341686405557
SOL,LightGBM,long_short,0.023876583998208877,0.00024539418880635,0.4965093784804139
SOL,Logistic Regression,long_short,0.016818347073140526,0.000198154326825075,1.191950515808496
SOL,RSI,long_short,0.0111982659267587,0.0001029511697893,0.868055313636798
SOL,GRU,long_short,0.009833102394691175,8.69801706885575e-05,0.2861301210013437
SOL,SMA,long_short,0.0010417343598305,1.1273940800928602e-05,0.0428064024173359
SOL,XGBoost,short_only,0.029139576630549724,0.000263168339084225,0.6207558122797381
SOL,Logistic Regression,short_only,0.02702480014473215,0.000236137288196125,0.9404209710120185
SOL,LightGBM,short_only,0.02527820330429945,0.00026220054370092497,0.30464053484520237
SOL,GRU,short_only,0.008856601723711926,7.691112566162616e-05,0.2032148326564832
SOL,RSI,short_only,0.0065143281367151,5.785440613026819e-05,0.4934716737032032
SOL,SMA,short_only,0.0003739876938487,3.765060240963844e-06,0.0192932240336737
XRP,XGBoost,long_only,0.029955635717541874,0.000291787482823625,0.6505327152036563
XRP,LightGBM,long_only,0.0215661831583906,0.000324673880394275,0.1056132090095155
XRP,Logistic Regression,long_only,0.015497086983303925,0.0002558952508005776,0.31349066103767065
XRP,GRU,long_only,0.01383299541027215,0.00019272445099014998,0.4879610301220912
XRP,RSI,long_only,0.0065555488355282,6.78848509595753e-05,0.8359703740353243
XRP,SMA,long_only,0.0009989311176195,1.7256162915326736e-05,0.0693776359069562
XRP,XGBoost,long_short,0.02544304105188515,0.00026384263762855,1.0181980284319978
XRP,LightGBM,long_short,0.01881433334565075,0.0002296030173065,0.34741559692821744
XRP,GRU,long_short,0.015151593858486526,0.000189359097656275,0.5592927019790798
XRP,Logistic Regression,long_short,0.008863291344099,9.333450622901393e-05,0.5149157503525433
XRP,RSI,long_short,0.005659150540139,5.899745772079142e-05,0.1984619528403056
XRP,SMA,long_short,0.0009573505929239,1.608367626886151e-05,0.0237103663036006
XRP,XGBoost,short_only,0.022309223780148824,0.00021577743671309999,0.5940851252704952
XRP,LightGBM,short_only,0.021014547793119377,0.0002369050870605,0.31990234586796273
XRP,GRU,short_only,0.0104581547070607,0.00018411888328643717,0.20810466138185812
XRP,Logistic Regression,short_only,0.009270353504178826,9.336588305186878e-05,0.4162571702374132
XRP,RSI,short_only,0.0047170835254777,4.958916278036859e-05,0.1063576581905098
XRP,SMA,short_only,0.0012445852116923,2.517401392111381e-05,0.0088453238539096
