Input Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
candle,-0.00045479419849004223,0.5479117374041004,0.07551984077946779,-4.8628901490917454e-05,-0.02542196627867769,0.51162935002586,0.2284592406041894,-0.00021290783678563755
ohlc,0.014799906675563326,0.5663677913462379,0.050920194671968476,-5.4356582470498e-05,-0.03508784915892246,0.509122795010371,0.1747678798651884,-0.0003513321543737362
