Asset,Model,Model Family,Input Type,Feature Type,Feature Set,Strategy Label,Cost Regime,Threshold Feasible,Feasibility Bucket,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Validation Trades,Validation Signal Ratio,Test Sharpe,Test Precision,Test Recall,Test Avg Return,Cumulative Return,Maximum Drawdown,Turnover,Number of Trades,Annualized Sharpe,Model Params
XRP,Logistic Regression,ML,candle,extended,candle_extended,long_short,with_cost,True,feasible,-0.05089612559927816,0.8162650602409638,0.010224043857768386,-0.0009627857108106541,234,0.0154337899543379,-0.014130790286822443,0.6599756690997567,0.14433682015510588,-0.00013906200556949763,-0.6022729403771352,-0.645322732765311,2034.0,2032.0,-1.195378753731093,"{""model_dir"": ""models/logistic_regression/candle_extended/xrp""}"
XRP,Logistic Regression,ML,candle,extended,candle_extended,long,no_cost,True,feasible,-0.022295940781230403,0.6088709677419355,0.027514577259475217,-0.0002492398005698366,348,0.02264840182648402,0.3160544762839719,0.6590909090909091,0.02104499274310595,0.0038043738831919386,0.9061006716528801,-0.1423632644006707,318.0,318.0,2.706731162137279,"{""model_dir"": ""models/logistic_regression/candle_extended/xrp""}"
XRP,Logistic Regression,ML,candle,extended,candle_extended,long,with_cost,True,feasible,-0.034557279062476666,0.6088709677419355,0.027514577259475217,-0.0004948043166988687,348,0.02264840182648402,0.28002903187606965,0.6590909090909091,0.02104499274310595,0.0034881807013737577,0.7055940072912894,-0.15877174706157526,318.0,318.0,2.264393601588355,"{""model_dir"": ""models/logistic_regression/candle_extended/xrp""}"
XRP,Logistic Regression,ML,ohlc,extended,ohlc_extended,long_short,no_cost,True,feasible,-0.00988808365793356,0.8280254777070064,0.01021672207277799,5.05603176902622e-05,234,0.014794520547945205,-0.0029117603507560997,0.6329679301691741,0.11422916099336784,2.4020609085955985e-05,-0.06986039132503041,-0.3532476058621006,1826.0,1824.0,0.09801040709745136,"{""model_dir"": ""models/logistic_regression/ohlc_extended/xrp""}"
XRP,Logistic Regression,ML,ohlc,extended,ohlc_extended,long_short,with_cost,True,feasible,-0.020445333362235155,0.8280254777070064,0.01021672207277799,-0.000202217460087516,234,0.014794520547945205,-0.013536995148870407,0.6329679301691741,0.11422916099336784,-0.00011594879650844959,-0.5091657247348996,-0.6165266578498443,1826.0,1824.0,-1.0414522543117044,"{""model_dir"": ""models/logistic_regression/ohlc_extended/xrp""}"
BTC,LightGBM,ML,ohlc,extended,ohlc_extended,long,no_cost,True,feasible,0.0959124812605611,0.5849056603773585,0.016654727793696276,0.00034991478482744744,248,0.01452054794520548,0.19498036350752454,0.626984126984127,0.014211189062781076,0.0005989073110690787,0.07768550013795572,-0.02490811729824416,218.0,218.0,1.8756681510957358,"{""model_dir"": ""models/lightgbm/ohlc_extended/btc"", ""tree_device"": ""cpu""}"
BTC,LightGBM,ML,ohlc,extended,ohlc_extended,long,with_cost,True,feasible,0.01920756086872181,0.5849056603773585,0.016654727793696276,7.695880998468018e-05,248,0.01452054794520548,0.09404993729955685,0.626984126984127,0.014211189062781076,0.00029612953329130094,-0.0014697675391049936,-0.04948561145825292,218.0,218.0,-0.02104389785780107,"{""model_dir"": ""models/lightgbm/ohlc_extended/btc"", ""tree_device"": ""cpu""}"
SOL,GRU,ML,candle,extended,candle_extended,long_short,no_cost,True,feasible,0.2035011912658824,0.8054187192118227,0.011426447650321143,0.002853172373814423,284,0.01866935114853116,0.22239673489904835,0.625,0.009895645915797049,0.0027586773433617984,0.5919160922805771,-0.19128553328805242,228.0,228.0,2.137873830263224,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/sol""}"
SOL,GRU,ML,candle,extended,candle_extended,long_short,with_cost,True,feasible,0.18037952748818475,0.8054187192118227,0.011426447650321143,0.002609544922834031,284,0.01866935114853116,0.19919496432750233,0.625,0.009895645915797049,0.002531972797907253,0.46998377709044137,-0.20452728903378503,228.0,228.0,1.7917204005265466,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/sol""}"
XRP,Logistic Regression,ML,ohlc,extended,ohlc_extended,long,no_cost,True,feasible,0.00989016740501992,0.6164874551971327,0.03134110787172012,0.000312663221549349,372,0.02547945205479452,0.17242067392170865,0.6183745583038869,0.0317489114658926,0.002531340950379305,0.93994741346296,-0.16922682294265934,428.0,428.0,1.9639709430811696,"{""model_dir"": ""models/logistic_regression/ohlc_extended/xrp""}"
XRP,Logistic Regression,ML,ohlc,extended,ohlc_extended,long,with_cost,True,feasible,-0.00414454889019438,0.6164874551971327,0.03134110787172012,7.932988821601606e-05,372,0.02547945205479452,0.1466291814174699,0.6183745583038869,0.0317489114658926,0.0022666766394252415,0.6701381184204263,-0.18967180356608593,428.0,428.0,1.5542257159063373,"{""model_dir"": ""models/logistic_regression/ohlc_extended/xrp""}"
BTC,Logistic Regression,ML,candle,raw,candle_raw,long_short,no_cost,True,feasible,0.035901936866296245,0.7620772946859904,0.019523729778700837,0.00039189707066768345,685,0.03789954337899543,0.11174825166415488,0.6051241415742208,0.031221723562357404,0.0007940229734248666,0.6187300553936104,-0.16099755342750488,942.0,936.0,2.0554443739889074,"{""model_dir"": ""models/logistic_regression/candle_raw/btc""}"
BTC,Logistic Regression,ML,candle,raw,candle_raw,long_short,with_cost,True,feasible,0.004973863376280126,0.7620772946859904,0.019523729778700837,0.0001017765887399729,685,0.03789954337899543,0.0667995430052445,0.6051241415742208,0.031221723562357404,0.0005319350613369546,0.16415907530469287,-0.21676982599940664,942.0,936.0,0.7164844563290161,"{""model_dir"": ""models/logistic_regression/candle_raw/btc""}"
ETH,Logistic Regression,ML,candle,extended,candle_extended,long_short,no_cost,True,feasible,0.05105757355978622,0.7981132075471697,0.042780135923337695,0.00036919715066970694,1180,0.07269406392694064,0.07623192047052708,0.6035357669012932,0.010311941768643884,0.0007925395770345459,0.15058433070672028,-0.1176669441071867,330.0,329.0,0.9395001643193369,"{""model_dir"": ""models/logistic_regression/candle_extended/eth""}"
ETH,Logistic Regression,ML,candle,extended,candle_extended,long_short,with_cost,True,feasible,0.010839464195889409,0.7981132075471697,0.042780135923337695,0.0001097750401169432,1180,0.07269406392694064,0.04333738688519634,0.6035357669012932,0.010311941768643884,0.0004867501033503353,0.025087304248381903,-0.13600595603265286,330.0,329.0,0.21902626777260356,"{""model_dir"": ""models/logistic_regression/candle_extended/eth""}"
XRP,GRU,ML,candle,extended,candle_extended,long,no_cost,True,feasible,0.1721913189299286,0.7058823529411765,0.024096385542168676,0.0024689909467342963,274,0.017113571886153565,0.157327813648633,0.6030534351145038,0.014358415121773901,0.0025665479249506805,0.3701118353741455,-0.11500467959686111,210.0,210.0,1.455335342339454,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/xrp""}"
XRP,GRU,ML,candle,extended,candle_extended,long,with_cost,True,feasible,0.14918830818270262,0.7058823529411765,0.024096385542168676,0.002212573834434831,274,0.017113571886153565,0.13643871180776038,0.6030534351145038,0.014358415121773901,0.0022860135738056423,0.27313566102119347,-0.1233700026908634,210.0,210.0,1.1399267220958473,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/xrp""}"
SOL,Logistic Regression,ML,ohlc,extended,ohlc_extended,short,no_cost,True,feasible,0.11898361420951982,0.5536723163841808,0.01837614850928183,0.0008619544012820907,256,0.016164383561643837,0.08414056725695356,0.6,0.026394608760763758,0.0006319855245665117,0.1519677706743232,-0.10056950376242046,332.0,332.0,1.1259943842386357,"{""model_dir"": ""models/logistic_regression/ohlc_extended/sol""}"
SOL,Logistic Regression,ML,ohlc,extended,ohlc_extended,short,with_cost,True,feasible,0.08082152264398251,0.5536723163841808,0.01837614850928183,0.0006088470566493225,256,0.016164383561643837,0.048169675026198254,0.6,0.026394608760763758,0.0003847514820133202,0.02561301134415106,-0.11466278271523977,332.0,332.0,0.24540080099719488,"{""model_dir"": ""models/logistic_regression/ohlc_extended/sol""}"
SOL,Logistic Regression,ML,candle,raw,candle_raw,long,no_cost,True,feasible,0.09789292871343665,0.5233160621761658,0.018423932871214885,0.0015994042230060201,342,0.01762557077625571,0.009167163862604856,0.6,0.0016169601149838304,0.0003093775321704266,0.0024265518521258134,-0.05300658695541183,28.0,28.0,0.06284443070048798,"{""model_dir"": ""models/logistic_regression/candle_raw/sol""}"
SOL,Logistic Regression,ML,candle,raw,candle_raw,long,with_cost,True,feasible,0.07467857189943022,0.5233160621761658,0.018423932871214885,0.001289300596063015,342,0.01762557077625571,-0.009314622217773618,0.6,0.0016169601149838304,-1.7289134496239975e-05,-0.0073323955577258015,-0.057307395973218433,28.0,28.0,-0.07015199785116555,"{""model_dir"": ""models/logistic_regression/candle_raw/sol""}"
XRP,Logistic Regression,ML,ohlc,raw,ohlc_raw,long_short,no_cost,True,feasible,-0.03020687703114634,0.7525062656641603,0.03837402772221203,-0.00039791051726745447,1048,0.0730593607305936,-0.002395521887352665,0.5990563220025601,0.4186768346070645,2.168831835904398e-05,-0.20975956014075325,-0.6764941895987897,1867.0,1750.0,0.18847585220998903,"{""model_dir"": ""models/logistic_regression/ohlc_raw/xrp""}"
XRP,Logistic Regression,ML,ohlc,raw,ohlc_raw,long_short,with_cost,True,feasible,-0.04067478366676528,0.7525062656641603,0.03837402772221203,-0.0006284730172674543,1048,0.0730593607305936,-0.005173856075031739,0.5990563220025601,0.4186768346070645,-1.9279495428682918e-05,-0.5889707794731174,-0.7061219846912122,1867.0,1750.0,-0.44390156991018315,"{""model_dir"": ""models/logistic_regression/ohlc_raw/xrp""}"
ETH,Logistic Regression,ML,ohlc,extended,ohlc_extended,long,no_cost,True,feasible,0.014508035017662683,0.5826086956521739,0.0603386167146974,0.0001280051297031144,822,0.05251141552511415,0.050846782854985784,0.5974025974025974,0.041277817659727205,0.0004516194156259934,0.17220226683925133,-0.14581000705655223,588.0,588.0,0.9009186971098816,"{""model_dir"": ""models/logistic_regression/ohlc_extended/eth""}"
ETH,Logistic Regression,ML,ohlc,extended,ohlc_extended,long,with_cost,True,feasible,-0.019719898392324034,0.5826086956521739,0.0603386167146974,-0.0001221687833403637,822,0.05251141552511415,0.016998263344802998,0.5974025974025974,0.041277817659727205,0.00018434668835326648,-0.0458382282161397,-0.18412269024448047,588.0,588.0,-0.1654270387390225,"{""model_dir"": ""models/logistic_regression/ohlc_extended/eth""}"
ETH,Logistic Regression,ML,candle,extended,candle_extended,long,no_cost,True,feasible,0.049129692153286664,0.5962264150943396,0.08537463976945245,0.00035786746356773877,1178,0.07260273972602739,-0.002568541167755248,0.5973154362416108,0.015972720746590095,1.5331092028474372e-05,-0.003312492939409939,-0.061851910676649635,264.0,264.0,0.019401315146160922,"{""model_dir"": ""models/logistic_regression/candle_extended/eth""}"
ETH,Logistic Regression,ML,candle,extended,candle_extended,long,with_cost,True,feasible,0.00928693524267777,0.5962264150943396,0.08537463976945245,9.855928746710993e-05,1178,0.07260273972602739,-0.03747704496905169,0.5973154362416108,0.015972720746590095,-0.00029473602206548505,-0.09129339832268146,-0.1249947327044636,264.0,264.0,-0.7646053335941849,"{""model_dir"": ""models/logistic_regression/candle_extended/eth""}"
SOL,GRU,ML,candle,extended,candle_extended,long,no_cost,True,feasible,0.29779708781439257,0.6605504587155964,0.013160299762383476,0.004637021133164093,158,0.009975290564656356,0.1792616787038646,0.5955056179775281,0.009535804246131702,0.0023968111390470356,0.22658592935989907,-0.10241389685806934,120.0,120.0,1.4133574758082572,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/sol""}"
SOL,GRU,ML,candle,extended,candle_extended,long,with_cost,True,feasible,0.2765920096304308,0.6605504587155964,0.013160299762383476,0.004383351408393451,158,0.009975290564656356,0.15914751721012133,0.5955056179775281,0.009535804246131702,0.0021608560828672604,0.17618382388128628,-0.10724722991781754,120.0,120.0,1.1378597001132895,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/sol""}"
XRP,GRU,ML,candle,raw,candle_raw,long_short,no_cost,True,feasible,0.055381515992162636,0.6303030303030304,0.028838273791490916,0.0006974820733062463,708,0.0466733778713279,-0.025776011872628016,0.5954142947501582,0.07267475095644255,-0.0005138563736248809,-0.6357562365110618,-0.7009634112524588,1394.0,1392.0,-1.1834413258858312,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_raw/xrp""}"
XRP,GRU,ML,candle,raw,candle_raw,long_short,with_cost,True,feasible,0.031194272103307115,0.6303030303030304,0.028838273791490916,0.00045454089683565806,708,0.0466733778713279,-0.02897421542788509,0.5954142947501582,0.07267475095644255,-0.0006676275866984196,-0.77647300327835,-0.8088210874411261,1394.0,1392.0,-1.8883126430182184,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_raw/xrp""}"
SOL,GRU,ML,ohlc,extended,ohlc_extended,long_short,no_cost,True,feasible,0.25195895970799487,0.6309523809523809,0.027199797493685503,0.002057801714374849,682,0.045300631463347674,0.045499439619318106,0.5938391485626509,0.030574250032688318,0.0006437806491616564,0.39933798773050033,-0.1675518681669942,700.0,700.0,1.0111365295540797,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/ohlc_extended/sol""}"
SOL,GRU,ML,ohlc,extended,ohlc_extended,long_short,with_cost,True,feasible,0.20643027393242327,0.6309523809523809,0.027199797493685503,0.0018166906032637377,682,0.045300631463347674,0.027119658407834438,0.5938391485626509,0.030574250032688318,0.000445880810712545,0.09528147470567117,-0.1973587837359212,700.0,700.0,0.3895723280947131,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/ohlc_extended/sol""}"
ETH,LightGBM,ML,candle,extended,candle_extended,long,no_cost,True,feasible,0.01284377610226246,0.5693430656934306,0.014048991354466859,0.00014831036256169485,254,0.012511415525114155,0.04256875921492783,0.5929203539823009,0.01202440775305097,0.0007448689812320948,0.07318469940171402,-0.16563963266523873,184.0,184.0,0.4669440787465874,"{""model_dir"": ""models/lightgbm/candle_extended/eth"", ""tree_device"": ""cpu""}"
ETH,LightGBM,ML,candle,extended,candle_extended,long,with_cost,True,feasible,-0.02416557669984973,0.5693430656934306,0.014048991354466859,-0.00017614219218283083,254,0.012511415525114155,0.02279394044935658,0.5929203539823009,0.01202440775305097,0.000459913229019705,0.006254499746885855,-0.17441136193041096,184.0,184.0,0.10973025497623845,"{""model_dir"": ""models/lightgbm/candle_extended/eth"", ""tree_device"": ""cpu""}"
BTC,LightGBM,ML,ohlc,extended,ohlc_extended,long_short,no_cost,True,feasible,0.1425795749305009,0.6309143686502177,0.012428780749942844,0.0005799138874397254,376,0.02045662100456621,0.16120126504259882,0.5922799422799423,0.01563516990687728,0.0006035548038497092,0.18913480559771978,-0.0355309502422837,522.0,522.0,2.262999527305904,"{""model_dir"": ""models/lightgbm/ohlc_extended/btc"", ""tree_device"": ""cpu""}"
BTC,LightGBM,ML,ohlc,extended,ohlc_extended,long_short,with_cost,True,feasible,0.06699470153080236,0.6309143686502177,0.012428780749942844,0.00028616388743972525,376,0.02045662100456621,0.07284691635769679,0.5922799422799423,0.01563516990687728,0.00028963727807651335,-0.009400821422018701,-0.06641306063158525,522.0,522.0,-0.09158940946585302,"{""model_dir"": ""models/lightgbm/ohlc_extended/btc"", ""tree_device"": ""cpu""}"
BTC,GRU,ML,ohlc,raw,ohlc_raw,long,no_cost,True,feasible,0.07167992357140646,0.5410526315789473,0.09223039655481788,0.00031555388996576904,742,0.08694060583874806,0.1920330637080478,0.5833333333333334,0.007568931338979996,0.0010142721290915602,0.07461124792915186,-0.026051775719777126,54.0,54.0,1.4128959630675701,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/ohlc_raw/btc""}"
BTC,GRU,ML,ohlc,raw,ohlc_raw,long,with_cost,True,feasible,0.036772660427710616,0.5410526315789473,0.09223039655481788,0.00017886967943945328,742,0.08694060583874806,0.16713331125356887,0.5833333333333334,0.007568931338979996,0.0008830221290915603,0.05451295940671996,-0.026734371215569763,54.0,54.0,1.057254780560778,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/ohlc_raw/btc""}"
BTC,GRU,ML,candle,extended,candle_extended,short,no_cost,True,feasible,0.021317578628320732,0.6416184971098265,0.020739910313901346,0.00013658496428098466,278,0.015832341905372013,0.11397211928015329,0.5828402366863905,0.03661710037174721,0.0005740897302314036,0.20813653017939893,-0.07486405230610405,452.0,452.0,1.7418897791891241,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/btc""}"
BTC,GRU,ML,candle,extended,candle_extended,short,with_cost,True,feasible,-0.02778490125541438,0.6416184971098265,0.020739910313901346,-0.0001446289085513851,278,0.015832341905372013,0.06351763833370702,0.5828402366863905,0.03661710037174721,0.00034006606159235045,0.031357466409671186,-0.10001170780612967,452.0,452.0,0.3216768799695885,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/btc""}"
BTC,Logistic Regression,ML,ohlc,extended,ohlc_extended,long_short,no_cost,True,feasible,0.046064309833419415,0.821875,0.019381171088590176,0.00022929334397592274,520,0.029406392694063928,0.035073843106281276,0.5818589743589744,0.03122205712154366,0.00015548755369577957,0.09366690375996001,-0.06549418527386464,788.0,788.0,0.7904277408606658,"{""model_dir"": ""models/logistic_regression/ohlc_extended/btc""}"
BTC,Logistic Regression,ML,ohlc,extended,ohlc_extended,long_short,with_cost,True,feasible,-0.013206049790061992,0.821875,0.019381171088590176,-5.331535167625109e-05,520,0.029406392694063928,-0.017680551216346978,0.5818589743589744,0.03122205712154366,-6.947166326996257e-05,-0.1699615747352764,-0.19181566426671937,788.0,788.0,-1.4948222744000432,"{""model_dir"": ""models/logistic_regression/ohlc_extended/btc""}"
BTC,LightGBM,ML,candle,raw,candle_raw,long_short,no_cost,True,feasible,0.005794466128390505,0.567816565878688,0.0913070715520428,4.3768654725274943e-05,2835,0.17159817351598172,0.003203668162620475,0.5814342145244606,0.1528390706680827,2.8962531358705023e-05,0.05425006295901258,-0.2891760969102164,4390.0,4382.0,0.2919814410359346,"{""model_dir"": ""models/lightgbm/candle_raw/btc"", ""tree_device"": ""cpu""}"
BTC,LightGBM,ML,candle,raw,candle_raw,long_short,with_cost,True,feasible,-0.03626763793689212,0.567816565878688,0.0913070715520428,-0.00022390031813262815,2835,0.17159817351598172,-0.030269088922979543,0.5814342145244606,0.1528390706680827,-0.00020363173711791634,-0.7732401892417453,-0.7801876245980328,4390.0,4382.0,-4.376661142475294,"{""model_dir"": ""models/lightgbm/candle_raw/btc"", ""tree_device"": ""cpu""}"
ETH,Logistic Regression,ML,ohlc,raw,ohlc_raw,long,no_cost,True,feasible,0.057379404188844116,0.5954692556634305,0.03314121037463977,0.0007676144922315119,530,0.028219178082191782,-0.0006147775816114043,0.5806451612903226,0.03230437903804738,9.390249407853027e-05,-0.002702778998610489,-0.1618650509632581,570.0,570.0,0.10442512140494636,"{""model_dir"": ""models/logistic_regression/ohlc_raw/eth""}"
ETH,Logistic Regression,ML,ohlc,raw,ohlc_raw,long,with_cost,True,feasible,0.030535962992215497,0.5954692556634305,0.03314121037463977,0.0004674526799337774,530,0.028219178082191782,-0.022149088528394097,0.5806451612903226,0.03230437903804738,-0.0002278716994698567,-0.18314972918124095,-0.26015314186070737,570.0,570.0,-0.6105408434536241,"{""model_dir"": ""models/logistic_regression/ohlc_raw/eth""}"
XRP,Logistic Regression,ML,ohlc,raw,ohlc_raw,long,no_cost,True,feasible,-0.05540987677107577,0.6547619047619048,0.010021865889212828,-0.0011335782522200108,154,0.007671232876712329,0.10303152871460002,0.5802997858672377,0.049165457184325106,0.0015819836741770774,0.9196399223057157,-0.3086140405392691,806.0,806.0,1.5960924620362453,"{""model_dir"": ""models/logistic_regression/ohlc_raw/xrp""}"
XRP,Logistic Regression,ML,ohlc,raw,ohlc_raw,long,with_cost,True,feasible,-0.06682709227278262,0.6547619047619048,0.010021865889212828,-0.0014544115855533446,154,0.007671232876712329,0.07469620721003718,0.5802997858672377,0.049165457184325106,0.001279949412935107,0.4478074983367233,-0.336707952136318,806.0,806.0,0.9869187487478159,"{""model_dir"": ""models/logistic_regression/ohlc_raw/xrp""}"
BTC,GRU,ML,candle,extended,candle_extended,long,no_cost,True,feasible,0.23377943649312624,0.6341463414634146,0.03265745558944913,0.0015061864908448542,432,0.02626521460602178,0.07775276833359161,0.5795454545454546,0.045954225986664266,0.0004889498888981247,0.22791532332684783,-0.13601555300446921,546.0,546.0,1.3762568522449414,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/btc""}"
