Asset,Model,Model Family,Input Type,Feature Type,Feature Set,Strategy Label,Cost Regime,Threshold Feasible,Feasibility Bucket,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Validation Trades,Validation Signal Ratio,Test Sharpe,Test Precision,Test Recall,Test Avg Return,Cumulative Return,Maximum Drawdown,Turnover,Number of Trades,Annualized Sharpe,Model Params
BTC,GRU,ML,candle,extended,candle_extended,long,with_cost,True,feasible,0.18445384219879948,0.6341463414634146,0.03265745558944913,0.0012427718566985128,432,0.02626521460602178,0.03949721604759232,0.5795454545454546,0.045954225986664266,0.00027179079798903385,0.01429466198926499,-0.16960961454513013,546.0,546.0,0.15360282504242861,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/btc""}"
XRP,LightGBM,ML,ohlc,raw,ohlc_raw,long_short,no_cost,True,feasible,-0.05819230398450348,0.5717919728660259,0.014437385752524772,-0.001031875818834456,496,0.02493150684931507,-0.012108491294175723,0.5776577767981779,0.20549722157331182,-0.00016360500001970065,-0.6564022158600167,-0.6790271104362481,2642.0,2642.0,-0.8256762990554868,"{""model_dir"": ""models/lightgbm/ohlc_raw/xrp"", ""tree_device"": ""cpu""}"
XRP,LightGBM,ML,ohlc,raw,ohlc_raw,long_short,with_cost,True,feasible,-0.0707900455319729,0.5717919728660259,0.014437385752524772,-0.001353670690629328,496,0.02493150684931507,-0.014453913435279396,0.5776577767981779,0.20549722157331182,-0.0002654442070681587,-0.8637564219342425,-0.8670847637398378,2642.0,2642.0,-1.8531162697954158,"{""model_dir"": ""models/lightgbm/ohlc_raw/xrp"", ""tree_device"": ""cpu""}"
SOL,LightGBM,ML,candle,extended,candle_extended,long_short,no_cost,True,feasible,0.15038255390665473,0.7396174863387979,0.01051180711563535,0.0020369567683880376,346,0.01762557077625571,0.05005419397425872,0.5771771771771772,0.020115208492272642,0.0006108524033090708,0.2445583512776912,-0.1279008028697971,696.0,696.0,0.9146710048758947,"{""model_dir"": ""models/lightgbm/candle_extended/sol"", ""tree_device"": ""cpu""}"
SOL,LightGBM,ML,candle,extended,candle_extended,long_short,with_cost,True,feasible,0.12188698995470612,0.7396174863387979,0.01051180711563535,0.001723226198439851,346,0.01762557077625571,0.02082353545158076,0.5771771771771772,0.020115208492272642,0.0003108524033090707,-0.024544686762350776,-0.2593178602089634,696.0,696.0,0.016245084366089957,"{""model_dir"": ""models/lightgbm/candle_extended/sol"", ""tree_device"": ""cpu""}"
SOL,GRU,ML,ohlc,extended,ohlc_extended,short,no_cost,True,feasible,0.14169598640683015,0.5987654320987654,0.01822965607968427,0.001495649701593092,278,0.014825661206186511,0.03937595178096337,0.5754189944134078,0.019331831831831833,0.0006761794147561851,0.10582971309023503,-0.12460135527027083,314.0,314.0,0.5403662971227428,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/ohlc_extended/sol""}"
SOL,GRU,ML,ohlc,extended,ohlc_extended,short,with_cost,True,feasible,0.10909655968888476,0.5987654320987654,0.01822965607968427,0.0011953410596177835,278,0.014825661206186511,0.017333357692290354,0.5754189944134078,0.019331831831831833,0.0003691961745327216,-0.009313986770088212,-0.13690964626178792,314.0,314.0,0.04966409274584179,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/ohlc_extended/sol""}"
BTC,Logistic Regression,ML,ohlc,raw,ohlc_raw,long,no_cost,True,feasible,0.06556188399704913,0.5909090909090909,0.013968481375358166,0.0008495150234749292,230,0.012054794520547946,0.058584176083771485,0.5748031496062992,0.02626371649577262,0.0005091837212203111,0.12750764982732443,-0.07457369184099705,432.0,432.0,0.8471506303591991,"{""model_dir"": ""models/logistic_regression/ohlc_raw/btc""}"
BTC,Logistic Regression,ML,ohlc,raw,ohlc_raw,long,with_cost,True,feasible,0.03885647162876941,0.5909090909090909,0.013968481375358166,0.0005445907810506864,230,0.012054794520547946,0.020876892682882543,0.5748031496062992,0.02626371649577262,0.0002115459259447206,-0.030699236476755543,-0.1247183857117149,432.0,432.0,-0.14334762386289224,"{""model_dir"": ""models/logistic_regression/ohlc_raw/btc""}"
SOL,Logistic Regression,ML,candle,extended,candle_extended,long,no_cost,True,feasible,0.259583977761755,0.6020942408376964,0.06293323604523897,0.0020409246845694193,838,0.05232876712328767,0.19025270923503268,0.5737704918032787,0.031440891124685594,0.0022052723681289005,0.8896864853090325,-0.1432023218312366,490.0,490.0,2.2277506075864184,"{""model_dir"": ""models/logistic_regression/candle_extended/sol""}"
SOL,Logistic Regression,ML,candle,extended,candle_extended,long,with_cost,True,feasible,0.20695158420117915,0.6020942408376964,0.06293323604523897,0.0017849910021959464,838,0.05232876712328767,0.15715251894245827,0.5737704918032787,0.031440891124685594,0.0019241248271452938,0.5921286836296231,-0.15454769763473397,490.0,490.0,1.6636481738130071,"{""model_dir"": ""models/logistic_regression/candle_extended/sol""}"
ETH,GRU,ML,candle,extended,candle_extended,long,no_cost,True,feasible,-0.014383982235925512,0.5844594594594594,0.03121616744857452,-8.183323080856363e-05,418,0.02708886245080992,0.005119301072474202,0.5737051792828686,0.02587601078167116,7.44785345764432e-05,0.0104293954623349,-0.17441619608178405,336.0,336.0,0.13040196435630816,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/eth""}"
ETH,GRU,ML,candle,extended,candle_extended,long,with_cost,True,feasible,-0.04493556673386242,0.5844594594594594,0.03121616744857452,-0.00032896160918694206,418,0.02708886245080992,-0.023189956984662533,0.5737051792828686,0.02587601078167116,-0.00015978441363072814,-0.10170655759659808,-0.19347815455772954,336.0,336.0,-0.6886919741719303,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/eth""}"
ETH,GRU,ML,candle,extended,candle_extended,short,no_cost,True,feasible,-0.04702594365771924,0.5682326621923938,0.0945292147376256,-0.00031036547322526296,1192,0.08181568591562186,-0.018410129478306718,0.571072319201995,0.04273185295764135,-9.239304366672411e-05,-0.04288841192405257,-0.12502942542494544,572.0,572.0,-0.2854327736542136,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/eth""}"
ETH,GRU,ML,candle,extended,candle_extended,short,with_cost,True,feasible,-0.07292268501030803,0.5682326621923938,0.0945292147376256,-0.0005436988065585963,1192,0.08181568591562186,-0.05746437569930248,0.571072319201995,0.04273185295764135,-0.0003420189788288188,-0.21659136953363034,-0.2351186117670232,572.0,572.0,-1.8197484173227472,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/eth""}"
BTC,GRU,ML,candle,extended,candle_extended,long_short,no_cost,True,feasible,0.03220500710496419,0.8208092485549132,0.010459673441537072,0.00019861830356051295,280,0.015923858332570696,0.13064137955805422,0.569197896120973,0.018759081813193842,0.0006560544458802611,0.24903276787599182,-0.07486405230610271,468.0,468.0,1.9807985617519914,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/btc""}"
BTC,GRU,ML,candle,extended,candle_extended,long_short,with_cost,True,feasible,-0.017152331781763785,0.8208092485549132,0.010459673441537072,-8.299089184178582e-05,280,0.015923858332570696,0.0789724963973245,0.569197896120973,0.018759081813193842,0.00042003139112521806,0.06032525090154883,-0.10001170780612945,468.0,468.0,0.5559302157718817,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_extended/btc""}"
ETH,LightGBM,ML,ohlc,extended,ohlc_extended,long,no_cost,True,feasible,0.01897450525018788,0.557150451887294,0.18876080691642652,0.0001388640518905144,2458,0.17178082191780822,0.034456676585480024,0.5687671232876712,0.1862885857860732,0.00030117715241998534,0.5949750969613123,-0.32474391246737266,2296.0,2296.0,1.2159397734052633,"{""model_dir"": ""models/lightgbm/ohlc_extended/eth"", ""tree_device"": ""cpu""}"
ETH,LightGBM,ML,ohlc,extended,ohlc_extended,long,with_cost,True,feasible,-0.01497415087203161,0.557150451887294,0.18876080691642652,-8.981750047524852e-05,2458,0.17178082191780822,0.003893497023561577,0.5687671232876712,0.1862885857860732,8.10127688583415e-05,-0.2859432226582501,-0.5385107109581316,2296.0,2296.0,-0.5616850329857008,"{""model_dir"": ""models/lightgbm/ohlc_extended/eth"", ""tree_device"": ""cpu""}"
ETH,LightGBM,ML,candle,extended,candle_extended,long_short,no_cost,True,feasible,0.005602956831382411,0.601338199513382,0.010551505144469368,8.206188351272081e-05,368,0.017990867579908677,0.03068379934970966,0.5685190005205623,0.016337785271874322,0.00038170110594877983,0.10669345724422974,-0.17248922878844097,516.0,512.0,0.5546247745225259,"{""model_dir"": ""models/lightgbm/candle_extended/eth"", ""tree_device"": ""cpu""}"
ETH,LightGBM,ML,candle,extended,candle_extended,long_short,with_cost,True,feasible,-0.032374145540488494,0.601338199513382,0.010551505144469368,-0.0002448416697867716,368,0.017990867579908677,0.002804706218052313,0.5685190005205623,0.016337785271874322,9.242665799925328e-05,-0.07615790969739455,-0.18633063650850834,516.0,512.0,-0.27334072325613457,"{""model_dir"": ""models/lightgbm/candle_extended/eth"", ""tree_device"": ""cpu""}"
ETH,GRU,ML,ohlc,extended,ohlc_extended,long_short,no_cost,True,feasible,0.02407661114683729,0.7903780068728523,0.04726178694026077,0.00013565650870667854,1012,0.0799853573716482,-0.024690397159583228,0.5674157303370787,0.018846799776077627,-0.00012369223627607608,-0.048188294073066684,-0.15916147442486106,472.0,472.0,-0.3815483173882887,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/ohlc_extended/eth""}"
ETH,GRU,ML,ohlc,extended,ohlc_extended,long_short,with_cost,True,feasible,-0.014732797737726299,0.7903780068728523,0.04726178694026077,-6.697507024068979e-05,1012,0.0799853573716482,-0.0633384728617506,0.5674157303370787,0.018846799776077627,-0.0003557147081861883,-0.1931598765421907,-0.23976407157971702,472.0,472.0,-1.806708370664578,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/ohlc_extended/eth""}"
XRP,LightGBM,ML,candle,extended,candle_extended,long_short,no_cost,True,feasible,0.04019671126650003,0.6215686274509804,0.010635238065766758,0.0008247946649593119,344,0.017168949771689496,0.012168823463161251,0.5673936123153145,0.0162780104147653,0.0003805382928550584,0.07617450510454482,-0.28207014939841624,594.0,592.0,0.34578512616597584,"{""model_dir"": ""models/lightgbm/candle_extended/xrp"", ""tree_device"": ""cpu""}"
XRP,LightGBM,ML,candle,extended,candle_extended,long_short,with_cost,True,feasible,0.02022001255964021,0.6215686274509804,0.010635238065766758,0.0005045818990018652,344,0.017168949771689496,-0.0049123646972160035,0.5673936123153145,0.0162780104147653,7.543625203873202e-05,-0.12584471044359358,-0.300729766395612,594.0,592.0,-0.20501779740176765,"{""model_dir"": ""models/lightgbm/candle_extended/xrp"", ""tree_device"": ""cpu""}"
BTC,Logistic Regression,ML,ohlc,extended,ohlc_extended,long,no_cost,True,feasible,0.07438114491640846,0.6197916666666666,0.04262177650429799,0.0004426383062880509,584,0.03506849315068493,0.035838983577739465,0.5613382899628253,0.027163158841518258,0.000299282052000236,0.07505153264560938,-0.10975537708858507,426.0,426.0,0.5645279802177118,"{""model_dir"": ""models/logistic_regression/ohlc_extended/btc""}"
BTC,Logistic Regression,ML,ohlc,extended,ohlc_extended,long,with_cost,True,feasible,0.02619358442231294,0.6197916666666666,0.04262177650429799,0.00017649247295471767,584,0.03506849315068493,-0.0010219201207338768,0.5613382899628253,0.027163158841518258,2.2144505531834605e-05,-0.07383289810909355,-0.16391384330535497,426.0,426.0,-0.48202377367271776,"{""model_dir"": ""models/logistic_regression/ohlc_extended/btc""}"
BTC,Logistic Regression,ML,candle,extended,candle_extended,short,no_cost,True,feasible,0.06431087455088644,0.6153846153846154,0.049217002237136466,0.00037140644289398577,694,0.03917808219178082,0.0843941904973093,0.5609195402298851,0.1357315038012238,0.00028542147146358394,0.4365248212706765,-0.05690918241445364,1576.0,1576.0,2.3220288744914597,"{""model_dir"": ""models/logistic_regression/candle_extended/btc""}"
BTC,Logistic Regression,ML,candle,extended,candle_extended,short,with_cost,True,feasible,0.012067932894787105,0.6153846153846154,0.049217002237136466,8.83062097937526e-05,694,0.03917808219178082,0.017439998543323267,0.5609195402298851,0.1357315038012238,7.408047529500155e-05,-0.17254269480440154,-0.19078254901327707,1576.0,1576.0,-1.1153757710715648,"{""model_dir"": ""models/logistic_regression/candle_extended/btc""}"
SOL,LightGBM,ML,candle,extended,candle_extended,long,no_cost,True,feasible,0.18949352392173893,0.6068376068376068,0.012951477562933236,0.0030149871342428584,216,0.010684931506849316,0.06372200265324535,0.5601659751037344,0.024254401724757457,0.0007634008890471225,0.1818833024867379,-0.1080632557307879,406.0,406.0,0.8949093177116825,"{""model_dir"": ""models/lightgbm/candle_extended/sol"", ""tree_device"": ""cpu""}"
SOL,LightGBM,ML,candle,extended,candle_extended,long,with_cost,True,feasible,0.1647642268230165,0.6068376068376068,0.012951477562933236,0.002691910211165936,216,0.010684931506849316,0.035308649142347485,0.5601659751037344,0.024254401724757457,0.00046858761103882416,0.025327471743306074,-0.13332386877101554,406.0,406.0,0.2037716634471345,"{""model_dir"": ""models/lightgbm/candle_extended/sol"", ""tree_device"": ""cpu""}"
XRP,LightGBM,ML,candle,raw,candle_raw,long,no_cost,True,feasible,-0.042574469657996585,0.5288220551378446,0.03844752186588921,-0.00045615653548338586,702,0.03643835616438356,0.053450044800700265,0.5576923076923077,0.02104499274310595,0.000669529311572391,0.13247180724723528,-0.14822253780558514,386.0,386.0,0.725348029048181,"{""model_dir"": ""models/lightgbm/candle_raw/xrp"", ""tree_device"": ""cpu""}"
XRP,LightGBM,ML,candle,raw,candle_raw,long,with_cost,True,feasible,-0.06395111543875055,0.5288220551378446,0.03844752186588921,-0.0007640512723254913,702,0.03643835616438356,0.023673563997816238,0.5576923076923077,0.02104499274310595,0.00034476969618777543,-0.010578309220774296,-0.17699547148149297,386.0,386.0,0.021729088007384025,"{""model_dir"": ""models/lightgbm/candle_raw/xrp"", ""tree_device"": ""cpu""}"
ETH,LightGBM,ML,candle,extended,candle_extended,short,no_cost,True,feasible,0.06710605704698691,0.5952380952380952,0.01392240579172081,0.0004876153435472476,236,0.011506849315068493,0.010598240651535243,0.5562130177514792,0.03497674418604651,0.00010683306246460223,0.026902283940465344,-0.16885736397845597,536.0,536.0,0.23421329894484882,"{""model_dir"": ""models/lightgbm/candle_extended/eth"", ""tree_device"": ""cpu""}"
ETH,LightGBM,ML,candle,extended,candle_extended,short,with_cost,True,feasible,0.019228974108643056,0.5952380952380952,0.01392240579172081,0.0001598375657694699,236,0.011506849315068493,-0.02562524119909533,0.5562130177514792,0.03497674418604651,-0.00017068173043480604,-0.14877447197226124,-0.2160825524237333,536.0,536.0,-0.9815964500284933,"{""model_dir"": ""models/lightgbm/candle_extended/eth"", ""tree_device"": ""cpu""}"
BTC,GRU,ML,candle,raw,candle_raw,long_short,no_cost,True,feasible,0.07357522793114127,0.6526223776223776,0.03589842803909625,0.000557056369602737,901,0.06580031115585247,0.03224782727182699,0.5529920017893779,0.12569170840923144,0.00019971112142550085,0.5839921895032785,-0.20153837299979616,2042.0,1922.0,1.3215653752724248,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_raw/btc""}"
BTC,GRU,ML,candle,raw,candle_raw,long_short,with_cost,True,feasible,0.03881079413612999,0.6526223776223776,0.03589842803909625,0.0003355681915777022,901,0.06580031115585247,0.003457030784861927,0.5529920017893779,0.12569170840923144,4.7112726316597556e-05,-0.22485927516947457,-0.3637250191473468,2042.0,1922.0,-0.48581011273115926,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_raw/btc""}"
BTC,Logistic Regression,ML,candle,extended,candle_extended,long,no_cost,True,feasible,0.10226455267452167,0.6314699792960663,0.05462034383954155,0.0007408996968312935,778,0.04410958904109589,0.10182060119896749,0.5517241379310345,0.05468609462133477,0.0006855985430207688,0.43497154885286915,-0.13273791359596954,858.0,858.0,1.851153759201735,"{""model_dir"": ""models/logistic_regression/candle_extended/btc""}"
BTC,Logistic Regression,ML,candle,extended,candle_extended,long,with_cost,True,feasible,0.057173140101652885,0.6314699792960663,0.05462034383954155,0.0004590156388602791,778,0.04410958904109589,0.054963927366455424,0.5517241379310345,0.05468609462133477,0.0004130940058156872,0.06276021017209965,-0.20845059396511034,858.0,858.0,0.3799022383525816,"{""model_dir"": ""models/logistic_regression/candle_extended/btc""}"
SOL,Logistic Regression,ML,candle,extended,candle_extended,short,no_cost,True,feasible,0.1498931659377055,0.5550660792951542,0.023626476654790923,0.001025145795915245,312,0.020730593607305937,0.070540041052578,0.5500420521446594,0.1224260576563085,0.0005536568525553254,0.8233975351779499,-0.1851747626470206,1356.0,1356.0,1.7373707871714072,"{""model_dir"": ""models/logistic_regression/candle_extended/sol""}"
SOL,Logistic Regression,ML,candle,extended,candle_extended,short,with_cost,True,feasible,0.11041814005706742,0.5550660792951542,0.023626476654790923,0.0007846171615540116,312,0.020730593607305937,0.03752391826594649,0.5500420521446594,0.1224260576563085,0.0003540773740019193,0.13437418271230284,-0.2588486940802126,1356.0,1356.0,0.48475542309185826,"{""model_dir"": ""models/logistic_regression/candle_extended/sol""}"
SOL,SMA,Rule,rule,rule,rule_based,long,no_cost,True,feasible,0.036358826139119435,0.5225225225225225,0.06377130291368883,0.0005846766001948097,60,0.06109531235666452,0.008562668962994043,0.5495750708215298,0.03498016588532275,0.00023115688644598678,0.04434361628434336,-0.29793619607572464,46.0,46.0,0.265686681745718,"{""long_window"": 50, ""short_window"": 30}"
SOL,SMA,Rule,rule,rule,rule_based,long,with_cost,True,feasible,0.034966466307165704,0.5225225225225225,0.06377130291368883,0.000568910834429044,60,0.06109531235666452,0.006949162008981453,0.5495750708215298,0.03498016588532275,0.00020835235386808295,0.02767489324299044,-0.3008844516677549,46.0,46.0,0.21329614633938562,"{""long_window"": 50, ""short_window"": 30}"
BTC,Logistic Regression,ML,candle,extended,candle_extended,long_short,no_cost,True,feasible,0.1097893483244622,0.8157349896480331,0.02740338593915929,0.0007893663891442637,779,0.04420091324200913,0.10470821982933669,0.54858934169279,0.027899323965590434,0.000694670667508377,0.4530745964843219,-0.12890225195220317,876.0,871.0,1.9071867645509792,"{""model_dir"": ""models/logistic_regression/candle_extended/btc""}"
BTC,Logistic Regression,ML,candle,extended,candle_extended,long_short,with_cost,True,feasible,0.06378387630201708,0.8157349896480331,0.02740338593915929,0.0005066184552599662,779,0.04420091324200913,0.056449701168883516,0.54858934169279,0.027899323965590434,0.0004187809877930747,0.069411580763586,-0.20243407472014296,876.0,871.0,0.40974944494132,"{""model_dir"": ""models/logistic_regression/candle_extended/btc""}"
BTC,Logistic Regression,ML,ohlc,extended,ohlc_extended,short,no_cost,True,feasible,0.03451834291789973,0.64375,0.038404175988068605,0.00017301287734626227,516,0.029223744292237442,0.029074928446890858,0.5483333333333333,0.061005006489894306,0.00012252318569364447,0.07098574053639006,-0.0667335045460059,762.0,762.0,0.6598634835727432,"{""model_dir"": ""models/logistic_regression/ohlc_extended/btc""}"
BTC,Logistic Regression,ML,ohlc,extended,ohlc_extended,short,with_cost,True,feasible,-0.02463680511613414,0.64375,0.038404175988068605,-0.0001091746226537377,516,0.029223744292237442,-0.025688126603020837,0.5483333333333333,0.061005006489894306,-9.97268143063555e-05,-0.17974945331442982,-0.19662369894976894,762.0,762.0,-1.7304444915992636,"{""model_dir"": ""models/logistic_regression/ohlc_extended/btc""}"
SOL,LightGBM,ML,ohlc,extended,ohlc_extended,long,no_cost,True,feasible,0.3764206664393963,0.62882096069869,0.026267785479751914,0.0036516687056818795,384,0.02091324200913242,0.004530680869442987,0.5476190476190477,0.049586776859504134,0.0001094954353550579,0.025058944412482465,-0.23344777964824925,770.0,770.0,0.2005112015401214,"{""model_dir"": ""models/lightgbm/ohlc_extended/sol"", ""tree_device"": ""cpu""}"
SOL,LightGBM,ML,ohlc,extended,ohlc_extended,long,with_cost,True,feasible,0.33261044470635204,0.62882096069869,0.026267785479751914,0.0033582189240224905,384,0.02091324200913242,-0.018841263473141218,0.5476190476190477,0.049586776859504134,-0.00015786567575605306,-0.21710348647483613,-0.3807599280121915,770.0,770.0,-0.7788233009584655,"{""model_dir"": ""models/lightgbm/ohlc_extended/sol"", ""tree_device"": ""cpu""}"
BTC,LightGBM,ML,candle,extended,candle_extended,short,no_cost,True,feasible,0.10126101612671852,0.5916030534351145,0.02889634601043997,0.0006224331418296556,472,0.023926940639269405,0.0955193070665964,0.5474006116207951,0.06638234748748377,0.0003527966895613173,0.25276932151927234,-0.06072932296565792,1054.0,1054.0,1.9885048824023555,"{""model_dir"": ""models/lightgbm/candle_extended/btc"", ""tree_device"": ""cpu""}"
BTC,LightGBM,ML,candle,extended,candle_extended,short,with_cost,True,feasible,0.046326183018385786,0.5916030534351145,0.02889634601043997,0.00030716596625713667,472,0.023926940639269405,0.015848657608351295,0.5474006116207951,0.06638234748748377,7.07630504175865e-05,-0.13368806534229483,-0.18251047901242168,1054.0,1054.0,-1.1946899524176322,"{""model_dir"": ""models/lightgbm/candle_extended/btc"", ""tree_device"": ""cpu""}"
ETH,LightGBM,ML,ohlc,extended,ohlc_extended,short,no_cost,True,feasible,0.1117793917080609,0.6164383561643836,0.016706886950064972,0.0006197228794468518,250,0.013333333333333334,0.07094812527349562,0.546875,0.01953488372093023,0.0005507744029677108,0.1051951624501315,-0.09786109026613132,280.0,280.0,0.8838977439285036,"{""model_dir"": ""models/lightgbm/ohlc_extended/eth"", ""tree_device"": ""cpu""}"
ETH,LightGBM,ML,ohlc,extended,ohlc_extended,short,with_cost,True,feasible,0.05514691325903366,0.6164383561643836,0.016706886950064972,0.00032006534520027653,250,0.013333333333333334,0.03534489239550222,0.546875,0.01953488372093023,0.0002955660696343777,0.002040769590397007,-0.10480765114080337,280.0,280.0,0.06487447496716703,"{""model_dir"": ""models/lightgbm/ohlc_extended/eth"", ""tree_device"": ""cpu""}"
XRP,GRU,ML,candle,raw,candle_raw,long,no_cost,True,feasible,0.030815264445238362,0.6548672566371682,0.013508579773640015,0.0007551264559537258,122,0.010341356273451084,0.00845677139955473,0.5454545454545454,0.011995637949836423,0.0005183532879049042,0.02532385176909524,-0.2212945733834667,212.0,212.0,0.20707506231959172,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_raw/xrp""}"
XRP,GRU,ML,candle,raw,candle_raw,long,with_cost,True,feasible,0.020360671200975008,0.6548672566371682,0.013508579773640015,0.0005661884028563804,122,0.010341356273451084,-0.004007174850855854,0.5454545454545454,0.011995637949836423,0.00021174171765697076,-0.04798434158239129,-0.235920952992705,212.0,212.0,-0.03791768055034379,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/candle_raw/xrp""}"
SOL,GRU,ML,ohlc,extended,ohlc_extended,long,no_cost,True,feasible,0.22675413579689627,0.5952380952380952,0.05026503381465911,0.001982258099911439,620,0.04228058936579116,0.03930885856692505,0.5425170068027211,0.057394746311622884,0.0005762630578247329,0.32420722108401323,-0.16439439855734173,638.0,638.0,0.8919058166247957,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/ohlc_extended/sol""}"
SOL,GRU,ML,ohlc,extended,ohlc_extended,long,with_cost,True,feasible,0.1867537838341145,0.5952380952380952,0.05026503381465911,0.0017474096150629542,620,0.04228058936579116,0.022346636214143154,0.5425170068027211,0.057394746311622884,0.00038638210544378023,0.05919814000886392,-0.1998661486650697,638.0,638.0,0.3041657302394098,"{""lookback_hours"": 24, ""model_dir"": ""models/gru/ohlc_extended/sol""}"
ETH,Logistic Regression,ML,ohlc,extended,ohlc_extended,short,no_cost,True,feasible,0.16961422963564365,0.6385542168674698,0.019677000185632076,0.0007306827918572863,266,0.015159817351598173,-0.050699527125790844,0.5414847161572053,0.023069767441860466,-0.00041891447110024735,-0.09904403449276311,-0.19100602382431353,354.0,354.0,-0.6652358938411148,"{""model_dir"": ""models/logistic_regression/ohlc_extended/eth""}"
ETH,Logistic Regression,ML,ohlc,extended,ohlc_extended,short,with_cost,True,feasible,0.10113699984542657,0.6385542168674698,0.019677000185632076,0.00045026110511029864,266,0.015159817351598173,-0.0784168120263133,0.5414847161572053,0.023069767441860466,-0.0006894384885674965,-0.20407444264336227,-0.274353344762056,354.0,354.0,-1.5203875952961823,"{""model_dir"": ""models/logistic_regression/ohlc_extended/eth""}"
SOL,Logistic Regression,ML,ohlc,raw,ohlc_raw,long,no_cost,True,feasible,0.09219951265275834,0.5636942675159236,0.06457497263772345,0.0012250490186476988,952,0.05735159817351598,0.08697624202881438,0.5414767547857794,0.1067193675889328,0.0008818895884571288,1.3550818633010193,-0.301002428294076,1520.0,1520.0,1.83691905747965,"{""model_dir"": ""models/logistic_regression/ohlc_raw/sol""}"
SOL,Logistic Regression,ML,ohlc,raw,ohlc_raw,long,with_cost,True,feasible,0.06347974022109276,0.5636942675159236,0.06457497263772345,0.0009597623944438773,952,0.05735159817351598,0.05169312557675378,0.5414767547857794,0.1067193675889328,0.0006394100989402645,0.3836123121131003,-0.4354215282898707,1520.0,1520.0,0.8272784679772769,"{""model_dir"": ""models/logistic_regression/ohlc_raw/sol""}"
BTC,Logistic Regression,ML,ohlc,raw,ohlc_raw,long_short,no_cost,True,feasible,0.02973648864340079,0.7938432835820896,0.0565043888044888,0.00023408682181434826,1648,0.09799086757990867,0.06470422248985695,0.5388883957958891,0.10770969690243931,0.0002613549388069179,0.7346749630876694,-0.16209855284756047,2750.0,2689.0,2.149987700140636,"{""model_dir"": ""models/logistic_regression/ohlc_raw/btc""}"
BTC,Logistic Regression,ML,ohlc,raw,ohlc_raw,long_short,with_cost,True,feasible,-0.008087014624260737,0.7938432835820896,0.0565043888044888,-3.46923021371894e-05,1648,0.09799086757990867,0.004368378233710917,0.5388883957958891,0.10770969690243931,3.485651609398417e-05,-0.3374301955967557,-0.48150363835849863,2750.0,2689.0,-1.4195913255893549,"{""model_dir"": ""models/logistic_regression/ohlc_raw/btc""}"
BTC,RSI,Rule,rule,rule,rule_based,long,no_cost,True,feasible,0.01762290854905473,0.5525309336332959,0.44014336917562724,9.127639009563919e-05,1911,0.4061957415699534,0.019234038895722068,0.5370082240497889,0.43476696059024655,9.55697550100936e-05,0.4474182540412832,-0.2577890972596809,1829.0,1829.0,1.1091241339585975,"{""window"": 7}"
BTC,RSI,Rule,rule,rule,rule_based,long,with_cost,True,feasible,0.00041978634795924156,0.5525309336332959,0.44014336917562724,1.600079954445813e-05,1911,0.4061957415699534,0.0021844666811146143,0.5370082240497889,0.43476696059024655,2.438727001342767e-05,-0.23692354141442984,-0.4854759206401622,1829.0,1829.0,-0.5420545959730949,"{""window"": 7}"
ETH,RSI,Rule,rule,rule,rule_based,long,no_cost,True,feasible,-0.0023268644770472486,0.553082191780822,0.46566948999819785,4.946477167861074e-06,1917,0.4269395960888239,-0.009345292981071214,0.5365321701199564,0.44157242864835755,-6.0714310352809175e-05,-0.35287997374545954,-0.6409520132071614,1772.0,1772.0,-0.44661244516687815,"{""window"": 7}"
ETH,RSI,Rule,rule,rule,rule_based,long,with_cost,True,feasible,-0.011287928929067381,0.553082191780822,0.46566948999819785,-6.689641666775536e-05,1917,0.4269395960888239,-0.013913731661323885,0.5365321701199564,0.44157242864835755,-0.0001283478981390686,-0.652006366025074,-0.7695180645745411,1772.0,1772.0,-1.441185213983188,"{""window"": 7}"
ETH,Logistic Regression,ML,ohlc,raw,ohlc_raw,short,no_cost,True,feasible,0.27742703646364014,0.6428571428571429,0.01169482086504548,0.002382829163865552,188,0.008949771689497716,0.015923054720518283,0.5363984674329502,0.10418604651162791,0.00017765163967733955,0.1521014359069477,-0.16614484782249306,1528.0,1528.0,0.5612192098243305,"{""model_dir"": ""models/logistic_regression/ohlc_raw/eth""}"
