Input Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
candle,-0.016341782779747942,0.5705144378839804,0.16766097819584727,-0.00020667171698780828,0.050251701986701244,0.5477622426500657,0.09714128230979736,0.0009290621395625749
ohlc,-0.01314406801661273,0.5896223560700696,0.042941869186260015,-0.000285167743892675,0.07956241854546568,0.5552836038601341,0.04034787587466545,0.001253654858720587
