Model,Input Type,Feature Type,Strategy,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
GRU,ohlc,extended,long,0.2157290073313649,0.6363636363636364,0.021723256663015698,0.002106316665455017,0.3322901761389604,0.7368421052631579,0.002544529262086514,0.0024691082235398366
LightGBM,candle,extended,long,0.01592160036420963,0.651685393258427,0.010568513119533527,0.0006367235614654961,0.2533017421378779,0.6857142857142857,0.013062409288824383,0.005192066774516311
Logistic Regression,candle,extended,long,-0.022295940781230403,0.6088709677419355,0.027514577259475217,-0.0002492398005698366,0.3160544762839719,0.6590909090909091,0.02104499274310595,0.0038043738831919386
Logistic Regression,ohlc,extended,long,0.00989016740501992,0.6164874551971327,0.03134110787172012,0.000312663221549349,0.17242067392170865,0.6183745583038869,0.0317489114658926,0.002531340950379305
GRU,candle,extended,long,0.1721913189299286,0.7058823529411765,0.024096385542168676,0.0024689909467342963,0.157327813648633,0.6030534351145038,0.014358415121773901,0.0025665479249506805
Logistic Regression,ohlc,raw,long,-0.05540987677107577,0.6547619047619048,0.010021865889212828,-0.0011335782522200108,0.10303152871460002,0.5802997858672377,0.049165457184325106,0.0015819836741770774
LightGBM,candle,raw,long,-0.042574469657996585,0.5288220551378446,0.03844752186588921,-0.00045615653548338586,0.053450044800700265,0.5576923076923077,0.02104499274310595,0.000669529311572391
GRU,candle,raw,long,0.030815264445238362,0.6548672566371682,0.013508579773640015,0.0007551264559537258,0.00845677139955473,0.5454545454545454,0.011995637949836423,0.0005183532879049042
RSI,rule,rule,long,0.015496349221849597,0.549043549043549,0.4917973022238425,0.0001284287963732067,0.014233616100795989,0.5310330747243773,0.4720508166969147,0.00016442428477647067
XGBoost,candle,extended,long,0.024965428516294495,0.5636588380716935,0.08309037900874636,0.0002515847244415762,0.029126174599096392,0.52875,0.1534833091436865,0.00031469920791867624
LightGBM,ohlc,extended,long,-0.015949145568785773,0.6238532110091743,0.01239067055393586,-0.00011479091577942766,0.043104680670720846,0.525974025974026,0.01469521044992743,0.0007790420058427177
XGBoost,ohlc,extended,long,0.03931072314600632,0.5608695652173913,0.07051749271137027,0.0004193096066527719,0.036880726065441904,0.5207591933570581,0.079644412191582,0.0004906638086898728
LightGBM,ohlc,raw,long,-0.02527637219691698,0.5436681222707423,0.045371720116618074,-0.0001834470449293323,0.11163160357705383,0.512,0.011611030478955007,0.0008365251967069926
XGBoost,ohlc,raw,long,0.011396782554493204,0.5450236966824644,0.04190962099125364,0.00014156768983099863,0.06666400397124966,0.5088757396449705,0.09361393323657474,0.00040476334028063786
SMA,rule,rule,long,0.019242406676311018,0.5341463414634147,0.040087863811092805,0.0004232952161745058,0.07492068454962697,0.5005359056806002,0.08503277494537509,0.000987341126089375
Logistic Regression,candle,raw,long,0.004641488313448818,0.510908168442415,0.5504737609329446,6.558621322119624e-05,0.024632893768846014,0.4976452119309262,0.05751088534107402,0.00028498162950162136
XGBoost,candle,raw,long,-0.008910258519147132,0.5297619047619048,0.032434402332361514,-3.8446863160230294e-05,-0.03801097220153031,0.49603174603174605,0.06803338171262699,-0.0004287743020514022
GRU,ohlc,raw,long,0.014364783225301889,0.5833333333333334,0.014056224899598393,0.00034241771437786505,,,0.0,
