Feature Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
extended,0.0039393291703570255,0.5691601574340128,0.10731281841171929,-5.776502641576761e-05,-0.027826029618079163,0.5260051008081986,0.20832002562001906,-0.00022402017399982276
raw,-0.0036043957954000755,0.5296693185388052,0.06863747978993041,-0.0001380525243269229,-0.04612121170021124,0.48338086214455134,0.2679379186622649,-0.0014841461680026712
