Feature Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
extended,0.03989496702181664,0.6468616988081467,0.06115279152810694,0.00023211523043146573,0.01581648111229883,0.5031361513171274,0.07291830629797014,0.0001564918988515822
raw,0.03776490163154825,0.6238566711363521,0.07214989106326287,0.0003454043497984001,0.008255074706418716,0.5065703510168986,0.1620797040034136,6.425195360392298e-05
