Input Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
candle,0.02371044735170608,0.5499913467432533,0.12345520622673682,0.00016068109466330508,0.016062647727960275,0.5245019950498454,0.20315100873557632,0.00011288882327837006
ohlc,0.10058821740744842,0.585367561816559,0.03837783868717568,0.0006502106112894561,-0.03334222891597389,0.519579213546103,0.07844082330528518,-0.00012244600767647817
