Model,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
GRU,0.05730308510407973,0.5726735269100347,0.0963306043982518,0.0005992763866875547,0.03984023997085554,0.5315867589758644,0.13377256267011173,0.0004178621074853016
LightGBM,0.060722425216837295,0.566339193045986,0.06958358560740906,0.000648906246535437,0.07509092519930123,0.5438052438179983,0.06449076157015654,0.000801046124575216
Logistic Regression,0.04734574728410088,0.5825217966005115,0.07322562429330472,0.0005611854830938724,0.05831613355536332,0.5514130879542863,0.0393552128715794,0.0008172143692244408
RSI,0.014074423580807731,0.5460107311821895,0.4607823541840583,0.00011331661598900375,0.008710724254980573,0.5334566452318295,0.451697731178399,6.853402570361275e-05
SMA,0.01514086615295326,0.5286146164307874,0.05274664787723134,0.00024076609447812384,0.027176411733213415,0.523911936565395,0.05851227657274511,0.0003794558757954184
XGBoost,0.03036159569765881,0.5360872788439531,0.13521400008840206,0.0002645075457876163,0.021043576664073332,0.5209898702893164,0.16702554089404165,0.00017317032441260826
