Asset,Model,Model Family,Feature Set,Input Type,Feature Type,Strategy Mode,Cumulative Return no_cost,Cumulative Return with_cost,Number of Trades no_cost,Number of Trades with_cost,Test Avg Return no_cost,Test Avg Return with_cost,Test Sharpe no_cost,Test Sharpe with_cost,Turnover no_cost,Turnover with_cost,Sharpe Cost Drag,Avg Return Cost Drag,Cumulative Return Cost Drag
BTC,Logistic Regression,ML,ohlc_raw,ohlc,raw,short_only,0.2793573774562281,-0.5679739572709911,3101.0,3101.0,4.004531073335856e-05,-2.902836276199706e-05,0.0096034820642155,-0.0069528677177078,3101.0,3101.0,0.0165563497819233,6.907367349535562e-05,0.8473313347272191
BTC,RSI,Rule,rule_based,rule,rule,long_only,0.4474182540412832,-0.2369235414144298,1829.0,1829.0,9.55697550100936e-05,2.438727001342767e-05,0.0184838849688199,0.0047173322934419,1829.0,1829.0,0.013766552675377998,7.118248499666593e-05,0.684341795455713
BTC,RSI,Rule,rule_based,rule,rule,long_short,0.3407196821044491,-0.6353240667336932,2913.0,2913.0,4.27502343018375e-05,-5.458963634285266e-05,0.0086709823588902,-0.011062414997532,3719.0,3719.0,0.019733397356422197,9.733987064469016e-05,0.9760437488381424
BTC,RSI,Rule,rule_based,rule,rule,short_only,-0.0737164752751611,-0.522038833677365,1890.0,1890.0,-3.963943733634109e-06,-6.898261878769346e-05,-0.0008420175838643,-0.0146436167703352,1890.0,1890.0,0.0138015991864709,6.501867505405936e-05,0.4483223584022039
BTC,SMA,Rule,rule_based,rule,rule,long_only,-0.0217145225874242,-0.0440594450559618,66.0,66.0,-1.7310779073467822e-05,-3.715613989821005e-05,-0.0027162202229035,-0.0058293496180675,66.0,66.0,0.003113129395164,1.9845360824742227e-05,0.0223449224685376
BTC,SMA,Rule,rule_based,rule,rule,long_short,-0.0217145225874242,-0.0440594450559618,66.0,66.0,-1.7310779073467822e-05,-3.715613989821005e-05,-0.0027162202229035,-0.0058293496180675,66.0,66.0,0.003113129395164,1.9845360824742227e-05,0.0223449224685376
BTC,SMA,Rule,rule_based,rule,rule,short_only,-0.2830393010680978,-0.3052864615012548,90.0,90.0,-6.661816037307711e-05,-7.04568150160213e-05,-0.0123869162977386,-0.0130987977577325,90.0,90.0,0.0007118814599938999,3.838654642944182e-06,0.022247160433157
BTC,XGBoost,ML,candle_extended,candle,extended,long_only,0.2696777895728259,-0.4733644251291025,2514.0,2514.0,0.0001607279970984,-0.000115970116109,0.0350160353706547,-0.0252406213223521,2514.0,2514.0,0.0602566566930068,0.00027669811320739997,0.7430422147019284
BTC,XGBoost,ML,candle_extended,candle,extended,long_short,0.3877314183082903,-0.8083842832147788,5185.0,5185.0,0.0001024420095467,-0.0002147695289147,0.0205752778449238,-0.043090145770789,5656.0,5656.0,0.0636654236157128,0.0003172115384614,1.1961157015230692
BTC,XGBoost,ML,candle_extended,candle,extended,short_only,0.0521944823941835,-0.6450235994794642,3104.0,3104.0,3.937099310114768e-05,-0.0002299398646083,0.0074069168552089,-0.0432433618743293,3104.0,3104.0,0.0506502787295382,0.00026931085770944766,0.6972180818736476
BTC,XGBoost,ML,candle_raw,candle,raw,long_only,0.9925386740449716,-0.5246081851972608,4094.0,4094.0,0.0002200728623516,1.0523286452270118e-05,0.0362682216308706,0.0017333926575174,4094.0,4094.0,0.0345348289733532,0.00020954957589932986,1.5171468592422324
BTC,XGBoost,ML,candle_raw,candle,raw,long_short,0.9600142217299504,-0.8953126142161182,6670.0,6670.0,0.0001209270506353,-0.0002048758286559,0.0224828918685225,-0.0380317441979017,8369.0,8369.0,0.060514636066424196,0.0003258028792912,1.8553268359460686
BTC,XGBoost,ML,candle_raw,candle,raw,short_only,-0.0208478424031153,-0.8027674694255431,4577.0,4577.0,4.70123759757957e-06,-0.0002369729705472,0.0009992763635586,-0.0503003218041742,4577.0,4577.0,0.0512995981677328,0.00024167420814477956,0.7819196270224278
BTC,XGBoost,ML,ohlc_extended,ohlc,extended,long_only,0.3931713139921882,-0.4668143232599713,2744.0,2744.0,0.0001780023345635,-6.563033920611382e-05,0.0403286367297812,-0.0148690945047739,2744.0,2744.0,0.055197731234555104,0.0002436326737696138,0.8599856372521595
BTC,XGBoost,ML,ohlc_extended,ohlc,extended,long_short,0.1359321636367516,-0.8829610561274578,5687.0,5687.0,3.580444233337223e-05,-0.0002503986258943,0.0079763621742815,-0.0556882801063001,6492.0,6492.0,0.06366464228058161,0.0002862030682276723,1.0188932197642093
BTC,XGBoost,ML,ohlc_extended,ohlc,extended,short_only,-0.1491595195991736,-0.7406887019358819,3394.0,3394.0,-5.072908156443447e-05,-0.0002718571530461,-0.0116908140190552,-0.0625478263568267,3394.0,3394.0,0.0508570123377715,0.00022112807148166554,0.5915291823367083
BTC,XGBoost,ML,ohlc_raw,ohlc,raw,long_only,-0.0157842518936704,-0.3958536794288211,1394.0,1394.0,1.8993715361338067e-05,-0.0001955621333633,0.0023380969924072,-0.0240574834725302,1394.0,1394.0,0.0263955804649374,0.00021455584872463808,0.3800694275351507
BTC,XGBoost,ML,ohlc_raw,ohlc,raw,long_short,0.1035248467865481,-0.8046451715999592,4516.0,4516.0,4.287971001336055e-05,-0.0002179803670084,0.007227399640654,-0.0367153078325862,4946.0,4946.0,0.043942707473240195,0.00026086007702176057,0.9081700183865072
BTC,XGBoost,ML,ohlc_raw,ohlc,raw,short_only,0.1287992561648807,-0.6856468452120528,3652.0,3652.0,5.448582186626069e-05,-0.0001691320927593,0.0110658620624435,-0.0343363320486638,3652.0,3652.0,0.0454021941111073,0.00022361791462556068,0.8144461013769335
