Feature Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
extended,0.025181217694789523,0.6684265586496816,0.05285961995211041,0.00016905443362464202,0.014113954365328828,0.5438340499702163,0.07011328476259276,0.00011001329465680786
raw,-0.013351980472249813,0.6238526629908245,0.08636270470304178,-6.272574450009675e-05,-0.008412054246451452,0.5373763710877669,0.2035246321956316,-1.2486723115502371e-05
