Feature Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
extended,-0.004981371522507548,0.6952128855352266,0.028721318740292635,-0.0001344982844335273,0.010677742679738948,0.5819891283555412,0.10938401505774385,0.0001387144223174197
raw,-0.00886769767666761,0.6004255266302752,0.067996254699631,-0.00019202344344977792,-0.010054443048633224,0.4759303828988586,0.2200996792251155,-0.00013231035459212778
