Feature Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
extended,-0.013710753153813047,0.5907433933954486,0.0503462817220266,-5.758085073792508e-05,-0.0013009009512814926,0.5399976175580031,0.1310504952034063,-1.0716751934706154e-05
raw,0.024328055484213202,0.5339416377280174,0.12371987473373394,0.0001442548407514926,-0.028195952952498302,0.5029836850691168,0.32975055179611185,-0.00013650064918408237
