Model,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
GRU,0.09863759894006807,0.6028558948528093,0.03880129179331307,0.00028108741667793593,-0.03149363353583552,0.4991363032048902,0.08939844040103972,-0.0005518271571402104
LightGBM,-0.007844861765621549,0.5572301982407453,0.017532221379833207,-0.00033736515089063214,-0.04085666245360681,0.4878503207214363,0.18521948508983144,-0.0006098529291876094
Logistic Regression,-0.05121151480429649,0.5769791755254489,0.035585670962850646,-0.0010276243034769614,-0.009021936011632682,0.517268080410866,0.5522318947953324,-8.061919471336545e-05
RSI,-0.006118738260037335,0.5265858208955224,0.4284629981024668,-1.9502851766339786e-05,-0.014885125316056754,0.5174328225627359,0.43220181784455575,-0.0002151740376099841
SMA,0.0013480128469866982,0.49344978165938863,0.021511517228250523,0.0001695368491531547,-0.06805661668538936,0.46867749419953597,0.03760938372742506,-0.0018588126964700679
XGBoost,-0.03359430552875509,0.5304217577839421,0.04861637604245641,-0.0004706536617238231,-0.00655062577859075,0.49969222152791026,0.22953324689757362,-6.767441934410789e-05
