Input Type,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return
candle,0.004755175351679038,0.5849268662191752,0.10135028086105355,0.00020607456528990348,0.07257028250103446,0.5550363523774401,0.04247934119747457,0.0012295172488687297
ohlc,-0.002972835955290079,0.6009666927321605,0.036096305111780275,-2.240394980321513e-05,0.11089963347082948,0.5755478932880265,0.03909833025489082,0.0015256245370907624
