Asset,Model,Model Family,Feature Set,Input Type,Feature Type,Strategy Mode,Strategy Label,Cost Regime,Long Threshold,Short Threshold,Threshold Feasible,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Validation Trades,Validation Signal Ratio,Test Sharpe,Test Precision,Test Recall,Test Avg Return,Cumulative Return,Maximum Drawdown,Turnover,Number of Trades,Annualized Sharpe,Model Params,Log Path
BTC,Logistic Regression,ML,ohlc_raw,ohlc,raw,long_only,long,with_cost,0.5900000000000001,,True,-0.04779230684148629,0.5260115606936416,0.016384587684551675,-0.0005015746634203718,210,0.01579620160701242,0.08553486327187752,0.6115702479338843,0.013164917274506315,0.0009018653592273826,0.07510744382946744,-0.09862210326173493,172.0,172.0,0.6158436803669288,"{""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/logistic_regression/ohlc_raw/btc""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/with_cost/long_only/logistic_regression/ohlc_raw/btc/trading_log.csv
BTC,Logistic Regression,ML,ohlc_raw,ohlc,raw,long_only,long,no_cost,0.5900000000000001,,True,-0.03035841634736448,0.5260115606936416,0.016384587684551675,-0.0002891469177556316,210,0.01579620160701242,0.112483146631932,0.6115702479338843,0.013164917274506315,0.001150625689805895,0.14180980809143784,-0.09034378017294531,172.0,172.0,1.0842173668278718,"{""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/logistic_regression/ohlc_raw/btc""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/no_cost/long_only/logistic_regression/ohlc_raw/btc/trading_log.csv
BTC,Logistic Regression,ML,ohlc_raw,ohlc,raw,short_only,short,with_cost,,0.5,True,-0.07781571841106195,0.5357142857142857,0.04171301446051168,-0.00019436898017371337,342,0.038349159970781595,-0.016000865775401357,0.5002936857562408,0.6389722430607652,-9.168293477494306e-05,-0.6660370820537437,-0.6866163160005978,2287.0,2287.0,-2.4101812174218398,"{""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/logistic_regression/ohlc_raw/btc""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/with_cost/short_only/logistic_regression/ohlc_raw/btc/trading_log.csv
BTC,Logistic Regression,ML,ohlc_raw,ohlc,raw,short_only,short,no_cost,,0.5,True,-0.022327222908627677,0.5357142857142857,0.04171301446051168,-5.186898017371336e-05,342,0.038349159970781595,-0.008180377437557935,0.5002936857562408,0.6389722430607652,-3.288704637553044e-05,-0.25621684217724316,-0.3656435857254964,2287.0,2287.0,-0.5276971575819246,"{""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/logistic_regression/ohlc_raw/btc""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/no_cost/short_only/logistic_regression/ohlc_raw/btc/trading_log.csv
BTC,Logistic Regression,ML,ohlc_raw,ohlc,raw,long_short,long_short,with_cost,0.55,0.55,True,3.951293049712217e-05,0.7584304107909259,0.07598394513756399,3.033951638035972e-05,902,0.14901387874360847,0.02692819202475466,0.28589108910891087,0.02054794520547945,0.00027761109702131767,0.01591131318214667,-0.15419956506587973,456.0,456.0,0.15922895643829532,"{""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/logistic_regression/ohlc_raw/btc""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/with_cost/long_short/logistic_regression/ohlc_raw/btc/trading_log.csv
BTC,Logistic Regression,ML,ohlc_raw,ohlc,raw,long_short,long_short,no_cost,0.55,0.55,True,0.013557469358963134,0.7584304107909259,0.07598394513756399,0.00012706133010584997,902,0.14901387874360847,0.051573463275957,0.28589108910891087,0.02054794520547945,0.0004741628211592487,0.19177259576367223,-0.12752257684517887,456.0,456.0,0.9327742607585755,"{""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/logistic_regression/ohlc_raw/btc""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/no_cost/long_short/logistic_regression/ohlc_raw/btc/trading_log.csv
BTC,Logistic Regression,ML,candle_raw,candle,raw,long_only,long,with_cost,0.52,,True,0.041360344825578786,0.5357142857142857,0.01890529348217501,0.000294626071825805,342,0.01789627465303141,0.04157488200625698,0.5361111111111111,0.06867105497242483,0.0003748857451862539,0.04121041906901213,-0.208967020970791,1142.0,1142.0,0.257171190680298,"{""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/logistic_regression/candle_raw/btc""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/with_cost/long_only/logistic_regression/candle_raw/btc/trading_log.csv
BTC,Logistic Regression,ML,candle_raw,candle,raw,long_only,long,no_cost,0.52,,True,0.09057051472750895,0.5357142857142857,0.01890529348217501,0.000599983214682948,342,0.01789627465303141,0.08462145156521728,0.5361111111111111,0.06867105497242483,0.0006524551896306982,0.5527632402309208,-0.12266400644098385,1142.0,1142.0,1.7226230194735803,"{""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/logistic_regression/candle_raw/btc""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/no_cost/long_only/logistic_regression/candle_raw/btc/trading_log.csv
BTC,Logistic Regression,ML,candle_raw,candle,raw,short_only,short,with_cost,,0.56,True,-0.04621734120340937,0.5077720207253886,0.018168335187245088,-0.00047453613012629273,230,0.01762235208181154,0.022725092550461116,0.5215453194650818,0.06582895723930983,0.00013449432418025813,-0.061459669039493625,-0.13754275495261825,822.0,822.0,-0.33538112310174495,"{""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/logistic_regression/candle_raw/btc""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/with_cost/short_only/logistic_regression/candle_raw/btc/trading_log.csv
BTC,Logistic Regression,ML,candle_raw,candle,raw,short_only,short,no_cost,,0.56,True,-0.028774637209703646,0.5077720207253886,0.018168335187245088,-0.00026598690732836534,230,0.01762235208181154,0.06815035467821523,0.5215453194650818,0.06582895723930983,0.0003482387521148792,0.2513875463927644,-0.06824727467124614,822.0,822.0,1.4722122606927555,"{""model_dir"": ""/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/models/logistic_regression/candle_raw/btc""}",/Users/wuxuande/PycharmProjects/QF4211Project/2020-2024_regime_sandbox/data/trading_logs/no_cost/short_only/logistic_regression/candle_raw/btc/trading_log.csv
