datetime,asset,model,feature_set,strategy_mode,cost_regime,signal,trade_action,is_trade_event,y_prob,position,position_change,transaction_cost,raw_return,gross_return,net_return,gross_equity_curve,net_equity_curve
2024-10-02 08:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.40854758,0.0,0.0,0.0,-0.00865239480756,-0.0,-0.0,1.0,1.0
2024-10-02 09:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.5776581,0.0,0.0,0.0,-0.0013541426613856,-0.0,-0.0,1.0,1.0
2024-10-02 10:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.5701588,0.0,0.0,0.0,-0.0003964812209921,-0.0,-0.0,1.0,1.0
2024-10-02 11:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.59345764,0.0,0.0,0.0,-0.0059709950344981,-0.0,-0.0,1.0,1.0
2024-10-02 12:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.60021377,0.0,0.0,0.0,0.0090659684072711,0.0,0.0,1.0,1.0
2024-10-02 13:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.4564284,0.0,0.0,0.0,-0.0044373268133659,-0.0,-0.0,1.0,1.0
2024-10-02 14:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.5576065,0.0,0.0,0.0,0.0130364942924405,0.0,0.0,1.0,1.0
2024-10-02 15:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.36376616,0.0,0.0,0.0,-0.0011959787316192,-0.0,-0.0,1.0,1.0
2024-10-02 16:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.44584522,0.0,0.0,0.0,-0.0027831710706842,-0.0,-0.0,1.0,1.0
2024-10-02 17:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.4411432,0.0,0.0,0.0,-0.0140505916059922,-0.0,-0.0,1.0,1.0
2024-10-02 18:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.48420066,0.0,0.0,0.0,-0.0094152440419273,-0.0,-0.0,1.0,1.0
2024-10-02 19:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.56077385,0.0,0.0,0.0,0.0121943824232624,0.0,0.0,1.0,1.0
2024-10-02 20:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.5506347,0.0,0.0,0.0,-0.0015099142390377,-0.0,-0.0,1.0,1.0
2024-10-02 21:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.5535521,0.0,0.0,0.0,0.0003245002630194,0.0,0.0,1.0,1.0
2024-10-02 22:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.52987593,0.0,0.0,0.0,-0.0033272672235831,-0.0,-0.0,1.0,1.0
2024-10-02 23:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.6386552,0.0,0.0,0.0,0.0055852279837829,0.0,0.0,1.0,1.0
2024-10-03 00:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.43871242,0.0,0.0,0.0,0.0005901159916514,0.0,0.0,1.0,1.0
2024-10-03 01:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.46550134,0.0,0.0,0.0,0.0026412558993182,0.0,0.0,1.0,1.0
2024-10-03 02:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.44924346,0.0,0.0,0.0,0.0045569858583403,0.0,0.0,1.0,1.0
2024-10-03 03:00:00+00:00,BTC,XGBoost,ohlc_extended,short_only,with_cost,FLAT,HOLD,0,0.3832808,0.0,0.0,0.0,-0.0022452167122217,-0.0,-0.0,1.0,1.0
